Year ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
2000,6.2,12.8,-7.5,39.2,-91.3,185.1,16,29,3,10,2,66,2%,10%,49%
2001,-13.1,16.4,-39.9,36.6,-90.2,34.7,13,29,9,7,4,85,2%,11%,54%
2002,1.3,10.7,-10.2,36.2,-90.1,130.9,30,51,12,10,5,69,5%,8%,40%
2003,7.8,10.6,5.4,40.6,-55.0,93.6,25,49,18,4,8,61,1%,2%,60%
2004,16.4,22.5,10.4,39.6,-8.0,96.0,17,35,12,8,5,69,19%,19%,74%
2005,13.5,19.3,7.7,39.2,-9.2,76.9,15,25,10,15,8,84,37%,39%,72%
2006,14.0,20.0,8.0,38.4,-14.2,107.2,22,32,21,9,6,86,44%,42%,71%
2007,13.2,19.9,6.5,37.8,-25.7,352.9,50,67,36,9,13,84,96%,93%,88%
2008,13.2,19.8,6.6,37.8,-21.0,181.2,34,56,22,21,5,85,95%,92%,83%
2009,13.9,19.6,8.3,38.8,-11.4,282.5,48,74,23,31,4,63,84%,75%,63%
2010,14.5,21.0,7.9,37.4,-10.0,209.9,29,45,14,17,3,80,85%,75%,62%
2011,13.3,19.5,7.1,39.0,-15.2,248.0,52,81,43,11,3,105,98%,96%,92%
2012,13.2,19.9,6.5,39.0,-16.2,230.9,48,84,40,31,4,98,98%,95%,92%
2013,13.9,20.7,7.0,38.6,-11.2,155.2,36,69,20,15,3,91,98%,96%,90%
2014,13.8,20.7,6.9,40.4,-17.6,204.9,38,71,16,15,10,99,99%,97%,96%
2015,14.3,20.9,7.7,40.6,-8.0,230.9,48,78,33,31,12,83,99%,96%,97%
2016,14.2,20.9,7.5,39.0,-14.4,248.5,45,75,21,37,12,80,99%,96%,98%
2017,14.0,21.2,6.9,40.0,-12.4,167.0,31,55,26,17,5,91,99%,97%,97%
2018,14.9,21.6,8.2,41.2,-12.0,204.3,34,69,16,21,5,58,99%,96%,98%
2019,13.9,20.8,7.0,41.2,-9.4,351.6,60,88,22,45,6,93,99%,96%,99%
2020,13.0,20.0,6.0,39.6,-18.1,263.7,51,87,31,30,10,100,100%,97%,98%
2021,14.5,22.4,6.6,40.4,-15.3,126.9,25,42,15,24,3,114,97%,96%,97%
2022,13.9,21.1,6.7,41.8,-13.6,181.0,39,68,11,33,4,94,98%,98%,97%
2023,14.5,22.0,7.1,39.0,-17.8,244.3,32,54,21,24,5,82,99%,97%,94%
