Year ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
2000,17.0,24.5,9.6,40.6,-12.4,84.6,21,26,1,6,3,76,34%,29%,76%
2001,17.4,25.5,9.3,41.5,-13.2,42.1,9,13,1,6,0,72,37%,34%,76%
2002,16.9,24.8,8.9,41.0,-12.0,120.1,19,26,3,15,0,76,43%,40%,80%
2003,16.6,24.4,8.8,42.0,-14.8,117.8,15,22,5,7,1,76,40%,39%,77%
2004,16.4,24.4,8.4,41.4,-11.8,72.0,11,17,2,6,0,60,76%,74%,82%
2005,16.5,23.7,9.2,42.4,-11.4,42.7,11,15,3,3,0,82,43%,42%,80%
2006,17.5,24.9,10.2,40.6,-16.8,43.3,12,20,4,7,0,67,51%,47%,79%
2007,16.3,24.6,8.0,41.4,-14.0,157.1,27,35,3,17,0,73,97%,92%,79%
2008,17.0,25.0,9.1,42.8,-19.6,96.5,21,31,15,10,8,74,95%,93%,86%
2009,16.8,24.4,9.3,41.8,-14.8,201.4,29,42,3,25,2,55,88%,87%,73%
2010,17.2,25.7,8.7,42.6,-11.0,76.4,17,19,2,14,2,76,84%,80%,60%
2011,16.8,24.9,8.7,39.8,-13.0,749.9,23,38,8,23,0,72,98%,98%,91%
2012,15.6,23.5,7.6,40.8,-12.8,180.8,26,41,6,15,0,79,99%,98%,93%
2013,17.2,25.5,8.9,41.2,-14.2,126.8,23,28,2,13,0,63,99%,98%,98%
2014,16.4,24.8,8.0,41.1,-10.5,91.0,20,39,10,29,4,94,99%,99%,98%
2015,17.1,25.1,9.2,39.8,-10.3,200.3,27,54,6,13,1,62,99%,99%,98%
2016,17.7,26.1,9.4,41.6,-11.5,86.8,17,28,2,21,0,60,99%,99%,98%
2017,16.9,25.5,8.3,42.5,-12.6,84.4,17,29,3,18,1,78,100%,98%,98%
2018,17.2,25.4,9.1,39.5,-9.7,119.5,22,47,3,22,1,61,99%,98%,97%
2019,17.0,24.9,9.0,43.0,-8.8,199.7,28,47,4,22,0,63,99%,98%,97%
2020,16.1,24.2,7.9,41.2,-9.7,208.4,23,43,5,22,0,78,100%,98%,96%
2021,17.4,26.4,8.5,41.1,-13.2,89.8,15,28,1,22,0,73,98%,96%,96%
2022,17.9,26.8,9.0,42.9,-9.1,103.9,17,28,1,15,0,69,99%,99%,96%
2023,17.9,26.7,9.2,42.9,-13.4,87.4,17,35,6,20,1,66,99%,100%,96%
