Year ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
2000,16.0,21.3,10.8,37.8,-5.6,145.5,18,32,9,7,0,53,20%,17%,54%
2001,16.2,21.6,10.8,38.4,-9.0,56.6,10,21,1,5,0,44,31%,25%,71%
2002,15.6,21.0,10.2,39.4,-13.8,96.4,17,38,11,15,1,68,37%,34%,75%
2003,14.7,20.0,9.5,40.0,-7.8,469.1,19,36,8,19,3,56,32%,33%,75%
2004,14.8,20.1,9.6,38.6,-6.2,38.2,10,20,2,16,5,54,75%,72%,81%
2005,15.6,20.4,10.7,39.6,-5.6,26.5,9,15,6,12,2,56,39%,37%,78%
2006,16.4,21.4,11.3,39.6,-9.0,51.8,11,18,10,8,3,64,44%,41%,82%
2007,15.4,20.8,9.9,38.2,-7.8,1058.3,29,49,11,28,7,52,96%,95%,86%
2008,15.7,21.4,10.1,37.8,-11.8,65.8,17,41,17,26,1,76,98%,95%,90%
2009,15.3,20.7,9.8,39.0,-7.9,170.2,30,51,10,40,7,55,95%,94%,87%
2010,16.4,22.1,10.7,40.4,-6.6,151.6,30,46,1,34,1,43,98%,94%,83%
2011,15.0,20.6,9.5,39.8,-8.4,179.9,37,62,18,35,4,94,99%,98%,97%
2012,14.7,20.2,9.2,38.4,-9.4,164.2,28,51,14,29,4,77,100%,98%,97%
2013,15.7,21.6,9.9,40.8,-8.2,71.8,17,32,6,19,1,56,99%,98%,97%
2014,15.7,21.4,10.0,40.6,-13.6,112.9,22,41,4,34,3,73,100%,98%,97%
2015,15.9,21.5,10.3,39.4,-6.2,148.9,27,49,9,40,5,68,99%,99%,98%
2016,15.6,21.3,9.9,38.4,-14.2,146.2,30,50,9,33,4,66,99%,98%,99%
2017,15.7,21.6,9.8,38.6,-7.6,128.1,19,36,10,14,7,75,100%,99%,98%
2018,16.2,21.8,10.7,39.4,-7.8,131.0,29,50,2,27,6,43,99%,97%,98%
2019,15.4,20.9,10.0,39.8,-5.4,239.7,33,51,6,29,5,63,99%,97%,98%
2020,14.8,20.2,9.4,38.4,-7.2,212.9,32,55,9,31,6,68,100%,97%,98%
2021,16.3,22.3,10.4,41.4,-9.4,86.9,11,26,1,21,0,59,98%,96%,97%
2022,16.1,21.9,10.2,40.4,-9.0,73.3,25,41,6,17,3,61,98%,98%,98%
2023,16.3,22.2,10.3,39.8,-10.6,99.7,20,40,6,24,7,63,99%,99%,98%
