Year ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
2000,14.1,19.5,8.7,40.0,-21.6,56.5,13,23,1,15,8,67,22%,17%,35%
2001,15.6,22.4,8.9,52.5,-9.8,257.9,15,23,8,9,7,58,29%,19%,41%
2002,14.7,21.1,8.3,50.0,-15.2,171.3,29,39,9,15,5,74,26%,22%,43%
2003,12.2,16.2,9.9,38.2,-7.0,174.8,29,46,5,25,6,65,3%,3%,65%
2004,18.1,25.1,11.1,37.8,-8.4,108.7,20,29,4,20,2,76,24%,19%,71%
2005,14.3,21.0,7.6,41.6,-15.6,55.4,10,16,6,11,1,72,43%,42%,76%
2006,14.6,21.2,8.0,40.8,-14.8,122.2,21,28,15,10,9,90,47%,41%,71%
2007,14.3,21.4,7.2,38.4,-14.0,292.2,47,78,25,33,5,84,96%,93%,82%
2008,14.5,21.9,7.2,40.0,-19.2,1948.5,31,60,21,26,22,86,96%,95%,78%
2009,14.7,21.1,8.2,39.0,-9.4,276.3,44,66,6,40,10,62,84%,77%,62%
2010,16.1,23.0,9.1,39.8,-8.4,230.6,31,50,4,26,5,44,84%,76%,57%
2011,13.8,20.8,6.7,41.6,-14.0,455.3,63,86,26,54,16,100,99%,98%,94%
2012,14.4,21.4,7.3,39.4,-10.9,296.4,47,83,20,49,9,92,99%,98%,92%
2013,14.8,22.1,7.4,40.6,-11.0,318.1,42,59,9,39,5,59,98%,99%,95%
2014,15.3,22.8,7.9,42.5,-10.7,200.3,35,56,8,43,12,83,100%,98%,96%
2015,15.5,22.9,8.1,41.3,-7.8,292.0,41,57,12,37,19,80,99%,99%,97%
2016,15.2,22.9,7.6,41.7,-13.0,247.0,42,62,7,33,6,67,99%,98%,96%
2017,15.2,22.7,7.7,40.6,-9.7,260.5,42,64,12,20,8,84,100%,99%,98%
2018,15.8,22.9,8.7,41.7,-14.2,354.1,57,89,5,34,20,47,99%,97%,98%
2019,14.9,22.3,7.6,41.3,-6.8,340.5,49,77,8,36,20,81,99%,97%,99%
2020,14.3,21.4,7.2,40.8,-14.4,412.3,57,89,25,44,43,72,100%,98%,98%
2021,16.1,23.9,8.3,40.7,-9.2,198.8,28,47,2,31,8,65,97%,96%,94%
2022,15.7,23.4,8.0,40.2,-10.3,147.9,35,64,9,25,10,70,98%,99%,97%
2023,15.5,23.3,7.7,40.1,-14.0,171.3,34,53,12,32,14,72,99%,99%,97%
