Year ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
2000,12.5,19.3,5.8,35.6,-15.4,69.1,12,18,3,1,3,87,24%,18%,42%
2001,12.9,20.2,5.5,36.6,-22.0,129.3,21,32,6,0,2,108,25%,19%,46%
2002,12.8,19.8,5.7,36.4,-12.2,168.6,24,31,6,10,1,90,25%,19%,42%
2003,10.5,17.3,4.2,36.2,-21.4,217.1,33,42,9,5,3,106,3%,4%,68%
2004,13.6,22.9,4.1,36.6,-30.8,268.5,29,38,15,12,7,118,22%,19%,73%
2005,10.6,19.2,1.9,36.6,-29.8,69.9,9,12,7,5,6,135,38%,36%,75%
2006,10.6,18.8,2.4,38.2,-27.2,91.5,14,16,11,3,10,122,47%,43%,74%
2007,10.4,19.5,1.3,36.4,-28.4,236.2,41,59,18,14,20,130,95%,92%,68%
2008,10.9,20.2,1.6,36.4,-29.4,723.9,25,42,22,5,9,136,95%,95%,79%
2009,10.9,19.3,2.4,36.8,-15.0,326.4,39,52,21,22,17,137,83%,75%,57%
2010,12.3,21.5,3.1,38.6,-16.6,129.7,27,34,5,16,3,120,84%,76%,58%
2011,11.2,20.6,1.9,38.2,-21.0,290.5,33,42,19,10,6,143,97%,99%,91%
2012,11.1,19.9,2.2,36.6,-17.0,361.3,39,54,17,17,6,115,98%,98%,94%
2013,11.4,21.1,1.7,38.6,-17.4,258.3,32,45,11,9,9,135,99%,98%,94%
2014,10.6,20.2,1.0,37.0,-28.0,315.9,32,45,16,16,23,146,99%,98%,95%
2015,11.9,21.2,2.5,36.5,-15.3,319.9,38,63,18,25,5,128,98%,98%,95%
2016,11.9,21.7,2.0,37.4,-18.3,291.1,26,41,6,15,2,136,98%,98%,96%
2017,11.7,21.9,1.6,37.4,-14.5,153.9,24,44,14,10,5,139,100%,99%,98%
2018,12.6,21.9,3.4,36.8,-15.3,256.0,40,62,9,22,2,110,100%,97%,95%
2019,11.4,20.8,1.9,39.0,-20.3,357.1,46,70,18,22,8,136,99%,98%,98%
2020,11.6,21.1,2.1,37.7,-14.4,281.8,36,58,17,20,8,146,100%,98%,96%
2021,12.6,22.8,2.3,38.5,-15.3,163.1,25,46,7,12,7,130,98%,97%,95%
2022,12.2,21.9,2.5,38.5,-24.9,295.1,31,42,15,14,7,134,98%,98%,95%
2023,11.3,21.4,1.2,37.6,-25.4,319.4,29,38,13,5,12,159,98%,99%,95%
