Year ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
2000,12.8,18.9,6.7,40.0,-17.6,432.0,29,44,18,19,3,99,32%,28%,68%
2001,13.3,19.5,7.0,38.4,-19.0,190.3,28,42,12,25,7,84,32%,25%,69%
2002,12.1,18.4,5.7,35.6,-23.8,187.1,48,63,15,26,1,101,43%,38%,72%
2003,12.3,17.6,6.9,40.4,-24.0,198.8,37,64,22,32,5,103,34%,33%,68%
2004,11.3,17.8,4.8,37.0,-22.8,150.8,26,36,18,30,10,99,75%,72%,75%
2005,12.2,17.9,6.5,37.4,-16.4,47.9,10,17,7,15,4,102,37%,36%,71%
2006,13.1,19.3,6.8,40.6,-21.2,53.8,16,29,11,17,9,110,43%,40%,70%
2007,12.3,18.7,6.0,37.2,-20.8,294.8,57,89,33,33,3,110,95%,92%,90%
2008,12.7,19.4,6.0,39.4,-23.8,260.3,35,61,20,33,1,90,97%,94%,92%
2009,13.0,19.4,6.5,37.0,-22.6,258.7,41,73,7,42,5,85,95%,93%,88%
2010,14.7,21.8,7.5,40.4,-18.2,233.1,44,71,8,37,1,84,97%,93%,82%
2011,12.5,18.7,6.3,41.6,-10.2,312.3,57,92,23,39,1,109,97%,96%,95%
2012,13.6,20.0,7.2,39.2,-14.2,306.2,56,80,22,47,0,95,98%,97%,96%
2013,12.6,19.1,6.1,37.0,-21.2,261.8,50,74,24,30,8,82,99%,97%,98%
2014,13.9,20.3,7.4,38.8,-17.0,262.6,55,84,16,29,3,85,98%,97%,96%
2015,13.8,20.4,7.2,41.0,-18.0,397.8,56,77,11,34,1,93,99%,97%,99%
2016,13.2,19.6,6.7,39.4,-21.2,242.3,49,79,21,33,8,91,99%,96%,96%
2017,12.7,19.4,6.1,40.2,-20.8,222.5,41,72,25,28,13,94,99%,98%,98%
2018,14.9,21.1,8.7,40.8,-12.8,464.4,80,102,9,36,5,59,99%,96%,97%
2019,14.3,20.9,7.6,41.2,-7.6,252.1,48,73,9,25,3,86,99%,98%,99%
2020,13.8,20.0,7.5,42.8,-14.0,298.2,63,89,21,24,6,75,99%,98%,98%
2021,14.7,21.5,7.9,41.0,-14.0,205.8,32,45,11,17,6,86,97%,95%,96%
2022,14.4,21.0,7.7,41.2,-16.6,152.0,35,65,15,15,10,93,98%,97%,97%
2023,15.1,22.2,7.9,41.6,-11.0,226.7,39,69,16,19,5,85,100%,99%,98%
