Year ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
2000,19.1,26.0,12.3,40.6,-25.5,119.4,12,25,4,1,0,5,38%,32%,70%
2001,19.4,26.5,12.3,41.0,-40.8,364.7,17,24,1,3,1,8,42%,36%,80%
2002,19.0,25.8,12.2,40.6,-3.8,111.3,20,26,1,9,2,25,41%,39%,72%
2003,19.6,22.8,16.4,40.6,-40.1,961.2,16,33,2,6,3,9,4%,6%,74%
2004,21.3,29.6,13.1,41.0,-4.4,149.0,13,25,0,5,3,14,29%,25%,76%
2005,18.0,25.6,10.5,41.2,-10.8,100.9,14,17,1,6,1,33,50%,48%,83%
2006,18.2,25.8,10.6,42.4,-5.4,1072.9,19,26,3,6,4,45,54%,51%,79%
2007,18.1,26.2,10.1,41.0,-6.4,233.6,27,35,1,15,2,48,96%,96%,81%
2008,18.6,26.9,10.2,41.4,-27.0,219.0,15,27,3,1,3,53,95%,95%,87%
2009,18.5,26.4,10.5,41.4,-5.8,298.2,30,47,1,17,3,38,90%,86%,73%
2010,19.0,27.1,10.8,42.4,-5.2,70.3,11,20,0,11,1,50,85%,77%,62%
2011,18.2,26.4,10.1,40.8,-4.8,277.0,32,36,0,11,5,65,98%,98%,94%
2012,17.7,25.7,9.8,41.8,-8.1,399.7,35,41,0,18,4,56,99%,98%,95%
2013,18.2,26.5,9.9,41.8,-6.0,332.3,31,39,0,16,6,39,99%,98%,96%
2014,18.0,26.2,9.8,41.8,-5.0,246.0,20,29,9,13,3,57,99%,99%,98%
2015,18.9,26.8,11.0,40.4,-4.4,311.0,29,49,3,19,8,38,99%,99%,98%
2016,19.1,27.4,10.8,41.2,-4.8,91.6,19,33,0,11,1,37,99%,99%,98%
2017,18.8,27.0,10.5,41.0,-6.0,370.6,30,38,0,14,3,33,100%,99%,99%
2018,19.1,27.4,10.8,40.6,-6.0,209.2,39,52,0,20,2,43,99%,98%,97%
2019,18.4,26.6,10.3,42.4,-5.0,372.3,38,52,0,30,1,50,99%,98%,95%
2020,18.1,26.5,9.7,42.4,-5.8,355.0,35,44,2,24,6,50,100%,98%,94%
2021,19.6,28.5,10.7,42.2,-5.8,771.9,17,20,0,12,1,46,98%,98%,95%
2022,19.3,27.6,11.0,43.4,-5.4,235.0,20,29,0,16,5,38,99%,99%,97%
2023,18.8,27.4,10.3,42.4,-3.4,183.8,28,41,0,8,3,39,99%,100%,97%
