Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,08/01/2002,18Z,9.2,86%,1022.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,08/01/2002,15Z,11.8,67%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,08/01/2002,12Z,14.0,55%,1019.4 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,08/01/2002,09Z,12.6,56%,-,310º (NW),18.0,6/8,-,-,-,-,-,-,Cloudy
ABADEH,08/01/2002,21Z,3.6,35%,-,210º (SW),36.0,0/8,-,-,-,-,-,-,Clear
ABADEH,08/01/2002,18Z,4.4,50%,1012.8 Hpa,210º (SW),32.4,1/8,1/8 SC,-,-,0.7(6h),-,-,Few clouds
ABADEH,08/01/2002,15Z,7.6,58%,-,240º (SW),39.6,6/8,-,-,-,-,-,-,Cloudy
ABADEH,08/01/2002,12Z,5.4,83%,1009.5 Hpa,130º (SE),10.8,8/8,5/8 CB,AC,,7.0(6h),-,-,"Overcast, rain"
ABADEH,08/01/2002,09Z,6.0,81%,-,180º (S ),28.8,8/8,-,-,-,-,-,-,Overcast
ABADEH,08/01/2002,06Z,8.4,59%,1016.1 Hpa,180º (S ),25.2,6/8,4/8 CB,AC,-,Tr(6h),-,-,Cloudy
ABADEH,08/01/2002,03Z,7.6,65%,-,180º (S ),43.2,7/8,-,-,-,-,-,-,Cloudy
ABADEH,08/01/2002,00Z,2.4,30%,1015.4 Hpa,210º (SW),28.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,08/01/2002,12Z,24.8,136%,1015.9 Hpa,190º (S ),18.0,8/8,5/8 CB,AC,,Tr(6h),-,-,"Overcast, rain showers"
ABU MUSA,08/01/2002,06Z,24.2,141%,1019.3 Hpa,180º (S ),21.6,3/8,1/8 SC,AC,CI,-,-,-,"Scattered clouds, dust"
AHAR,08/01/2002,21Z,-0.8,56%,-,240º (SW),18.0,4/8,-,-,-,-,-,-,Scattered clouds
AHAR,08/01/2002,18Z,-0.2,61%,1015.6 Hpa,260º (W ),7.2,6/8,4/8 SC,-,CI,-,-,-,Cloudy
AHAR,08/01/2002,15Z,0.0,79%,-,270º (W ),21.6,8/8,-,-,-,-,-,-,Overcast
AHAR,08/01/2002,12Z,2.0,60%,1009.3 Hpa,270º (W ),21.6,7/8,5/8 ST,-,CI,-,-,-,Cloudy
AHAR,08/01/2002,09Z,2.4,60%,-,180º (S ),18.0,7/8,-,-,-,-,-,-,Cloudy
AHAR,08/01/2002,06Z,-0.6,55%,1008.6 Hpa,250º (W ),18.0,7/8,6/8 SC,AC,-,4.8(24h),-,-,Cloudy
