Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,16/06/2002,21Z,33.8,12%,996.8 Hpa,290º (W ),28.8,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2002,18Z,36.0,10%,997.0 Hpa,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2002,15Z,43.2,8%,995.5 Hpa,300º (NW),25.2,0/8,-,-,-,-,47.4,-,Clear
ABADAN,16/06/2002,12Z,47.0,4%,996.2 Hpa,300º (NW),28.8,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2002,09Z,44.8,5%,998.0 Hpa,300º (NW),36.0,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2002,06Z,38.6,16%,-,300º (NW),28.8,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2002,03Z,29.2,23%,998.5 Hpa,300º (NW),21.6,0/8,-,-,-,-,-,28.6,Clear
ABADAN,16/06/2002,00Z,30.4,17%,996.2 Hpa,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2002,21Z,20.4,33%,997.5 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2002,15Z,29.4,15%,996.9 Hpa,360º (N ),36.0,0/8,-,-,-,-,32.2,-,Clear
ABADEH,16/06/2002,12Z,31.6,16%,996.4 Hpa,010º (N),28.8,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2002,09Z,28.6,15%,998.2 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2002,06Z,25.4,24%,998.5 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2002,03Z,17.4,39%,998.1 Hpa,calm.,,0/8,-,-,-,-,-,15.6,Clear
ABU MUSA,16/06/2002,12Z,32.8,247%,995.8 Hpa,240º (SW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,16/06/2002,06Z,31.4,268%,997.4 Hpa,210º (SW),7.2,5/8,5/8 SC,-,-,-,-,-,"Cloudy, mist"
AHAR,16/06/2002,21Z,18.2,54%,-,080º (E ),10.8,5/8,-,-,-,-,-,-,Cloudy
AHAR,16/06/2002,15Z,24.0,32%,-,030º (NE),21.6,1/8,-,-,-,-,-,-,Few clouds
AHAR,16/06/2002,12Z,26.6,25%,1008.8 Hpa,060º (NE),28.8,2/8,2/8 CU,-,-,-,-,-,Few clouds
AHAR,16/06/2002,09Z,23.6,33%,-,100º (E ),18.0,1/8,-,-,-,-,-,-,Few clouds
AHAR,16/06/2002,06Z,19.4,45%,1011.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,16/06/2002,03Z,11.6,69%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,16/06/2002,21Z,34.4,19%,995.3 Hpa,290º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,16/06/2002,18Z,38.2,16%,995.2 Hpa,290º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,16/06/2002,15Z,45.0,10%,994.5 Hpa,300º (NW),10.8,0/8,-,-,-,-,47.0,-,Clear
AHWAZ,16/06/2002,12Z,46.0,8%,995.4 Hpa,330º (NW),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,16/06/2002,09Z,44.6,10%,996.8 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,16/06/2002,06Z,36.4,15%,997.5 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,16/06/2002,03Z,28.4,19%,997.2 Hpa,290º (W ),14.4,0/8,-,-,-,-,-,27.0,Clear
AHWAZ,16/06/2002,00Z,31.6,26%,994.8 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,16/06/2002,21Z,20.0,22%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,16/06/2002,15Z,28.2,11%,-,120º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,16/06/2002,12Z,29.8,11%,1000.5 Hpa,120º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,16/06/2002,06Z,24.4,14%,1003.7 Hpa,110º (E ),25.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,16/06/2002,03Z,15.0,38%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,16/06/2002,21Z,23.0,67%,-,calm.,,0/8,-,-,-,-,-,-,Clear
