Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,05/10/2009,21Z,25.0,33%,1008.7 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,05/10/2009,18Z,26.4,25%,1008.7 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,05/10/2009,15Z,34.0,16%,1007.4 Hpa,360º (N ),7.2,0/8,-,-,-,-,39.8,-,"Clear, dust"
ABADAN,05/10/2009,12Z,39.0,9%,1007.4 Hpa,360º (N ),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,05/10/2009,09Z,36.4,20%,1008.9 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,05/10/2009,06Z,27.8,22%,1009.8 Hpa,340º (N ),14.4,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,05/10/2009,03Z,17.2,46%,1008.6 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,17.2,"Clear, dust"
ABADAN,05/10/2009,00Z,19.4,40%,1007.7 Hpa,330º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,05/10/2009,21Z,13.6,25%,1007.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,05/10/2009,18Z,16.6,20%,1009.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,05/10/2009,15Z,22.0,13%,1008.3 Hpa,090º (E ),18.0,0/8,-,-,-,-,27.2,-,Clear
ABADEH,05/10/2009,12Z,26.4,12%,1007.1 Hpa,060º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,05/10/2009,09Z,24.4,14%,1009.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,05/10/2009,06Z,18.0,20%,1012.8 Hpa,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,05/10/2009,00Z,9.0,28%,1009.9 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,05/10/2009,15Z,30.6,60%,1005.5 Hpa,290º (W ),14.4,1/8,1/8 SC,-,-,-,33.8,-,"Few clouds, haze"
ABU MUSA,05/10/2009,12Z,33.2,12%,1005.5 Hpa,290º (W ),7.2,1/8,1/8 SC,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,05/10/2009,09Z,33.6,53%,1006.9 Hpa,210º (SW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,05/10/2009,06Z,32.0,89%,1008.4 Hpa,170º (S ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,05/10/2009,03Z,27.8,72%,1006.7 Hpa,calm.,,1/8,-,1/8 AC,-,-,-,27.2,"Few clouds, haze"
AHAR,05/10/2009,21Z,11.2,68%,1012.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,05/10/2009,18Z,13.8,49%,1013.2 Hpa,Vble.,,0/8,-,-,-,-,-,-,Clear
