Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,07/08/2018,21Z,34.8,24%,995.9 Hpa,300º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,07/08/2018,18Z,39.0,19%,996.3 Hpa,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,07/08/2018,15Z,44.5,16%,995.1 Hpa,310º (NW),28.8,0/8,-,-,-,-,48.4,-,Clear
ABADAN,07/08/2018,12Z,48.2,13%,995.4 Hpa,310º (NW),28.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,07/08/2018,09Z,45.8,14%,996.8 Hpa,320º (NW),32.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,07/08/2018,06Z,39.2,19%,997.5 Hpa,320º (NW),32.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,07/08/2018,03Z,32.8,28%,996.4 Hpa,290º (W ),18.0,0/8,-,-,-,-,-,32.7,Clear
ABADAN,07/08/2018,00Z,34.1,27%,996.2 Hpa,300º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,07/08/2018,21Z,26.9,17%,995.4 Hpa,040º (NE),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,07/08/2018,18Z,28.8,14%,996.6 Hpa,050º (NE),25.2,4/8,-,4/8 AC,-,-,-,-,Scattered clouds
ABADEH,07/08/2018,15Z,30.6,13%,997.5 Hpa,030º (NE),21.6,6/8,-,6/8 AC,-,-,33.4,-,Cloudy
ABADEH,07/08/2018,12Z,32.4,12%,997.3 Hpa,090º (E ),7.2,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ABADEH,07/08/2018,09Z,31.0,12%,997.6 Hpa,040º (NE),14.4,2/8,-,2/8 AC,-,-,-,-,Few clouds
ABADEH,07/08/2018,06Z,27.6,16%,998.9 Hpa,240º (SW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,07/08/2018,03Z,21.2,19%,1000.2 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,18.2,Clear
ABADEH,07/08/2018,00Z,19.4,21%,998.2 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,07/08/2018,15Z,34.2,84%,992.4 Hpa,280º (W ),14.4,2/8,-,-,CI,-,36.8,-,"Few clouds, mist"
ABU MUSA,07/08/2018,12Z,36.2,70%,992.8 Hpa,210º (SW),10.8,2/8,-,-,CI,-,-,-,"Few clouds, haze"
ABU MUSA,07/08/2018,09Z,35.6,73%,994.5 Hpa,180º (S ),18.0,1/8,-,1/8 AC,-,-,-,-,"Few clouds, haze"
