Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,23/12/2006,21Z,8.6,94%,1015.6 Hpa,340º (N ),21.6,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,23/12/2006,18Z,9.0,94%,1015.7 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,23/12/2006,15Z,12.0,82%,1015.3 Hpa,calm.,,4/8,-,4/8 AC,-,-,14.4,-,Scattered clouds
ABADAN,23/12/2006,12Z,13.4,74%,1015.8 Hpa,030º (NE),7.2,6/8,1/8 CU,AC,-,-,-,-,"Cloudy, haze"
ABADAN,23/12/2006,09Z,10.2,94%,1018.2 Hpa,calm.,,6/8,2/8 CU,AC,-,-,-,-,"Cloudy, mist"
ABADAN,23/12/2006,06Z,,0%,-,calm.,,,-,-,-,-,-,-,-
ABADAN,23/12/2006,03Z,4.8,97%,1018.3 Hpa,calm.,,,-,-,-,-,-,3.6,fog
ABADAN,23/12/2006,00Z,4.2,97%,1018.1 Hpa,calm.,,,-,-,-,-,-,-,fog
ABADEH,23/12/2006,21Z,-0.4,71%,1011.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,23/12/2006,18Z,0.0,68%,1015.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,23/12/2006,15Z,3.0,78%,1014.4 Hpa,calm.,,4/8,-,-,CI,-,7.8,-,Scattered clouds
ABADEH,23/12/2006,12Z,7.0,27%,1012.8 Hpa,240º (SW),32.4,3/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,23/12/2006,09Z,7.0,36%,1014.0 Hpa,270º (W ),7.2,2/8,-,2/8 AC,-,-,-,-,Few clouds
ABADEH,23/12/2006,06Z,1.4,38%,1017.6 Hpa,calm.,,2/8,-,-,CI,-,-,-,Few clouds
ABADEH,23/12/2006,03Z,-1.4,52%,1017.3 Hpa,calm.,,3/8,1/8 SC,-,CI,-,-,-2.0,Scattered clouds
ABADEH,23/12/2006,00Z,-0.6,55%,1014.8 Hpa,calm.,,7/8,2/8 SC,-,CI,-,-,-,Cloudy
ABU MUSA,23/12/2006,15Z,21.0,61%,1014.3 Hpa,calm.,,5/8,2/8 ST,-,CI,-,25.0,13.3,"Cloudy, haze"
ABU MUSA,23/12/2006,12Z,22.0,278%,1014.4 Hpa,300º (NW),10.8,3/8,2/8 CU,-,-,-,-,-,"Scattered clouds, haze"
ABU MUSA,23/12/2006,09Z,22.2,50%,1015.7 Hpa,310º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,23/12/2006,06Z,21.8,281%,1017.5 Hpa,330º (NW),14.4,2/8,2/8 CU,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,23/12/2006,03Z,20.6,62%,1015.9 Hpa,330º (NW),7.2,5/8,5/8 SC,-,-,-,-,17.6,"Cloudy, haze"
AHAR,23/12/2006,21Z,-7.4,77%,1024.6 Hpa,320º (NW),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,23/12/2006,18Z,-7.0,83%,1026.7 Hpa,300º (NW),14.4,1/8,-,-,CI,-,-,-,Few clouds
AHAR,23/12/2006,15Z,-5.4,81%,1026.5 Hpa,270º (W ),10.8,1/8,1/8 CU,-,-,-,-2.0,-,Few clouds
AHAR,23/12/2006,12Z,-3.0,76%,1026.3 Hpa,180º (S ),7.2,5/8,5/8 CU/SC,-,-,-,-,-,Cloudy
AHAR,23/12/2006,09Z,-3.4,71%,1027.3 Hpa,080º (E ),7.2,7/8,5/8 CU/SC,AC,-,-,-,-,Cloudy
AHAR,23/12/2006,06Z,-4.4,91%,1027.4 Hpa,080º (E ),14.4,7/8,5/8 ST,AC,-,Tr(6h),-,-,"Cloudy, snow"
AHAR,23/12/2006,03Z,-4.4,82%,1026.1 Hpa,110º (E ),21.6,7/8,5/8 ST,AC,-,-,-,-4.6,"Cloudy, mist"
AHAR,23/12/2006,00Z,-4.0,92%,1025.4 Hpa,110º (E ),10.8,7/8,7/8 ST,AC,-,0.2(6h),-,-,"Cloudy, snow"
AHWAZ,23/12/2006,21Z,9.2,94%,1015.2 Hpa,320º (NW),3.6,4/8,1/8 SC,AC,-,-,-,-,"Scattered clouds, fog"
AHWAZ,23/12/2006,18Z,8.8,91%,1015.3 Hpa,calm.,,4/8,-,4/8 AC,-,-,-,-,"Scattered clouds, mist"
AHWAZ,23/12/2006,15Z,9.4,92%,1015.3 Hpa,calm.,,6/8,-,3/8 AC,CC,-,10.8,-,"Cloudy, mist"
AHWAZ,23/12/2006,12Z,10.4,84%,1015.6 Hpa,100º (E ),7.2,6/8,-,3/8 AC,CI,-,-,-,"Cloudy, mist"
AHWAZ,23/12/2006,09Z,8.8,89%,1018.1 Hpa,calm.,,7/8,-,2/8 AC,CI,-,-,-,"Cloudy, mist"
AHWAZ,23/12/2006,06Z,5.8,100%,1019.4 Hpa,calm.,,,-,-,-,-,-,-,fog
AHWAZ,23/12/2006,03Z,5.6,100%,1018.2 Hpa,calm.,,,-,-,-,-,-,5.6,fog
AHWAZ,23/12/2006,00Z,6.0,100%,1018.1 Hpa,calm.,,,-,-,-,-,-,-,fog
