Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,22/01/2011,21Z,6.6,67%,1022.8 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,22/01/2011,18Z,9.6,56%,1022.3 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,22/01/2011,15Z,15.2,39%,1021.4 Hpa,320º (NW),7.2,0/8,-,-,-,-,19.4,-,Clear
ABADAN,22/01/2011,12Z,18.8,26%,1021.1 Hpa,340º (N ),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,22/01/2011,09Z,16.0,38%,1023.2 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,22/01/2011,06Z,8.0,66%,1024.2 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,22/01/2011,03Z,5.8,75%,1022.6 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,5.8,Clear
ABADAN,22/01/2011,00Z,7.8,66%,1021.9 Hpa,320º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,22/01/2011,21Z,-3.2,61%,1022.9 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,22/01/2011,18Z,-1.2,56%,1025.8 Hpa,010º (N),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,22/01/2011,15Z,3.2,41%,1024.7 Hpa,260º (W ),14.4,0/8,-,-,-,-,8.2,-,Clear
ABADEH,22/01/2011,12Z,7.8,25%,1020.4 Hpa,250º (W ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,22/01/2011,09Z,6.0,40%,1022.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,22/01/2011,06Z,-2.4,71%,1026.9 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,22/01/2011,03Z,-7.2,83%,1026.9 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-7.2,Clear
ABADEH,22/01/2011,00Z,-4.4,78%,1023.7 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,22/01/2011,15Z,20.6,66%,1017.7 Hpa,calm.,,1/8,1/8 SC,-,-,-,23.2,-,"Few clouds, haze"
ABU MUSA,22/01/2011,12Z,22.4,271%,1017.2 Hpa,calm.,,5/8,3/8 SC,AC,CI,-,-,-,"Cloudy, haze"
ABU MUSA,22/01/2011,09Z,22.2,55%,1019.1 Hpa,270º (W ),7.2,6/8,2/8 SC,AC,-,-,-,-,"Cloudy, haze"
ABU MUSA,22/01/2011,06Z,21.2,292%,1020.1 Hpa,030º (NE),7.2,8/8,2/8 SC,AC,,-,-,-,"Overcast, haze"
ABU MUSA,22/01/2011,03Z,20.6,53%,1018.1 Hpa,calm.,,3/8,2/8 SC,-,CI,-,-,18.6,"Scattered clouds, haze"
AHAR,22/01/2011,21Z,-4.0,57%,1027.5 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,22/01/2011,18Z,-3.6,58%,1029.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,22/01/2011,15Z,-1.4,49%,1028.7 Hpa,270º (W ),18.0,5/8,-,-,CI,-,3.2,-,Cloudy
AHAR,22/01/2011,12Z,2.4,40%,1026.7 Hpa,280º (W ),21.6,5/8,-,-,CI,-,-,-,Cloudy
AHAR,22/01/2011,09Z,1.4,45%,1028.1 Hpa,270º (W ),18.0,4/8,-,-,CI,-,-,-,Scattered clouds
AHAR,22/01/2011,06Z,-2.8,53%,1029.8 Hpa,Vble.,,1/8,-,-,CI,-,-,-,Few clouds
AHAR,22/01/2011,03Z,-5.0,63%,1028.7 Hpa,calm.,,0/8,-,-,-,-,-,-7.0,Clear
AHAR,22/01/2011,00Z,-5.4,62%,1027.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/01/2011,21Z,11.4,47%,1021.4 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/01/2011,18Z,13.0,44%,1021.2 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/01/2011,15Z,17.0,33%,1020.5 Hpa,270º (W ),7.2,0/8,-,-,-,-,20.4,-,Clear
AHWAZ,22/01/2011,12Z,20.0,27%,1020.3 Hpa,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/01/2011,09Z,17.8,37%,1022.0 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/01/2011,06Z,10.8,51%,1022.6 Hpa,200º (S ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/01/2011,03Z,7.0,70%,1021.0 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,6.6,Clear
AHWAZ,22/01/2011,00Z,7.0,79%,1020.9 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,22/01/2011,21Z,-5.6,59%,1027.4 Hpa,110º (E ),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,22/01/2011,18Z,-5.2,68%,1030.8 Hpa,110º (E ),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,22/01/2011,15Z,-2.0,71%,1029.2 Hpa,calm.,,0/8,-,-,-,-,2.6,-,Clear
ALI-GOODARZ,22/01/2011,12Z,1.6,53%,1026.0 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,22/01/2011,09Z,0.4,50%,1028.3 Hpa,170º (S ),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,22/01/2011,06Z,-6.8,55%,1032.3 Hpa,110º (E ),25.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,22/01/2011,03Z,-8.2,61%,1030.3 Hpa,120º (SE),28.8,0/8,-,-,-,-,-,-10.6,Clear
ALI-GOODARZ,22/01/2011,00Z,-7.0,60%,1026.7 Hpa,120º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ANZALI,22/01/2011,21Z,8.0,85%,1027.3 Hpa,calm.,,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, mist"
ANZALI,22/01/2011,18Z,8.8,86%,1028.2 Hpa,240º (SW),10.8,8/8,4/8 SC,AC,,0.2(6h),-,-,"Overcast, rain"
ANZALI,22/01/2011,15Z,9.0,86%,1027.9 Hpa,300º (NW),18.0,8/8,5/8 CB,AC,,-,11.0,-,"Overcast, rain"
ANZALI,22/01/2011,12Z,11.0,324%,1027.3 Hpa,330º (NW),18.0,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
ANZALI,22/01/2011,09Z,10.0,76%,1028.3 Hpa,330º (NW),18.0,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
ANZALI,22/01/2011,06Z,7.4,413%,1028.9 Hpa,300º (NW),18.0,2/8,2/8 CU,-,-,2.0(24h),-,-,Few clouds
ANZALI,22/01/2011,03Z,7.0,90%,1028.3 Hpa,280º (W ),10.8,4/8,1/8 CU,AC,-,-,-,7.0,Scattered clouds
ANZALI,22/01/2011,00Z,7.8,94%,1028.3 Hpa,290º (W ),18.0,8/8,6/8 ST,AC,,1.0(6h),-,-,"Overcast, rain"
ARAK,22/01/2011,21Z,-13.2,,1035.0 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
ARAK,22/01/2011,18Z,-10.2,90%,1037.0 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
