Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,14/06/2019,21Z,35.5,23%,999.4 Hpa,310º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,14/06/2019,18Z,36.2,20%,1000.3 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,14/06/2019,15Z,44.0,12%,999.6 Hpa,310º (NW),14.4,0/8,-,-,-,-,46.3,-,Clear
ABADAN,14/06/2019,12Z,46.2,9%,1000.0 Hpa,340º (N ),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,14/06/2019,09Z,44.3,12%,1001.3 Hpa,010º (N),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,14/06/2019,06Z,39.1,17%,1001.6 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,14/06/2019,03Z,30.3,37%,1000.4 Hpa,310º (NW),14.4,0/8,-,-,-,-,-,29.1,Clear
ABADAN,14/06/2019,00Z,30.0,35%,999.9 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,14/06/2019,21Z,20.5,9%,998.9 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,14/06/2019,18Z,25.1,6%,997.5 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,14/06/2019,15Z,30.4,6%,997.0 Hpa,360º (N ),21.6,1/8,-,1/8 AC,-,-,33.2,-,Few clouds
ABADEH,14/06/2019,12Z,33.5,7%,995.1 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,14/06/2019,09Z,31.1,7%,997.4 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,14/06/2019,06Z,28.6,12%,996.9 Hpa,320º (NW),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,14/06/2019,03Z,17.8,15%,999.9 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,15.0,Clear
ABADEH,14/06/2019,00Z,17.6,11%,998.0 Hpa,320º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,14/06/2019,15Z,35.0,76%,996.6 Hpa,320º (NW),7.2,0/8,-,-,-,-,37.2,-,"Clear, haze"
ABU MUSA,14/06/2019,12Z,36.0,71%,997.1 Hpa,250º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,14/06/2019,09Z,37.0,74%,997.4 Hpa,230º (SW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,14/06/2019,06Z,35.0,131%,998.9 Hpa,220º (SW),7.2,0/8,-,-,-,-,-,-,"Clear, mist"
ABU MUSA,14/06/2019,03Z,32.0,100%,996.8 Hpa,260º (W ),14.4,0/8,-,-,-,-,-,28.6,"Clear, mist"
AHAR,14/06/2019,21Z,18.0,37%,1010.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,14/06/2019,18Z,22.6,28%,1010.3 Hpa,110º (E ),14.4,1/8,-,-,CI,-,-,-,Few clouds
AHAR,14/06/2019,15Z,27.4,20%,1008.3 Hpa,040º (NE),14.4,1/8,-,-,CI,-,29.0,-,Few clouds
AHAR,14/06/2019,12Z,28.6,19%,1008.2 Hpa,090º (E ),14.4,4/8,1/8 CU,-,CI,-,-,-,Scattered clouds
AHAR,14/06/2019,09Z,26.6,24%,1009.9 Hpa,080º (E ),14.4,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,14/06/2019,06Z,22.8,35%,1009.5 Hpa,130º (SE),7.2,0/8,-,-,-,0.2(24h),-,-,Clear
AHAR,14/06/2019,03Z,14.8,70%,1010.0 Hpa,calm.,,0/8,-,-,-,-,-,11.2,Clear
AHAR,14/06/2019,00Z,14.0,71%,1010.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/06/2019,21Z,36.8,19%,999.0 Hpa,290º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/06/2019,18Z,38.6,15%,999.2 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/06/2019,15Z,44.4,7%,998.1 Hpa,020º (N),3.6,0/8,-,-,-,-,46.3,-,Clear
AHWAZ,14/06/2019,12Z,46.0,6%,998.2 Hpa,340º (N ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/06/2019,09Z,44.4,6%,999.9 Hpa,320º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/06/2019,06Z,38.8,13%,1000.3 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/06/2019,03Z,31.4,18%,999.2 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,31.2,Clear
AHWAZ,14/06/2019,00Z,32.2,15%,998.6 Hpa,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,14/06/2019,21Z,15.0,26%,1003.7 Hpa,120º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,14/06/2019,18Z,18.9,21%,1004.2 Hpa,050º (NE),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,14/06/2019,15Z,27.8,11%,1001.7 Hpa,290º (W ),18.0,0/8,-,-,-,-,29.3,-,Clear
ALI-GOODARZ,14/06/2019,12Z,28.5,11%,1002.7 Hpa,310º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,14/06/2019,09Z,26.5,12%,1003.5 Hpa,310º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,14/06/2019,06Z,22.0,22%,1003.1 Hpa,260º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,14/06/2019,03Z,14.8,28%,1003.5 Hpa,130º (SE),21.6,0/8,-,-,-,-,-,10.4,Clear
ALI-GOODARZ,14/06/2019,00Z,11.0,37%,1003.4 Hpa,130º (SE),25.2,0/8,-,-,-,-,-,-,Clear
ANZALI,14/06/2019,21Z,23.0,79%,1012.6 Hpa,220º (SW),10.8,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ANZALI,14/06/2019,18Z,26.6,69%,1013.1 Hpa,310º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,14/06/2019,15Z,27.8,67%,1011.8 Hpa,360º (N ),3.6,0/8,-,-,-,-,30.8,-,Clear
ANZALI,14/06/2019,12Z,30.2,99%,1011.5 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,14/06/2019,09Z,30.8,61%,1012.0 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,14/06/2019,06Z,28.7,107%,1011.3 Hpa,320º (NW),14.4,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ANZALI,14/06/2019,03Z,25.0,68%,1010.2 Hpa,270º (W ),7.2,2/8,-,2/8 AC,-,-,-,22.3,Few clouds
ANZALI,14/06/2019,00Z,22.7,89%,1008.2 Hpa,190º (S ),3.6,0/8,-,-,-,-,-,-,Clear
ARAK,14/06/2019,21Z,21.6,27%,1001.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,14/06/2019,18Z,23.8,23%,1002.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,14/06/2019,15Z,30.8,11%,1001.0 Hpa,090º (E ),3.6,0/8,-,-,-,-,32.4,-,Clear
ARAK,14/06/2019,12Z,31.8,11%,1001.4 Hpa,030º (NE),18.0,1/8,1/8 CU,-,-,-,-,-,Few clouds
ARAK,14/06/2019,09Z,30.0,12%,1002.8 Hpa,340º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ARAK,14/06/2019,06Z,25.4,18%,1003.0 Hpa,060º (NE),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ARAK,14/06/2019,03Z,17.6,28%,1003.3 Hpa,calm.,,0/8,-,-,-,-,-,14.8,Clear
ARAK,14/06/2019,00Z,16.2,27%,1002.1 Hpa,150º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ARDEBIL,14/06/2019,21Z,10.8,56%,1011.6 Hpa,Vble.,,3/8,-,-,CI,-,-,-,Scattered clouds
ARDEBIL,14/06/2019,18Z,14.0,41%,1011.2 Hpa,calm.,,2/8,1/8 CB,AC,CI,-,-,-,Few clouds
