Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,28/03/2018,21Z,25.2,28%,1011.1 Hpa,190º (S ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,28/03/2018,18Z,29.5,19%,1011.3 Hpa,110º (E ),7.2,3/8,-,-,CI,-,-,-,Scattered clouds
ABADAN,28/03/2018,15Z,36.1,13%,1010.6 Hpa,130º (SE),7.2,6/8,-,-,CI,-,41.1,-,Cloudy
ABADAN,28/03/2018,12Z,39.5,7%,1011.1 Hpa,190º (S ),10.8,4/8,-,-,CI,-,-,-,"Scattered clouds, haze"
ABADAN,28/03/2018,09Z,37.3,10%,1013.3 Hpa,150º (SE),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,28/03/2018,06Z,30.4,32%,1014.2 Hpa,050º (NE),3.6,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,28/03/2018,03Z,19.5,54%,1013.1 Hpa,calm.,,1/8,-,-,CI,-,-,19.3,"Few clouds, haze"
ABADAN,28/03/2018,00Z,21.8,49%,1012.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,28/03/2018,21Z,13.0,17%,1013.2 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,28/03/2018,18Z,17.0,13%,1012.7 Hpa,270º (W ),10.8,2/8,-,-,CI,-,-,-,Few clouds
ABADEH,28/03/2018,15Z,23.8,8%,1012.5 Hpa,calm.,,3/8,-,-,CI,-,26.8,-,Scattered clouds
ABADEH,28/03/2018,12Z,26.4,8%,1010.9 Hpa,220º (SW),14.4,5/8,-,-,CI,-,-,-,Cloudy
ABADEH,28/03/2018,09Z,24.8,9%,1013.0 Hpa,040º (NE),14.4,4/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,28/03/2018,06Z,18.0,18%,1015.8 Hpa,calm.,,4/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,28/03/2018,03Z,7.6,30%,1016.7 Hpa,calm.,,2/8,-,-,CI,-,-,7.4,Few clouds
ABADEH,28/03/2018,00Z,10.2,31%,1013.0 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,28/03/2018,15Z,25.6,87%,1009.9 Hpa,330º (NW),10.8,0/8,-,-,-,-,29.6,-,"Clear, mist"
ABU MUSA,28/03/2018,12Z,28.0,112%,1010.2 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,28/03/2018,09Z,28.0,70%,1012.2 Hpa,250º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,28/03/2018,06Z,25.6,129%,1013.0 Hpa,230º (SW),7.2,0/8,-,-,-,-,-,-,"Clear, mist"
ABU MUSA,28/03/2018,03Z,24.4,88%,1011.3 Hpa,180º (S ),14.4,0/8,-,-,-,-,-,23.6,Clear
AHAR,28/03/2018,21Z,16.4,42%,1012.2 Hpa,170º (S ),18.0,8/8,2/8 SC,AC,,-,-,-,Overcast
AHAR,28/03/2018,18Z,15.0,34%,1013.7 Hpa,340º (N ),7.2,7/8,2/8 SC,AC,CI,-,-,-,Cloudy
AHAR,28/03/2018,15Z,17.6,29%,1014.0 Hpa,280º (W ),7.2,7/8,2/8 SC,AC,CI,-,22.3,-,"Cloudy, dust"
AHAR,28/03/2018,12Z,21.2,18%,1011.5 Hpa,290º (W ),32.4,6/8,1/8 SC,-,CI,-,-,-,"Cloudy, dust"
AHAR,28/03/2018,09Z,21.2,19%,1011.3 Hpa,220º (SW),10.8,4/8,1/8 SC,-,CI,-,-,-,"Scattered clouds, dust"
AHAR,28/03/2018,06Z,17.8,28%,1012.4 Hpa,210º (SW),28.8,2/8,1/8 SC,-,CI,-,-,-,"Few clouds, dust"
AHAR,28/03/2018,03Z,10.8,46%,1012.2 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,8.9,"Clear, dust"
AHAR,28/03/2018,00Z,12.4,43%,1011.3 Hpa,210º (SW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,28/03/2018,21Z,23.6,35%,1010.6 Hpa,calm.,,2/8,-,-,CI,-,-,-,"Few clouds, haze"
AHWAZ,28/03/2018,18Z,25.8,30%,1011.0 Hpa,calm.,,1/8,-,-,CI,-,-,-,"Few clouds, haze"
AHWAZ,28/03/2018,15Z,32.6,21%,1010.3 Hpa,020º (N),3.6,4/8,-,-,CI,-,38.7,-,Scattered clouds
AHWAZ,28/03/2018,12Z,38.2,11%,1010.4 Hpa,030º (NE),7.2,3/8,-,-,CI,-,-,-,Scattered clouds
AHWAZ,28/03/2018,09Z,37.2,15%,1012.3 Hpa,330º (NW),3.6,2/8,-,-,CI,-,-,-,"Few clouds, haze"
AHWAZ,28/03/2018,06Z,29.2,27%,1013.4 Hpa,Vble.,,3/8,-,-,CC,-,-,-,"Scattered clouds, haze"
AHWAZ,28/03/2018,03Z,20.8,50%,1012.4 Hpa,010º (N),3.6,5/8,-,-,CI,-,-,19.3,"Cloudy, haze"
AHWAZ,28/03/2018,00Z,20.4,47%,1011.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,28/03/2018,21Z,12.7,34%,1013.8 Hpa,110º (E ),10.8,8/8,-,3/8 AC,CS,-,-,-,Overcast
ALI-GOODARZ,28/03/2018,18Z,14.4,33%,1014.5 Hpa,130º (SE),14.4,4/8,-,-,CI,-,-,-,"Scattered clouds, dust"
ALI-GOODARZ,28/03/2018,15Z,19.5,24%,1013.1 Hpa,290º (W ),10.8,5/8,2/8 SC,AC,CC,-,22.3,-,"Cloudy, dust"
ALI-GOODARZ,28/03/2018,12Z,21.4,22%,1011.6 Hpa,290º (W ),21.6,7/8,3/8 SC,AC,-,-,-,-,"Cloudy, dust"
ALI-GOODARZ,28/03/2018,09Z,20.9,23%,1013.1 Hpa,280º (W ),21.6,7/8,2/8 SC,AC,CI,-,-,-,"Cloudy, dust"
ALI-GOODARZ,28/03/2018,06Z,20.2,16%,1013.6 Hpa,200º (S ),21.6,6/8,-,3/8 AC,CI,-,-,-,"Cloudy, dust"
ALI-GOODARZ,28/03/2018,03Z,14.0,24%,1013.3 Hpa,120º (SE),25.2,3/8,1/8 SC,AC,-,-,-,13.0,"Scattered clouds, dust"
ALI-GOODARZ,28/03/2018,00Z,15.0,25%,1010.8 Hpa,110º (E ),21.6,1/8,-,1/8 AC,-,-,-,-,Few clouds
ANZALI,28/03/2018,21Z,15.0,86%,1013.4 Hpa,calm.,,5/8,-,0/8 N/A,CI,-,-,-,Cloudy
ANZALI,28/03/2018,18Z,13.0,90%,1015.2 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ANZALI,28/03/2018,15Z,12.4,93%,1014.1 Hpa,calm.,,6/8,-,6/8 AC,-,-,14.8,-,Cloudy
ANZALI,28/03/2018,12Z,13.8,268%,1013.4 Hpa,030º (NE),7.2,6/8,-,6/8 AC,-,-,-,-,Cloudy
ANZALI,28/03/2018,09Z,14.2,86%,1013.1 Hpa,360º (N ),7.2,6/8,6/8 ST,-,-,-,-,-,"Cloudy, mist"
ANZALI,28/03/2018,06Z,12.2,78%,1014.3 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ANZALI,28/03/2018,03Z,9.0,100%,1012.9 Hpa,calm.,,,-,-,-,-,-,9.0,fog
ANZALI,28/03/2018,00Z,10.4,97%,1012.5 Hpa,calm.,,8/8,8/8 ST,,,-,-,-,"Overcast, fog"
ARAK,28/03/2018,21Z,16.8,29%,1012.3 Hpa,calm.,,8/8,-,3/8 AC,CS,-,-,-,"Overcast, dust"
ARAK,28/03/2018,18Z,20.0,25%,1011.5 Hpa,210º (SW),10.8,5/8,-,5/8 AC,-,-,-,-,"Cloudy, dust"
ARAK,28/03/2018,15Z,22.2,23%,1011.2 Hpa,240º (SW),7.2,6/8,2/8 SC,AC,CI,-,25.8,-,"Cloudy, dust"
ARAK,28/03/2018,12Z,23.2,19%,1010.2 Hpa,270º (W ),14.4,8/8,5/8 SC,AC,,-,-,-,"Overcast, dust"
ARAK,28/03/2018,09Z,25.2,15%,1011.0 Hpa,260º (W ),21.6,7/8,3/8 CU,AC,CI,-,-,-,"Cloudy, dust"
ARAK,28/03/2018,06Z,23.4,14%,1011.1 Hpa,240º (SW),14.4,5/8,1/8 SC,AC,CI,-,-,-,"Cloudy, dust"
ARAK,28/03/2018,03Z,18.2,18%,1011.2 Hpa,260º (W ),14.4,7/8,1/8 SC,AC,CI,-,-,16.4,"Cloudy, dust"
ARAK,28/03/2018,00Z,19.2,20%,1003.3 Hpa,calm.,,5/8,1/8 SC,AC,-,-,-,-,Cloudy
ARDEBIL,28/03/2018,21Z,16.8,33%,1010.2 Hpa,210º (SW),25.2,7/8,-,3/8 AC,CI,-,-,-,Cloudy
ARDEBIL,28/03/2018,18Z,13.8,43%,1012.6 Hpa,calm.,,8/8,-,3/8 AC,CS,-,-,-,Overcast
ARDEBIL,28/03/2018,15Z,18.0,36%,1011.2 Hpa,030º (NE),7.2,8/8,-,3/8 AC,CS,-,24.2,-,Overcast
ARDEBIL,28/03/2018,12Z,24.1,15%,1008.8 Hpa,240º (SW),36.0,7/8,-,-,CI,-,-,-,Cloudy
ARDEBIL,28/03/2018,09Z,22.9,20%,1008.9 Hpa,210º (SW),39.6,5/8,-,-,CI,-,-,-,"Cloudy, dust"
ARDEBIL,28/03/2018,06Z,18.4,29%,1011.4 Hpa,180º (S ),39.6,5/8,-,-,CI,-,-,-,Cloudy
ARDEBIL,28/03/2018,03Z,12.8,36%,1010.7 Hpa,200º (S ),32.4,1/8,-,1/8 AC,CI,-,-,10.0,Few clouds
ARDEBIL,28/03/2018,00Z,12.8,36%,1008.7 Hpa,100º (E ),7.2,0/8,-,-,-,-,-,-,Clear
BABULSAR,28/03/2018,21Z,15.6,89%,1013.6 Hpa,Vble.,,7/8,-,7/8 AC,-,-,-,-,Cloudy
BABULSAR,28/03/2018,18Z,14.8,86%,1014.7 Hpa,100º (E ),7.2,8/8,-,1/8 AC,CS,-,-,-,Overcast
BABULSAR,28/03/2018,15Z,14.4,84%,1013.9 Hpa,Vble.,,8/8,-,2/8 AC,CS,-,17.0,-,Overcast
BABULSAR,28/03/2018,12Z,15.4,78%,1013.7 Hpa,330º (NW),7.2,8/8,-,-,CS,-,-,-,Overcast
BABULSAR,28/03/2018,09Z,15.2,78%,1013.7 Hpa,300º (NW),7.2,6/8,-,-,CI,-,-,-,Cloudy
BABULSAR,28/03/2018,06Z,14.4,82%,1013.5 Hpa,050º (NE),7.2,0/8,-,-,-,-,-,-,"Clear, mist"
BABULSAR,28/03/2018,03Z,11.6,97%,1012.9 Hpa,190º (S ),7.2,8/8,8/8 ST,,,-,-,11.2,"Overcast, mist"
BABULSAR,28/03/2018,00Z,11.8,94%,1012.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,28/03/2018,21Z,15.0,14%,1011.9 Hpa,360º (N ),14.4,1/8,-,-,CI,-,-,-,Few clouds
BAFT,28/03/2018,18Z,17.0,11%,1012.6 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
BAFT,28/03/2018,15Z,21.4,11%,1012.4 Hpa,240º (SW),14.4,3/8,-,-,CI,-,25.8,-,Scattered clouds
BAFT,28/03/2018,12Z,25.4,8%,1010.5 Hpa,300º (NW),14.4,2/8,-,-,CI,-,-,-,Few clouds
BAFT,28/03/2018,09Z,24.0,7%,1012.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,28/03/2018,06Z,20.4,12%,1013.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,28/03/2018,03Z,11.0,23%,1014.2 Hpa,calm.,,0/8,-,-,-,-,-,10.6,Clear
BAFT,28/03/2018,00Z,12.4,21%,1010.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
