Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,15/02/2007,21Z,14.0,73%,-,170º (S ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,15/02/2007,18Z,15.4,58%,1016.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,15/02/2007,15Z,20.0,41%,1016.4 Hpa,calm.,,0/8,-,-,-,-,23.0,-,Clear
ABADAN,15/02/2007,12Z,22.0,37%,1016.4 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,15/02/2007,09Z,20.8,41%,1018.1 Hpa,270º (W ),18.0,2/8,-,2/8 AC,-,-,-,-,"Few clouds, haze"
ABADAN,15/02/2007,06Z,14.0,73%,1019.2 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,15/02/2007,03Z,10.2,79%,1017.6 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,10.2,Clear
ABADAN,15/02/2007,00Z,11.2,77%,1017.4 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,15/02/2007,21Z,-1.0,70%,1015.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,15/02/2007,15Z,7.2,32%,1015.5 Hpa,calm.,,0/8,-,-,-,-,11.6,-,Clear
ABADEH,15/02/2007,12Z,11.0,15%,1013.5 Hpa,240º (SW),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,15/02/2007,09Z,8.4,31%,1015.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,15/02/2007,06Z,2.2,64%,1018.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,15/02/2007,03Z,-2.0,79%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,15/02/2007,00Z,-0.8,74%,1015.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,15/02/2007,15Z,20.8,69%,1014.4 Hpa,300º (NW),18.0,0/8,-,-,-,-,22.6,-,Clear
ABU MUSA,15/02/2007,12Z,21.8,476%,1014.4 Hpa,240º (SW),18.0,0/8,-,-,-,-,-,-,Clear
ABU MUSA,15/02/2007,09Z,21.6,65%,1015.5 Hpa,290º (W ),10.8,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ABU MUSA,15/02/2007,08Z,19.6,75%,1014.7 Hpa,300º (NW),7.4,5/8,5/8 SC,-,-,-,-,19.6,Cloudy
ABU MUSA,15/02/2007,06Z,21.0,497%,1016.4 Hpa,270º (W ),14.4,1/8,2/8 SC,-,-,-,-,-,Few clouds
ABU MUSA,15/02/2007,03Z,19.6,75%,1014.7 Hpa,300º (NW),14.4,5/8,5/8 SC,-,-,-,-,19.6,Cloudy
AHAR,15/02/2007,21Z,1.0,73%,1014.7 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHAR,15/02/2007,15Z,3.8,57%,1016.9 Hpa,280º (W ),7.2,4/8,2/8 SC,AC,CI,-,7.4,-,Scattered clouds
AHAR,15/02/2007,12Z,6.6,44%,1015.6 Hpa,240º (SW),25.2,6/8,2/8 CU,AC,CI,-,-,-,Cloudy
AHAR,15/02/2007,09Z,6.4,44%,1016.5 Hpa,240º (SW),18.0,5/8,2/8 CU,AC,CI,-,-,-,Cloudy
AHAR,15/02/2007,06Z,2.0,62%,1018.6 Hpa,300º (NW),21.6,4/8,1/8 ST,-,CI,-,-,-,Scattered clouds
AHAR,15/02/2007,03Z,-2.0,78%,-,300º (NW),14.4,0/8,-,-,-,-,-,-,Clear
AHAR,15/02/2007,00Z,-1.0,76%,1017.7 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,15/02/2007,21Z,13.8,68%,1014.9 Hpa,080º (E ),3.6,0/8,-,-,-,-,-,-,Clear
AHWAZ,15/02/2007,18Z,15.8,,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,15/02/2007,15Z,20.2,40%,1015.7 Hpa,290º (W ),7.2,2/8,-,-,CI,-,23.0,-,Few clouds
AHWAZ,15/02/2007,12Z,22.4,29%,1015.4 Hpa,250º (W ),7.2,2/8,2/8 CU,-,-,-,-,-,Few clouds
AHWAZ,15/02/2007,09Z,21.2,35%,1017.4 Hpa,250º (W ),7.2,0/8,-,-,-,-,-,-,Clear
