Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,07/12/2000,21Z,15.0,64%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
ABADAN,07/12/2000,18Z,15.4,58%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
ABADAN,07/12/2000,15Z,16.6,54%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
ABADAN,07/12/2000,09Z,18.2,42%,-,210º (SW),7.2,4/8,-,-,-,-,-,-,Scattered clouds
ABADAN,07/12/2000,06Z,11.2,75%,1020.5 Hpa,calm.,,1/8,-,0/8 AC,-,-,-,-,Few clouds
ABADAN,07/12/2000,03Z,7.0,80%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,07/12/2000,00Z,13.4,68%,1017.4 Hpa,calm.,,5/8,2/8 SC,AC,-,-,-,-,Cloudy
ABADEH,07/12/2000,21Z,3.6,35%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/12/2000,18Z,3.6,44%,1018.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/12/2000,15Z,7.6,36%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
ABADEH,07/12/2000,12Z,12.8,22%,1015.4 Hpa,calm.,,4/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,07/12/2000,09Z,9.8,27%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
ABADEH,07/12/2000,06Z,3.6,52%,1022.0 Hpa,calm.,,1/8,-,-,CI,-,-,-,Few clouds
ABADEH,07/12/2000,03Z,-4.0,89%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,07/12/2000,00Z,-1.6,59%,1016.6 Hpa,calm.,,1/8,-,-,CI,-,-,-,Few clouds
ABU MUSA,07/12/2000,12Z,25.4,228%,1015.0 Hpa,240º (SW),7.2,2/8,-,-,CI,-,-,-,Few clouds
ABU MUSA,07/12/2000,06Z,25.0,135%,1017.5 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,07/12/2000,21Z,0.8,83%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
AHAR,07/12/2000,18Z,0.8,80%,1023.2 Hpa,calm.,,8/8,3/8 ST,-,CS,-,-,-,Overcast
AHAR,07/12/2000,15Z,2.4,66%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
AHAR,07/12/2000,12Z,4.8,45%,1020.3 Hpa,090º (E ),10.8,7/8,-,-,CI,-,-,-,Cloudy
AHAR,07/12/2000,09Z,4.8,43%,-,calm.,,-,-,-,-,-,-,-,-
AHAR,07/12/2000,06Z,-2.2,71%,1024.6 Hpa,calm.,,6/8,-,2/8 AC,CC,-,-,-,Cloudy
