Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,08/09/2017,21Z,34.0,24%,1005.3 Hpa,310º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,08/09/2017,18Z,37.6,17%,1005.2 Hpa,320º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,08/09/2017,15Z,42.2,17%,1003.7 Hpa,350º (N ),10.8,0/8,-,-,-,-,46.0,-,Clear
ABADAN,08/09/2017,12Z,45.7,15%,1003.8 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,08/09/2017,09Z,42.2,18%,1005.3 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,08/09/2017,06Z,35.1,34%,1005.6 Hpa,360º (N ),10.8,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, haze"
ABADAN,08/09/2017,03Z,29.8,92%,1003.7 Hpa,240º (SW),7.2,6/8,3/8 SC,AC,-,-,-,29.8,"Cloudy, mist"
ABADAN,08/09/2017,00Z,31.1,93%,1003.2 Hpa,170º (S ),7.2,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, mist"
ABADEH,08/09/2017,21Z,20.0,15%,1003.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,08/09/2017,18Z,26.8,8%,1003.6 Hpa,040º (NE),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,08/09/2017,15Z,27.8,8%,1005.7 Hpa,020º (N),14.4,2/8,-,2/8 AC,-,-,32.6,-,Few clouds
ABADEH,08/09/2017,12Z,31.6,5%,1005.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,08/09/2017,09Z,32.6,6%,1005.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,08/09/2017,06Z,26.4,9%,1006.0 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,08/09/2017,03Z,15.6,18%,1006.1 Hpa,calm.,,0/8,-,-,-,-,-,13.6,Clear
