Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,06/03/2011,21Z,13.2,53%,1020.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,06/03/2011,18Z,16.4,39%,1020.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,06/03/2011,15Z,21.2,21%,1018.8 Hpa,360º (N ),7.2,0/8,-,-,-,-,23.8,-,Clear
ABADAN,06/03/2011,12Z,22.8,17%,1018.8 Hpa,330º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,06/03/2011,09Z,20.8,18%,1020.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,06/03/2011,06Z,15.2,40%,1020.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,06/03/2011,03Z,7.4,71%,1018.6 Hpa,calm.,,1/8,-,-,CI,-,-,7.4,"Few clouds, haze"
ABADAN,06/03/2011,00Z,9.8,61%,1018.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,06/03/2011,21Z,-1.4,38%,1020.5 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,06/03/2011,18Z,1.2,33%,1020.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,06/03/2011,15Z,6.0,19%,1019.6 Hpa,020º (N),21.6,0/8,-,-,-,-,9.0,-,Clear
ABADEH,06/03/2011,12Z,8.8,10%,1015.6 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,06/03/2011,09Z,6.4,23%,1017.4 Hpa,030º (NE),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,06/03/2011,06Z,2.4,28%,1018.2 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,06/03/2011,03Z,-3.4,53%,1017.7 Hpa,calm.,,0/8,-,-,-,-,-,-4.6,Clear
ABADEH,06/03/2011,00Z,-0.8,40%,1012.9 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,06/03/2011,15Z,21.0,50%,1016.7 Hpa,270º (W ),18.0,5/8,-,-,CI,-,22.4,-,"Cloudy, haze"
ABU MUSA,06/03/2011,12Z,21.8,164%,1015.8 Hpa,260º (W ),14.4,7/8,-,-,CI,-,-,-,"Cloudy, haze"
ABU MUSA,06/03/2011,09Z,21.6,52%,1017.3 Hpa,260º (W ),25.2,7/8,-,-,CI,-,-,-,"Cloudy, dust"
ABU MUSA,06/03/2011,06Z,20.4,178%,1018.2 Hpa,250º (W ),21.6,7/8,2/8 SC,AC,-,-,-,-,"Cloudy, haze"
ABU MUSA,06/03/2011,03Z,19.2,57%,1014.8 Hpa,250º (W ),18.0,2/8,-,-,CI,-,-,18.8,"Few clouds, haze"
AHAR,06/03/2011,21Z,4.4,42%,1014.3 Hpa,270º (W ),32.4,0/8,-,-,-,-,-,-,Clear
AHAR,06/03/2011,18Z,4.4,44%,1015.9 Hpa,260º (W ),25.2,0/8,-,-,-,-,-,-,Clear
AHAR,06/03/2011,15Z,5.0,46%,1017.1 Hpa,270º (W ),25.2,1/8,-,1/8 AC,CI,-,8.6,-,Few clouds
AHAR,06/03/2011,12Z,8.4,28%,1015.7 Hpa,250º (W ),21.6,1/8,-,1/8 AC,-,-,-,-,Few clouds
AHAR,06/03/2011,09Z,5.4,31%,1018.0 Hpa,240º (SW),14.4,0/8,-,-,-,-,-,-,Clear
AHAR,06/03/2011,06Z,0.2,34%,1020.8 Hpa,280º (W ),28.8,1/8,-,1/8 AC,-,-,-,-,Few clouds
AHAR,06/03/2011,03Z,-4.8,44%,1021.7 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,-5.8,Clear
AHAR,06/03/2011,00Z,-4.8,46%,1021.0 Hpa,290º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,06/03/2011,21Z,11.4,52%,1020.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,06/03/2011,18Z,14.0,44%,1019.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,06/03/2011,15Z,20.0,24%,1018.6 Hpa,calm.,,0/8,-,-,-,-,23.0,-,Clear
AHWAZ,06/03/2011,12Z,22.4,11%,1018.1 Hpa,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,06/03/2011,09Z,20.2,9%,1019.6 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,06/03/2011,06Z,15.2,35%,1019.5 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,06/03/2011,03Z,7.2,71%,1017.8 Hpa,calm.,,0/8,-,-,-,-,-,7.0,"Clear, haze"
AHWAZ,06/03/2011,00Z,9.6,58%,1017.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,06/03/2011,21Z,0.2,37%,1020.7 Hpa,120º (SE),25.2,0/8,-,-,-,-,-,-,Clear
