Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,21/08/2007,21Z,31.0,42%,1000.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,21/08/2007,18Z,36.4,,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
ABADAN,21/08/2007,15Z,43.8,13%,1000.1 Hpa,360º (N ),7.2,3/8,3/8 SC,-,-,-,47.0,-,Scattered clouds
ABADAN,21/08/2007,12Z,45.8,9%,1000.5 Hpa,350º (N ),14.4,2/8,2/8 SC,-,-,-,-,-,Few clouds
ABADAN,21/08/2007,09Z,44.8,11%,1002.3 Hpa,330º (NW),7.2,3/8,-,-,CC,-,-,-,Scattered clouds
ABADAN,21/08/2007,06Z,39.2,20%,1003.2 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,21/08/2007,03Z,28.0,46%,1002.7 Hpa,330º (NW),7.2,3/8,-,3/8 AC,-,-,-,28.0,Scattered clouds
ABADAN,21/08/2007,00Z,30.2,40%,1001.7 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2007,21Z,20.2,27%,998.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2007,12Z,31.2,11%,998.0 Hpa,calm.,,4/8,1/8 CU,AC,-,-,-,-,Scattered clouds
ABADEH,21/08/2007,09Z,29.6,12%,999.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2007,06Z,24.8,22%,1001.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2007,03Z,14.2,40%,1003.2 Hpa,calm.,,0/8,-,-,-,-,-,14.2,Clear
ABADEH,21/08/2007,00Z,17.6,32%,1000.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,21/08/2007,15Z,33.6,81%,998.9 Hpa,360º (N ),7.2,0/8,-,-,-,-,35.6,-,"Clear, mist"
ABU MUSA,21/08/2007,12Z,34.4,78%,999.3 Hpa,030º (NE),21.6,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,21/08/2007,09Z,34.8,71%,1001.6 Hpa,030º (NE),21.6,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,21/08/2007,06Z,34.2,79%,1002.5 Hpa,160º (S ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,21/08/2007,03Z,32.0,80%,1002.0 Hpa,050º (NE),7.2,1/8,-,1/8 AC,-,-,-,30.4,"Few clouds, mist"
AHAR,21/08/2007,21Z,17.4,72%,1010.8 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,-,Few clouds
AHAR,21/08/2007,18Z,20.8,53%,1011.0 Hpa,120º (SE),7.2,4/8,2/8 SC,AC,CI,-,-,-,Scattered clouds
AHAR,21/08/2007,15Z,23.8,51%,1009.9 Hpa,090º (E ),14.4,6/8,5/8 CB,AC,-,-,26.2,-,Cloudy
AHAR,21/08/2007,12Z,25.0,41%,1009.3 Hpa,150º (SE),21.6,6/8,5/8 CB,AC,-,-,-,-,"Cloudy, thunderstorm no precipitation"
AHAR,21/08/2007,09Z,24.4,45%,1009.4 Hpa,110º (E ),18.0,5/8,4/8 CB,AC,-,-,-,-,Cloudy
AHAR,21/08/2007,06Z,20.2,67%,1011.1 Hpa,120º (SE),10.8,4/8,2/8 CU,AC,CI,-,-,-,Scattered clouds
AHAR,21/08/2007,03Z,14.8,79%,1010.7 Hpa,calm.,,5/8,3/8 SC,AC,CI,-,-,14.0,Cloudy
AHAR,21/08/2007,00Z,15.0,78%,1010.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2007,21Z,36.4,14%,999.6 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2007,18Z,38.8,14%,1000.5 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2007,15Z,43.2,8%,999.7 Hpa,270º (W ),10.8,0/8,-,-,-,-,46.8,-,Clear
AHWAZ,21/08/2007,12Z,46.0,7%,999.9 Hpa,360º (N ),10.8,1/8,-,1/8 AC,-,-,-,-,Few clouds
AHWAZ,21/08/2007,09Z,44.8,11%,1001.9 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2007,06Z,37.6,17%,1002.8 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2007,03Z,30.6,26%,1001.5 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,30.6,Clear
AHWAZ,21/08/2007,00Z,32.4,24%,-,310º (NW),3.6,0/8,-,-,-,1.0,-,-,Clear
ALI-GOODARZ,21/08/2007,21Z,20.6,22%,1001.7 Hpa,120º (SE),10.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/08/2007,18Z,24.0,26%,1001.6 Hpa,340º (N ),14.4,2/8,-,2/8 AC,-,-,-,-,Few clouds
ALI-GOODARZ,21/08/2007,15Z,28.0,15%,1002.6 Hpa,290º (W ),28.8,3/8,1/8 SC,AC,-,-,29.6,-,Scattered clouds
ALI-GOODARZ,21/08/2007,12Z,29.0,17%,1001.5 Hpa,220º (SW),21.6,4/8,1/8 SC,AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,21/08/2007,09Z,27.8,21%,1002.9 Hpa,210º (SW),10.8,4/8,-,4/8 AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,21/08/2007,06Z,24.2,23%,1004.1 Hpa,150º (SE),18.0,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,21/08/2007,03Z,14.2,36%,1005.1 Hpa,150º (SE),25.2,5/8,-,5/8 AC,-,-,-,13.8,Cloudy
ALI-GOODARZ,21/08/2007,00Z,15.6,31%,1003.8 Hpa,130º (SE),25.2,0/8,-,-,-,-,-,-,Clear
ANZALI,21/08/2007,21Z,26.2,81%,1012.0 Hpa,340º (N ),7.2,5/8,4/8 SC,AC,-,-,-,-,Cloudy
ANZALI,21/08/2007,18Z,25.4,85%,1012.2 Hpa,calm.,,7/8,4/8 SC,AC,-,-,-,-,Cloudy
ANZALI,21/08/2007,15Z,27.0,76%,1012.0 Hpa,calm.,,8/8,4/8 CB,AC,,-,18.4,-,"Overcast, rain"
ANZALI,21/08/2007,12Z,27.4,,1011.8 Hpa,030º (NE),7.2,7/8,4/8 CB,AC,-,Tr(6h),-,-,Cloudy
ANZALI,21/08/2007,09Z,27.0,74%,1013.3 Hpa,030º (NE),7.2,5/8,3/8 CB,AC,CS,-,-,-,Cloudy
ANZALI,21/08/2007,06Z,25.6,18%,1014.1 Hpa,calm.,,7/8,3/8 SC,AC,-,-,-,-,Cloudy
ANZALI,21/08/2007,03Z,23.4,84%,1012.3 Hpa,calm.,,5/8,3/8 CU,AC,-,-,-,23.2,Cloudy
ANZALI,21/08/2007,00Z,24.8,77%,1012.7 Hpa,calm.,,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
ARAK,21/08/2007,21Z,21.6,37%,1002.2 Hpa,calm.,,1/8,1/8 SC,-,-,-,-,-,Few clouds
ARAK,21/08/2007,18Z,24.4,27%,1002.9 Hpa,290º (W ),7.2,1/8,1/8 SC,-,-,-,-,-,Few clouds
ARAK,21/08/2007,15Z,28.2,19%,1001.7 Hpa,070º (E ),14.4,6/8,6/8 CB,-,-,-,32.2,-,"Cloudy, haze"
ARAK,21/08/2007,12Z,31.2,15%,1000.3 Hpa,100º (E ),7.2,6/8,3/8 CU,AC,-,-,-,-,Cloudy
ARAK,21/08/2007,09Z,25.4,25%,1001.7 Hpa,330º (NW),7.2,5/8,4/8 CU,AC,-,-,-,-,Cloudy
ARAK,21/08/2007,06Z,25.4,22%,1004.5 Hpa,calm.,,5/8,2/8 SC,AC,-,-,-,-,"Cloudy, haze"
