Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,08/06/2003,21Z,32.2,27%,-,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,08/06/2003,18Z,37.2,18%,1002.5 Hpa,350º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,08/06/2003,15Z,43.6,13%,-,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,08/06/2003,12Z,45.8,11%,1001.5 Hpa,360º (N ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,08/06/2003,09Z,43.8,10%,-,320º (NW),28.8,0/8,-,-,-,-,-,-,Clear
ABADAN,08/06/2003,06Z,38.4,13%,-,360º (N ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,08/06/2003,03Z,31.8,20%,-,330º (NW),32.4,0/8,-,-,-,-,-,-,Clear
ABADAN,08/06/2003,00Z,32.4,20%,1001.8 Hpa,350º (N ),28.8,0/8,-,-,-,-,-,-,Clear
ABADEH,08/06/2003,18Z,23.4,20%,1000.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,08/06/2003,12Z,30.2,10%,1000.4 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,08/06/2003,06Z,24.0,20%,1003.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,08/06/2003,00Z,15.0,24%,1001.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,08/06/2003,12Z,34.0,375%,998.8 Hpa,300º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABU MUSA,08/06/2003,09Z,33.2,76%,-,070º (E ),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,08/06/2003,06Z,32.0,82%,-,070º (E ),7.2,0/8,-,-,-,-,-,-,Clear
