Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,03/04/2008,21Z,17.8,42%,1011.9 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,03/04/2008,18Z,20.0,30%,1011.9 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,03/04/2008,15Z,28.0,9%,1010.8 Hpa,330º (NW),14.4,0/8,-,-,-,-,31.2,-,Clear
ABADAN,03/04/2008,12Z,30.0,2%,1011.7 Hpa,350º (N ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,03/04/2008,09Z,28.0,8%,1014.2 Hpa,330º (NW),32.4,0/8,-,-,-,-,-,-,Clear
ABADAN,03/04/2008,06Z,22.8,20%,1015.6 Hpa,350º (N ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,03/04/2008,03Z,16.2,42%,1014.8 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,16.2,Clear
ABADAN,03/04/2008,00Z,18.6,34%,1014.2 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,03/04/2008,21Z,7.0,23%,1008.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,03/04/2008,18Z,12.0,19%,1008.0 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,03/04/2008,15Z,17.8,12%,1007.1 Hpa,280º (W ),25.2,0/8,-,-,-,-,21.0,-,Clear
ABADEH,03/04/2008,12Z,20.4,6%,1006.2 Hpa,330º (NW),28.8,0/8,-,-,-,-,-,-,Clear
ABADEH,03/04/2008,09Z,18.6,6%,1007.3 Hpa,320º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADEH,03/04/2008,06Z,13.6,11%,1009.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,03/04/2008,03Z,4.8,26%,1009.1 Hpa,calm.,,0/8,-,-,-,-,-,4.2,Clear
ABADEH,03/04/2008,00Z,5.2,25%,1006.9 Hpa,280º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABU MUSA,03/04/2008,15Z,24.4,67%,1006.3 Hpa,250º (W ),32.4,0/8,-,-,-,-,27.6,-,"Clear, dust"
ABU MUSA,03/04/2008,12Z,26.6,358%,1006.2 Hpa,250º (W ),32.4,0/8,-,-,-,-,-,-,"Clear, dust"
ABU MUSA,03/04/2008,09Z,26.4,70%,1008.2 Hpa,250º (W ),28.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABU MUSA,03/04/2008,06Z,25.6,380%,1008.5 Hpa,310º (NW),25.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABU MUSA,03/04/2008,03Z,24.2,71%,1006.7 Hpa,290º (W ),28.8,0/8,-,-,-,-,-,24.2,"Clear, dust"
AHAR,03/04/2008,21Z,5.8,45%,1009.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,03/04/2008,18Z,8.4,44%,1009.2 Hpa,290º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,03/04/2008,15Z,14.4,30%,1008.5 Hpa,300º (NW),18.0,3/8,3/8 CU,-,CI,-,16.6,-,Scattered clouds
AHAR,03/04/2008,12Z,15.8,22%,1008.3 Hpa,260º (W ),14.4,3/8,2/8 CU,-,CI,-,-,-,Scattered clouds
AHAR,03/04/2008,09Z,13.0,26%,1010.3 Hpa,240º (SW),21.6,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
AHAR,03/04/2008,06Z,9.6,40%,1012.4 Hpa,270º (W ),21.6,2/8,2/8 CU,-,-,-,-,-,Few clouds
AHAR,03/04/2008,03Z,4.4,50%,1012.5 Hpa,calm.,,1/8,1/8 CU,AC,-,-,-,3.0,Few clouds
AHAR,03/04/2008,00Z,5.8,58%,1010.1 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/04/2008,21Z,21.2,24%,1010.3 Hpa,290º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/04/2008,18Z,23.4,21%,1010.1 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/04/2008,15Z,27.2,15%,1009.7 Hpa,270º (W ),14.4,0/8,-,-,-,-,30.2,-,"Clear, dust"
AHWAZ,03/04/2008,12Z,30.0,13%,1010.3 Hpa,260º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/04/2008,09Z,27.2,23%,1012.5 Hpa,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/04/2008,06Z,19.4,34%,1014.0 Hpa,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/04/2008,03Z,15.4,39%,1012.8 Hpa,260º (W ),10.8,0/8,-,-,-,-,-,15.2,Clear
AHWAZ,03/04/2008,00Z,17.4,36%,1012.7 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,03/04/2008,21Z,5.4,47%,1010.2 Hpa,120º (SE),18.0,0/8,-,-,-,-,-,-,Clear
