Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,10/10/2003,18Z,29.4,29%,1011.0 Hpa,310º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,10/10/2003,12Z,38.2,20%,1010.6 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,10/10/2003,06Z,,,-,0º (N),-,/8,-,-,-,-,-,-,-
ABADAN,10/10/2003,00Z,22.2,59%,1010.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,10/10/2003,18Z,13.6,20%,1014.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,10/10/2003,12Z,24.4,10%,1013.1 Hpa,350º (N ),14.4,1/8,1/8 CU,-,-,-,-,-,Few clouds
ABADEH,10/10/2003,09Z,23.4,12%,-,360º (N ),21.6,1/8,-,-,-,-,-,-,Few clouds
ABADEH,10/10/2003,06Z,16.6,23%,1015.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,10/10/2003,00Z,7.2,21%,1013.1 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,10/10/2003,12Z,33.8,141%,1008.7 Hpa,270º (W ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,10/10/2003,18Z,16.0,22%,1013.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,10/10/2003,12Z,28.4,5%,1011.7 Hpa,180º (S ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,10/10/2003,09Z,29.0,10%,-,180º (S ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,10/10/2003,06Z,22.2,14%,1013.9 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHAR,10/10/2003,00Z,10.0,42%,1012.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,10/10/2003,18Z,31.4,20%,1009.8 Hpa,310º (NW),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,10/10/2003,12Z,39.4,10%,1009.8 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,10/10/2003,09Z,37.0,14%,-,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,10/10/2003,06Z,29.6,30%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,10/10/2003,00Z,26.0,30%,1008.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,10/10/2003,18Z,16.4,22%,1014.2 Hpa,calm.,,3/8,1/8 SC,AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,10/10/2003,12Z,24.6,13%,1013.5 Hpa,240º (SW),10.8,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,10/10/2003,09Z,24.0,15%,-,270º (W ),14.4,2/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,10/10/2003,06Z,17.4,24%,1016.5 Hpa,130º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,10/10/2003,00Z,9.2,28%,1014.3 Hpa,130º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ANZALI,10/10/2003,18Z,22.4,92%,1014.1 Hpa,calm.,,5/8,5/8 ST,-,-,-,-,-,Cloudy
ANZALI,10/10/2003,15Z,23.8,82%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,10/10/2003,09Z,23.0,84%,-,060º (NE),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,10/10/2003,06Z,21.8,88%,1012.1 Hpa,calm.,,6/8,6/8 ST,-,-,-,-,-,"Cloudy, mist"
ANZALI,10/10/2003,00Z,21.0,94%,1014.6 Hpa,240º (SW),10.8,7/8,5/8 ST,AC,-,-,-,-,"Cloudy, mist"
ARAK,10/10/2003,18Z,18.0,19%,1013.7 Hpa,calm.,,1/8,1/8 SC,-,-,-,-,-,Few clouds
ARAK,10/10/2003,12Z,26.8,11%,1012.6 Hpa,080º (E ),10.8,2/8,2/8 CU,-,-,-,-,-,Few clouds
ARAK,10/10/2003,09Z,26.2,14%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ARAK,10/10/2003,06Z,18.8,25%,1015.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,10/10/2003,00Z,10.8,37%,1012.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,10/10/2003,18Z,15.0,39%,1012.5 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,Clear
ARDEBIL,10/10/2003,12Z,29.6,9%,1009.6 Hpa,210º (SW),18.0,0/8,-,-,-,-,-,-,Clear
ARDEBIL,10/10/2003,06Z,23.8,16%,1011.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,10/10/2003,00Z,8.0,54%,1012.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,10/10/2003,18Z,22.0,96%,1013.7 Hpa,calm.,,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
BABULSAR,10/10/2003,12Z,26.0,76%,1012.6 Hpa,260º (W ),18.0,0/8,-,-,-,-,-,-,Clear
BABULSAR,10/10/2003,09Z,26.6,75%,-,340º (N ),18.0,1/8,-,-,-,-,-,-,Few clouds
BABULSAR,10/10/2003,06Z,22.4,81%,1012.6 Hpa,180º (S ),10.8,0/8,-,-,-,-,-,-,Clear
BABULSAR,10/10/2003,00Z,21.4,91%,1014.3 Hpa,180º (S ),3.6,7/8,4/8 CB,AC,-,-,-,-,Cloudy
BAFT,10/10/2003,18Z,17.2,19%,1007.8 Hpa,030º (NE),21.6,0/8,-,-,-,-,-,-,Clear
BAFT,10/10/2003,12Z,23.2,9%,1008.5 Hpa,360º (N ),25.2,0/8,-,-,-,-,-,-,Clear
BAFT,10/10/2003,09Z,29.8,7%,-,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
BAFT,10/10/2003,06Z,20.0,15%,1009.8 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,Clear
BAFT,10/10/2003,00Z,13.4,25%,1007.0 Hpa,020º (N),7.2,0/8,-,-,-,-,-,-,Clear
BAM,10/10/2003,18Z,21.8,18%,1009.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAM,10/10/2003,12Z,29.2,8%,1008.2 Hpa,360º (N ),21.6,0/8,-,-,-,-,-,-,Clear
BAM,10/10/2003,06Z,28.0,12%,1010.6 Hpa,020º (N),10.8,0/8,-,-,-,-,-,-,Clear
BAM,10/10/2003,00Z,18.6,17%,1008.7 Hpa,300º (NW),28.8,0/8,-,-,-,-,-,-,Clear
BANDAR LENGEH,10/10/2003,12Z,38.2,24%,1006.1 Hpa,280º (W ),25.2,0/8,-,-,-,-,-,-,Clear
BANDAR LENGEH,10/10/2003,09Z,35.6,46%,-,210º (SW),14.4,0/8,-,-,-,-,-,-,Clear
BANDARABBASS,10/10/2003,18Z,30.8,79%,1008.1 Hpa,180º (S ),10.8,0/8,-,-,-,-,-,-,"Clear, mist"
BANDARABBASS,10/10/2003,12Z,33.8,70%,1007.1 Hpa,210º (SW),32.4,1/8,1/8 CU,-,-,-,-,-,"Few clouds, dust"
BANDARABBASS,10/10/2003,00Z,28.6,76%,1007.4 Hpa,030º (NE),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
BIRJAND,10/10/2003,18Z,15.6,15%,1012.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,10/10/2003,12Z,26.0,6%,1012.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,10/10/2003,09Z,25.2,12%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,10/10/2003,00Z,5.0,31%,1013.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BOJNOURD,10/10/2003,18Z,15.8,33%,1013.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BOJNOURD,10/10/2003,12Z,27.0,14%,1011.9 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,Clear
BOJNOURD,10/10/2003,00Z,8.8,41%,1012.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BUSHEHR,10/10/2003,18Z,28.4,77%,-,090º (E ),10.8,0/8,-,-,-,-,-,-,Clear
BUSHEHR,10/10/2003,12Z,31.4,72%,-,300º (NW),28.8,0/8,-,-,-,-,-,-,Clear
BUSHEHR,10/10/2003,09Z,31.6,63%,-,310º (NW),25.2,0/8,-,-,-,-,-,-,Clear
BUSHEHR,10/10/2003,06Z,29.0,58%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BUSHEHR,10/10/2003,00Z,26.0,77%,-,calm.,,0/8,-,-,-,-,-,-,Clear
CHAHBAHAR,10/10/2003,18Z,27.6,95%,-,calm.,,0/8,-,-,-,-,-,-,Clear
CHAHBAHAR,10/10/2003,12Z,29.8,89%,1006.6 Hpa,240º (SW),14.4,0/8,0/8 CU,AC,-,-,70.1,-,Clear
CHAHBAHAR,10/10/2003,06Z,28.4,90%,1009.5 Hpa,240º (SW),14.4,0/8,0/8 CU,AC,CI,-,70.1,-,Clear
CHAHBAHAR,10/10/2003,00Z,26.2,100%,1006.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
ESFAHAN,10/10/2003,18Z,16.4,24%,1012.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ESFAHAN,10/10/2003,12Z,28.6,10%,1011.9 Hpa,030º (NE),7.2,0/8,-,-,-,-,-,-,Clear
ESFAHAN,10/10/2003,09Z,27.0,12%,-,010º (N),7.2,0/8,-,-,-,-,-,-,Clear
ESFAHAN,10/10/2003,06Z,22.0,21%,1014.5 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ESFAHAN,10/10/2003,00Z,13.0,26%,1011.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
FASA,10/10/2003,18Z,18.0,29%,1007.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
FASA,10/10/2003,12Z,31.0,16%,1006.6 Hpa,calm.,,1/8,1/8 SC,-,-,-,-,-,Few clouds
FASA,10/10/2003,09Z,30.6,20%,-,090º (E ),10.8,1/8,-,-,-,-,-,-,Few clouds
FASA,10/10/2003,06Z,26.0,27%,1009.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
FASA,10/10/2003,00Z,13.6,34%,1007.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
FERDOUS,10/10/2003,12Z,27.0,16%,1011.0 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
GACH SARAN DU GUNBADAN,10/10/2003,18Z,25.8,29%,1006.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GACH SARAN DU GUNBADAN,10/10/2003,12Z,33.6,15%,1006.9 Hpa,280º (W ),21.6,1/8,1/8 CU,-,-,-,-,-,Few clouds
GACH SARAN DU GUNBADAN,10/10/2003,06Z,26.8,29%,1009.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GACH SARAN DU GUNBADAN,10/10/2003,00Z,19.6,42%,1008.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GHARAKHIL,10/10/2003,18Z,19.6,98%,1013.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GHARAKHIL,10/10/2003,12Z,29.4,71%,1011.7 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
GHARAKHIL,10/10/2003,06Z,24.2,78%,1012.4 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,Clear
GHARAKHIL,10/10/2003,00Z,19.4,94%,1014.2 Hpa,210º (SW),10.8,7/8,3/8 SC,AC,-,-,-,-,Cloudy
GHAZVIN,10/10/2003,18Z,17.8,30%,1012.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GHAZVIN,10/10/2003,12Z,30.4,11%,1011.4 Hpa,240º (SW),7.2,0/8,-,-,-,-,-,-,Clear
GHAZVIN,10/10/2003,09Z,28.4,18%,-,180º (S ),7.2,0/8,-,-,-,-,-,-,Clear
GHAZVIN,10/10/2003,06Z,23.4,19%,1014.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GHAZVIN,10/10/2003,00Z,12.0,38%,1011.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GHUCHAN,10/10/2003,18Z,13.4,32%,1013.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GHUCHAN,10/10/2003,12Z,27.4,11%,1010.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GHUCHAN,10/10/2003,09Z,25.2,16%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
GHUCHAN,10/10/2003,00Z,7.6,49%,1011.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
GORGAN,10/10/2003,18Z,20.4,73%,1013.4 Hpa,210º (SW),14.4,0/8,-,-,-,-,-,-,Clear
GORGAN,10/10/2003,12Z,30.8,42%,1011.9 Hpa,270º (W ),18.0,2/8,-,-,CI,-,-,-,Few clouds
GORGAN,10/10/2003,09Z,30.4,37%,-,300º (NW),18.0,3/8,-,-,-,-,-,-,Scattered clouds
GORGAN,10/10/2003,06Z,25.8,61%,1012.1 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
GORGAN,10/10/2003,00Z,19.8,79%,1013.8 Hpa,240º (SW),18.0,0/8,-,-,-,-,-,-,Clear
HAMEDAN,10/10/2003,18Z,15.2,36%,1015.0 Hpa,150º (SE),10.8,2/8,2/8 SC,-,-,-,-,-,Few clouds
HAMEDAN,10/10/2003,12Z,25.0,16%,1013.9 Hpa,240º (SW),7.2,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
HAMEDAN,10/10/2003,09Z,25.2,16%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
HAMEDAN,10/10/2003,06Z,18.0,38%,1016.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
HAMEDAN,10/10/2003,00Z,6.4,70%,1014.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ILAM,10/10/2003,18Z,16.0,22%,1015.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ILAM,10/10/2003,12Z,28.4,,-,140º (SE),10.8,0/8,-,-,-,-,-,-,Clear
ILAM,10/10/2003,06Z,24.4,19%,1015.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ILAM,10/10/2003,00Z,12.8,25%,1013.3 Hpa,090º (E ),7.2,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,10/10/2003,18Z,27.0,10%,1007.7 Hpa,010º (N),18.0,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,10/10/2003,12Z,35.8,14%,1005.5 Hpa,280º (W ),14.4,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,10/10/2003,09Z,35.0,15%,-,290º (W ),25.2,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,10/10/2003,06Z,30.0,15%,-,210º (SW),7.2,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,10/10/2003,00Z,19.2,14%,-,030º (NE),14.4,0/8,-,-,-,-,-,-,Clear
JASK,10/10/2003,12Z,33.2,61%,-,260º (W ),25.2,0/8,-,-,-,-,-,-,Clear
JASK,10/10/2003,06Z,29.6,73%,-,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
KASHAN,10/10/2003,18Z,23.2,25%,1011.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KASHAN,10/10/2003,12Z,32.0,16%,1011.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KASHAN,10/10/2003,09Z,29.2,19%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KASHAN,10/10/2003,06Z,23.4,27%,1014.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KASHAN,10/10/2003,00Z,19.6,26%,1010.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KASHMAR,10/10/2003,18Z,19.2,34%,1012.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KASHMAR,10/10/2003,12Z,26.6,27%,1012.4 Hpa,250º (W ),10.8,0/8,-,-,-,-,-,-,Clear
KASHMAR,10/10/2003,09Z,24.6,28%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KASHMAR,10/10/2003,00Z,15.0,31%,1012.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KERMAN,10/10/2003,18Z,18.0,16%,1011.6 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
KERMAN,10/10/2003,12Z,26.6,7%,1011.7 Hpa,320º (NW),18.0,0/8,-,-,-,-,-,-,Clear
KERMAN,10/10/2003,09Z,25.2,11%,-,030º (NE),7.2,0/8,-,-,-,-,-,-,Clear
KERMAN,10/10/2003,06Z,18.8,19%,1013.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KERMAN,10/10/2003,00Z,5.8,33%,1012.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,10/10/2003,18Z,20.1,24%,1013.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,10/10/2003,12Z,30.4,17%,1012.9 Hpa,120º (SE),10.8,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,10/10/2003,06Z,22.6,25%,1015.0 Hpa,100º (E ),10.8,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,10/10/2003,00Z,12.4,29%,1012.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KHOR,10/10/2003,18Z,24.6,18%,1011.6 Hpa,200º (S ),7.2,0/8,-,-,-,-,-,-,Clear
