Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,02/08/2018,21Z,32.7,26%,998.0 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,02/08/2018,18Z,35.7,26%,997.8 Hpa,250º (W ),3.6,0/8,-,-,-,-,-,-,Clear
ABADAN,02/08/2018,15Z,42.0,17%,996.7 Hpa,300º (NW),14.4,0/8,-,-,-,-,44.4,-,Clear
ABADAN,02/08/2018,12Z,43.7,15%,997.4 Hpa,310º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,02/08/2018,09Z,43.0,17%,999.0 Hpa,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,02/08/2018,06Z,38.4,24%,999.8 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,02/08/2018,03Z,28.2,39%,998.6 Hpa,calm.,,0/8,-,-,-,-,-,27.8,"Clear, haze"
ABADAN,02/08/2018,00Z,30.4,31%,998.0 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,02/08/2018,21Z,27.3,14%,992.9 Hpa,110º (E ),18.0,4/8,-,4/8 AC,-,-,-,-,Scattered clouds
ABADEH,02/08/2018,18Z,27.6,19%,993.6 Hpa,180º (S ),7.2,2/8,-,2/8 AC,-,-,-,-,Few clouds
ABADEH,02/08/2018,15Z,32.0,8%,993.7 Hpa,050º (NE),10.8,2/8,-,2/8 AC,-,-,35.4,-,Few clouds
ABADEH,02/08/2018,12Z,33.8,7%,995.7 Hpa,120º (SE),14.4,6/8,1/8 CU,AC,CI,-,-,-,Cloudy
ABADEH,02/08/2018,09Z,33.8,7%,993.6 Hpa,070º (E ),7.2,5/8,2/8 CU,AC,-,-,-,-,Cloudy
ABADEH,02/08/2018,06Z,30.0,12%,996.8 Hpa,120º (SE),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,02/08/2018,03Z,18.6,17%,998.3 Hpa,calm.,,0/8,-,-,-,-,-,17.4,Clear
ABADEH,02/08/2018,00Z,19.0,15%,995.7 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,02/08/2018,15Z,34.6,77%,995.7 Hpa,290º (W ),14.4,0/8,-,-,-,-,37.4,-,"Clear, haze"
ABU MUSA,02/08/2018,12Z,36.6,69%,996.1 Hpa,270º (W ),10.8,1/8,-,1/8 AC,-,-,-,-,"Few clouds, haze"
ABU MUSA,02/08/2018,09Z,35.0,72%,997.3 Hpa,200º (S ),10.8,2/8,2/8 SC,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,02/08/2018,06Z,34.4,78%,997.8 Hpa,190º (S ),10.8,1/8,1/8 ST,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,02/08/2018,03Z,33.0,81%,997.1 Hpa,210º (SW),18.0,3/8,2/8 SC,AC,-,-,-,29.6,"Scattered clouds, mist"
AHAR,02/08/2018,21Z,22.2,49%,1002.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,02/08/2018,18Z,25.0,46%,1002.7 Hpa,110º (E ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,02/08/2018,15Z,27.6,39%,1001.8 Hpa,090º (E ),28.8,6/8,3/8 CB,AC,-,-,32.3,-,Cloudy
AHAR,02/08/2018,12Z,32.0,24%,1000.3 Hpa,070º (E ),18.0,3/8,1/8 CU,AC,-,-,-,-,Scattered clouds
AHAR,02/08/2018,09Z,30.2,24%,1000.4 Hpa,090º (E ),18.0,1/8,-,1/8 AC,-,-,-,-,Few clouds
AHAR,02/08/2018,06Z,25.0,33%,1002.9 Hpa,160º (S ),7.2,2/8,-,2/8 AC,-,-,-,-,Few clouds
AHAR,02/08/2018,03Z,17.8,44%,1003.8 Hpa,calm.,,2/8,1/8 SC,AC,-,-,-,17.0,Few clouds
AHAR,02/08/2018,00Z,18.6,36%,1002.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/08/2018,21Z,36.9,21%,996.4 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,02/08/2018,18Z,37.3,21%,996.4 Hpa,230º (SW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/08/2018,15Z,42.4,16%,995.2 Hpa,270º (W ),7.2,0/8,-,-,-,-,44.9,-,Clear
AHWAZ,02/08/2018,12Z,44.0,15%,995.8 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/08/2018,09Z,42.8,17%,997.1 Hpa,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/08/2018,06Z,37.3,23%,998.2 Hpa,320º (NW),3.6,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,02/08/2018,03Z,30.7,33%,997.0 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,30.5,"Clear, smoke"
AHWAZ,02/08/2018,00Z,33.2,26%,996.6 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, smoke"
ALI-GOODARZ,02/08/2018,21Z,25.5,20%,993.5 Hpa,130º (SE),7.2,4/8,4/8 SC,AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,02/08/2018,18Z,28.8,17%,993.6 Hpa,320º (NW),7.2,4/8,4/8 SC,AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,02/08/2018,15Z,32.1,10%,993.3 Hpa,180º (S ),10.8,6/8,4/8 SC,AC,-,-,35.7,-,Cloudy
