Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,12/06/2005,21Z,,0%,-,030º (NE),79.2,1/8,-,-,-,-,-,-,Few clouds
ABADAN,12/06/2005,18Z,34.2,23%,1002.4 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,12/06/2005,15Z,40.4,15%,-,320º (NW),28.8,0/8,-,-,-,-,-,-,Clear
ABADAN,12/06/2005,12Z,43.4,12%,1001.0 Hpa,300º (NW),32.4,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,12/06/2005,06Z,37.4,17%,-,340º (N ),28.8,0/8,-,-,-,-,-,-,Clear
ABADAN,12/06/2005,03Z,31.0,28%,-,330º (NW),18.0,,-,-,-,-,-,-,-
ABADAN,12/06/2005,00Z,28.0,34%,-,330º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,12/06/2005,21Z,17.0,35%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,12/06/2005,18Z,21.0,33%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,12/06/2005,15Z,25.8,17%,-,030º (NE),10.8,3/8,-,-,-,-,-,-,Scattered clouds
ABADEH,12/06/2005,12Z,27.6,18%,1001.2 Hpa,calm.,,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ABADEH,12/06/2005,06Z,,,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,12/06/2005,03Z,15.4,42%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
ABADEH,12/06/2005,00Z,13.4,51%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,12/06/2005,15Z,32.0,74%,-,350º (N ),18.0,2/8,-,-,-,-,-,-,Few clouds
ABU MUSA,12/06/2005,12Z,33.8,235%,1000.3 Hpa,350º (N ),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,12/06/2005,06Z,34.0,59%,-,080º (E ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,12/06/2005,03Z,31.2,67%,-,150º (SE),28.8,0/8,-,-,-,-,-,-,Clear
AHAR,12/06/2005,21Z,17.6,62%,-,Vble.,,0/8,-,-,-,-,-,-,Clear
AHAR,12/06/2005,18Z,22.8,46%,-,110º (E ),7.2,1/8,-,-,-,-,-,-,Few clouds
AHAR,12/06/2005,15Z,28.0,28%,-,060º (NE),14.4,1/8,-,-,-,-,-,-,Few clouds
AHAR,12/06/2005,12Z,30.2,17%,1003.8 Hpa,090º (E ),21.6,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,12/06/2005,06Z,23.0,43%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,12/06/2005,03Z,13.4,70%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,12/06/2005,00Z,15.0,70%,-,Vble.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,12/06/2005,21Z,33.2,19%,-,300º (NW),25.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,12/06/2005,18Z,36.4,17%,1000.5 Hpa,280º (W ),25.2,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,12/06/2005,15Z,41.6,9%,999.0 Hpa,300º (NW),21.6,0/8,-,-,-,-,45.2,-,"Clear, dust"
AHWAZ,12/06/2005,12Z,44.6,10%,998.9 Hpa,290º (W ),28.8,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,12/06/2005,06Z,34.6,28%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,12/06/2005,03Z,30.0,33%,-,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,12/06/2005,00Z,33.2,28%,999.7 Hpa,280º (W ),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ALI-GOODARZ,12/06/2005,21Z,20.2,28%,-,130º (SE),14.4,3/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,12/06/2005,18Z,23.4,21%,-,100º (E ),21.6,3/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,12/06/2005,15Z,27.2,16%,-,300º (NW),21.6,3/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,12/06/2005,12Z,28.0,16%,1000.7 Hpa,280º (W ),28.8,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,12/06/2005,06Z,22.6,23%,-,120º (SE),21.6,4/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,12/06/2005,03Z,13.6,51%,-,140º (SE),21.6,3/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,12/06/2005,00Z,15.2,42%,-,150º (SE),18.0,3/8,-,-,-,-,-,-,Scattered clouds
ANZALI,12/06/2005,21Z,24.0,92%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,12/06/2005,18Z,24.4,91%,1008.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,12/06/2005,15Z,25.2,89%,-,030º (NE),7.2,1/8,-,-,-,-,-,-,Few clouds
ANZALI,12/06/2005,12Z,25.2,386%,1007.4 Hpa,030º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,12/06/2005,06Z,23.4,91%,-,340º (N ),10.8,3/8,-,-,-,-,-,-,Scattered clouds
ANZALI,12/06/2005,03Z,22.2,95%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
ANZALI,12/06/2005,00Z,21.8,86%,1005.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,12/06/2005,21Z,20.6,30%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ARAK,12/06/2005,18Z,24.2,30%,1001.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,12/06/2005,15Z,30.2,19%,-,060º (NE),7.2,2/8,-,-,-,-,-,-,Few clouds
ARAK,12/06/2005,12Z,30.6,17%,1001.0 Hpa,030º (NE),10.8,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ARAK,12/06/2005,06Z,24.2,28%,-,040º (NE),14.4,0/8,-,-,-,-,-,-,Clear
ARAK,12/06/2005,03Z,17.6,40%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
ARAK,12/06/2005,00Z,17.0,38%,1003.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,12/06/2005,21Z,13.2,93%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,12/06/2005,18Z,17.6,79%,-,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ARDEBIL,12/06/2005,15Z,22.2,67%,-,060º (NE),21.6,1/8,-,-,-,-,-,-,Few clouds
ARDEBIL,12/06/2005,12Z,30.0,56%,1003.8 Hpa,090º (E ),25.2,1/8,-,1/8 AC,-,-,-,-,Few clouds
ARDEBIL,12/06/2005,06Z,23.0,79%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,12/06/2005,03Z,11.8,91%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,12/06/2005,00Z,12.8,93%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,12/06/2005,21Z,24.8,89%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,12/06/2005,18Z,26.0,84%,1007.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,12/06/2005,15Z,27.8,74%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,12/06/2005,12Z,29.4,62%,1006.5 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,-,Clear
BABULSAR,12/06/2005,06Z,28.6,67%,1006.5 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
BABULSAR,12/06/2005,03Z,22.6,87%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,12/06/2005,00Z,21.8,91%,1007.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
