Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,01/05/2017,21Z,27.8,36%,1008.5 Hpa,140º (SE),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,01/05/2017,18Z,29.1,36%,1008.6 Hpa,140º (SE),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,01/05/2017,15Z,34.6,20%,1007.6 Hpa,130º (SE),10.8,3/8,-,-,CI,-,38.0,-,"Scattered clouds, dust"
ABADAN,01/05/2017,12Z,37.4,17%,1008.1 Hpa,130º (SE),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,01/05/2017,09Z,37.0,18%,1009.5 Hpa,110º (E ),18.0,3/8,-,-,CI,-,-,-,"Scattered clouds, dust"
ABADAN,01/05/2017,06Z,34.0,18%,1010.4 Hpa,210º (SW),7.2,4/8,-,4/8 AC,-,-,-,-,"Scattered clouds, dust"
ABADAN,01/05/2017,03Z,26.8,47%,1009.2 Hpa,140º (SE),3.6,5/8,-,-,CI,-,-,26.4,"Cloudy, dust"
ABADAN,01/05/2017,00Z,28.1,40%,1008.2 Hpa,140º (SE),3.6,6/8,2/8 SC,AC,-,-,-,-,"Cloudy, dust"
ABADEH,01/05/2017,21Z,10.0,100%,1015.8 Hpa,calm.,,5/8,-,5/8 AC,-,-,-,-,Cloudy
ABADEH,01/05/2017,18Z,12.0,82%,1014.2 Hpa,calm.,,7/8,3/8 CB,AC,-,0.3(6h),-,-,"Cloudy, rain showers"
ABADEH,01/05/2017,15Z,16.6,41%,1013.8 Hpa,260º (W ),7.2,7/8,3/8 SC,AC,-,-,18.8,-,Cloudy
ABADEH,01/05/2017,12Z,17.6,36%,1012.9 Hpa,calm.,,7/8,3/8 SC,AC,-,-,-,-,Cloudy
ABADEH,01/05/2017,09Z,18.2,29%,1013.0 Hpa,200º (S ),18.0,8/8,3/8 SC,AC,,-,-,-,Overcast
ABADEH,01/05/2017,06Z,17.6,35%,1013.2 Hpa,260º (W ),7.2,8/8,-,8/8 AC,,0.4(24h),-,-,Overcast
ABADEH,01/05/2017,03Z,10.6,64%,1015.1 Hpa,calm.,,4/8,-,2/8 AC,CI,-,-,10.0,Scattered clouds
ABADEH,01/05/2017,00Z,12.0,62%,1013.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,01/05/2017,15Z,29.0,76%,1007.9 Hpa,260º (W ),14.4,7/8,-,-,CI,-,32.0,-,"Cloudy, haze"
ABU MUSA,01/05/2017,12Z,30.6,97%,1008.4 Hpa,330º (NW),7.2,4/8,-,4/8 AC,-,-,-,-,"Scattered clouds, haze"
ABU MUSA,01/05/2017,09Z,31.2,61%,1009.4 Hpa,300º (NW),10.8,5/8,-,3/8 AC,CI,-,-,-,"Cloudy, haze"
ABU MUSA,01/05/2017,06Z,30.0,100%,1009.5 Hpa,280º (W ),7.2,7/8,-,3/8 AC,CS,-,-,-,"Cloudy, haze"
ABU MUSA,01/05/2017,03Z,27.8,78%,1007.9 Hpa,230º (SW),14.4,6/8,-,1/8 AC,CI,-,-,25.2,"Cloudy, haze"
AHAR,01/05/2017,21Z,12.2,65%,1014.3 Hpa,calm.,,6/8,4/8 CB,AC,-,-,-,-,Cloudy
AHAR,01/05/2017,18Z,15.6,52%,1015.2 Hpa,calm.,,6/8,4/8 CB,AC,-,Tr(6h),-,-,Cloudy
AHAR,01/05/2017,15Z,18.0,38%,1016.1 Hpa,060º (NE),14.4,8/8,2/8 CB,AC,,-,23.5,-,"Overcast, rain showers"
AHAR,01/05/2017,12Z,20.0,32%,1014.6 Hpa,280º (W ),18.0,7/8,5/8 CB,AC,CI,-,-,-,"Cloudy, thunderstorms"
AHAR,01/05/2017,09Z,22.8,37%,1013.4 Hpa,050º (NE),7.2,6/8,1/8 CU,AC,CI,-,-,-,Cloudy
