Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,24/05/2019,21Z,31.5,26%,1007.7 Hpa,170º (S ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,24/05/2019,18Z,34.3,29%,1007.3 Hpa,190º (S ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,24/05/2019,15Z,40.6,18%,1006.3 Hpa,090º (E ),10.8,0/8,-,-,-,-,43.7,-,Clear
ABADAN,24/05/2019,12Z,42.7,14%,1006.6 Hpa,040º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,24/05/2019,09Z,41.4,18%,1008.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,24/05/2019,06Z,36.2,28%,1008.3 Hpa,360º (N ),3.6,0/8,-,-,-,-,-,-,Clear
ABADAN,24/05/2019,03Z,27.2,42%,1006.9 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,25.9,Clear
ABADAN,24/05/2019,00Z,27.3,42%,1006.1 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2019,21Z,17.9,35%,1008.4 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2019,18Z,20.2,27%,1008.0 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2019,15Z,26.0,13%,1007.2 Hpa,280º (W ),14.4,6/8,5/8 CB,AC,-,-,28.4,-,Cloudy
ABADEH,24/05/2019,12Z,27.4,18%,1005.9 Hpa,010º (N),10.8,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
ABADEH,24/05/2019,09Z,26.4,19%,1006.7 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2019,06Z,23.4,24%,1007.7 Hpa,350º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2019,03Z,14.1,47%,1009.2 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,11.2,Clear
ABADEH,24/05/2019,00Z,13.3,48%,1007.4 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,24/05/2019,15Z,29.4,92%,1007.2 Hpa,300º (NW),7.2,0/8,-,-,-,-,32.0,-,"Clear, mist"
ABU MUSA,24/05/2019,12Z,31.2,93%,1007.1 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
