Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,30/04/2014,21Z,28.4,46%,1007.7 Hpa,220º (SW),10.8,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ABADAN,30/04/2014,18Z,31.4,36%,1007.4 Hpa,250º (W ),10.8,5/8,1/8 SC,AC,-,-,-,-,"Cloudy, dust"
ABADAN,30/04/2014,15Z,35.0,26%,1006.4 Hpa,calm.,,7/8,4/8 CB,AC,-,-,39.6,-,"Cloudy, dust"
ABADAN,30/04/2014,12Z,37.6,24%,1007.2 Hpa,100º (E ),10.8,8/8,3/8 ST,AC,CI,-,-,-,"Overcast, dust"
ABADAN,30/04/2014,09Z,37.0,24%,1009.2 Hpa,040º (NE),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,30/04/2014,06Z,32.4,33%,1010.3 Hpa,310º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,30/04/2014,03Z,26.2,51%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
ABADAN,30/04/2014,00Z,28.2,44%,1008.4 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,30/04/2014,21Z,11.6,53%,1008.5 Hpa,350º (N ),7.2,1/8,1/8 SC,-,-,-,-,-,Few clouds
ABADEH,30/04/2014,18Z,14.4,43%,1008.7 Hpa,330º (NW),10.8,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
ABADEH,30/04/2014,15Z,17.6,38%,1009.8 Hpa,120º (SE),7.2,7/8,5/8 CB,-,CI,-,22.6,-,Cloudy
ABADEH,30/04/2014,12Z,19.8,27%,1008.1 Hpa,120º (SE),25.2,7/8,2/8 SC,AC,-,-,-,-,Cloudy
ABADEH,30/04/2014,09Z,22.2,22%,1007.5 Hpa,360º (N ),14.4,7/8,2/8 CU,AC,-,-,-,-,Cloudy
ABADEH,30/04/2014,06Z,20.2,29%,1008.2 Hpa,050º (NE),7.2,5/8,-,-,CI,-,-,-,Cloudy
ABADEH,30/04/2014,03Z,10.6,50%,1010.0 Hpa,330º (NW),7.2,5/8,2/8 SC,-,CI,-,-,10.0,Cloudy
