Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,07/05/2005,21Z,21.0,54%,-,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,07/05/2005,18Z,24.0,46%,1010.5 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,07/05/2005,15Z,31.0,22%,-,310º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,07/05/2005,12Z,33.0,18%,-,310º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,07/05/2005,09Z,30.4,19%,-,340º (N ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,07/05/2005,06Z,26.8,30%,-,330º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,07/05/2005,03Z,17.6,62%,-,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,07/05/2005,00Z,17.6,60%,1011.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,21Z,9.4,41%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,18Z,13.6,35%,1010.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,15Z,17.8,18%,-,010º (N),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,12Z,18.6,25%,-,270º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,09Z,16.6,22%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,06Z,12.0,32%,-,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,03Z,4.0,63%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/05/2005,00Z,6.4,54%,1006.4 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, dust"
ABU MUSA,07/05/2005,15Z,25.6,63%,-,300º (NW),32.4,0/8,-,-,-,-,-,-,Clear
ABU MUSA,07/05/2005,12Z,26.6,55%,-,310º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,07/05/2005,09Z,27.0,55%,-,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABU MUSA,07/05/2005,06Z,25.6,56%,-,300º (NW),36.0,0/8,-,-,-,-,-,-,Clear
ABU MUSA,07/05/2005,03Z,24.4,59%,-,280º (W ),36.0,0/8,-,-,-,-,-,-,Clear
AHAR,07/05/2005,21Z,12.4,78%,-,Vble.,,5/8,-,-,-,-,-,-,Cloudy
AHAR,07/05/2005,18Z,14.0,65%,1011.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,07/05/2005,15Z,20.6,30%,-,330º (NW),14.4,2/8,-,-,-,-,-,-,Few clouds
AHAR,07/05/2005,12Z,20.8,37%,-,210º (SW),28.8,3/8,-,-,-,-,-,-,Scattered clouds
AHAR,07/05/2005,09Z,20.0,33%,-,180º (S ),14.4,1/8,-,-,-,-,-,-,Few clouds
AHAR,07/05/2005,06Z,14.0,50%,-,270º (W ),7.2,1/8,-,-,-,-,-,-,Few clouds
AHAR,07/05/2005,03Z,5.4,85%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
AHAR,07/05/2005,00Z,5.2,88%,1012.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,21Z,23.6,38%,-,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,18Z,26.4,33%,1009.4 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,15Z,31.6,26%,-,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,12Z,32.4,25%,-,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,09Z,30.2,30%,-,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,06Z,24.8,40%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,03Z,19.2,54%,-,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/05/2005,00Z,21.0,46%,1010.1 Hpa,290º (W ),14.4,0/8,-,-,-,-,-,-,"Clear, dust"
ALI-GOODARZ,07/05/2005,21Z,8.4,46%,-,120º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/05/2005,18Z,11.6,46%,1012.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/05/2005,15Z,17.6,29%,-,270º (W ),28.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/05/2005,12Z,17.2,24%,-,210º (SW),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/05/2005,09Z,13.8,34%,-,230º (SW),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/05/2005,06Z,9.8,50%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,07/05/2005,03Z,3.4,70%,-,130º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/05/2005,00Z,6.6,61%,1011.6 Hpa,calm.,,2/8,2/8 SC,-,-,-,-,-,Few clouds
ANZALI,07/05/2005,21Z,17.0,89%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,07/05/2005,18Z,17.8,82%,1012.7 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,07/05/2005,15Z,19.4,81%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ANZALI,07/05/2005,12Z,19.8,77%,-,040º (NE),14.4,1/8,-,-,-,-,-,-,Few clouds
ANZALI,07/05/2005,09Z,17.8,84%,-,060º (NE),14.4,0/8,-,-,-,-,-,-,Clear
ANZALI,07/05/2005,06Z,17.0,81%,-,360º (N ),7.2,1/8,-,-,-,-,-,-,Few clouds
ANZALI,07/05/2005,03Z,14.2,93%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
ANZALI,07/05/2005,00Z,15.0,96%,1011.8 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
ARAK,07/05/2005,21Z,12.0,42%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,07/05/2005,18Z,15.8,34%,1011.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,07/05/2005,15Z,19.4,24%,-,360º (N ),7.2,1/8,-,-,-,-,-,-,Few clouds
ARAK,07/05/2005,12Z,20.6,24%,-,320º (NW),14.4,1/8,-,-,-,-,-,-,Few clouds
ARAK,07/05/2005,09Z,17.4,22%,-,010º (N),14.4,1/8,-,-,-,-,-,-,Few clouds
ARAK,07/05/2005,06Z,13.2,42%,-,360º (N ),7.2,1/8,-,-,-,-,-,-,Few clouds
ARAK,07/05/2005,03Z,6.6,70%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ARAK,07/05/2005,00Z,7.0,66%,1010.8 Hpa,120º (SE),7.2,2/8,2/8 SC,-,-,-,-,-,"Few clouds, haze"
ARDEBIL,07/05/2005,21Z,10.6,88%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,07/05/2005,18Z,12.4,87%,1010.6 Hpa,calm.,,1/8,1/8 CB,-,-,-,-,-,Few clouds
ARDEBIL,07/05/2005,15Z,16.4,75%,-,120º (SE),10.8,5/8,-,-,-,-,-,-,Cloudy
ARDEBIL,07/05/2005,12Z,22.4,28%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
