Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,22/02/2003,21Z,16.2,38%,-,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,22/02/2003,18Z,18.6,30%,1019.3 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,22/02/2003,15Z,23.6,21%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
ABADAN,22/02/2003,12Z,25.0,17%,1017.2 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,22/02/2003,06Z,15.4,48%,1019.0 Hpa,290º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,22/02/2003,03Z,10.0,86%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,22/02/2003,00Z,14.8,44%,1019.8 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/02/2003,18Z,18.0,45%,1018.6 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,22/02/2003,12Z,23.0,22%,1017.1 Hpa,310º (NW),7.2,4/8,-,-,CI,-,-,-,"Scattered clouds, dust"
AHWAZ,22/02/2003,06Z,14.8,53%,1017.0 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,22/02/2003,00Z,14.2,48%,1019.3 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ALI-GOODARZ,22/02/2003,03Z,4.8,40%,-,220º (SW),18.0,4/8,-,-,-,-,-,-,Scattered clouds
ANZALI,22/02/2003,18Z,5.0,83%,-,330º (NW),36.0,8/8,-,-,-,-,-,-,Overcast
ANZALI,22/02/2003,15Z,5.4,90%,-,350º (N ),50.4,8/8,-,-,-,-,-,-,Overcast
ANZALI,22/02/2003,12Z,6.6,93%,1020.1 Hpa,350º (N ),43.2,8/8,5/8 SC,AC,,0.1(6h),-,-,"Overcast, mist"
ANZALI,22/02/2003,06Z,6.0,96%,-,300º (NW),14.4,8/8,-,-,-,-,-,-,Overcast
ANZALI,22/02/2003,00Z,5.0,86%,-,330º (NW),36.0,8/8,-,-,-,-,-,-,Overcast
ARAK,22/02/2003,21Z,3.2,48%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
ARAK,22/02/2003,18Z,5.6,33%,1015.8 Hpa,calm.,,3/8,1/8 SC,-,CI,-,-,-,Scattered clouds
ARAK,22/02/2003,15Z,8.8,24%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
ARAK,22/02/2003,12Z,11.6,17%,1012.8 Hpa,230º (SW),25.2,5/8,3/8 CB,AC,-,-,-,-,Cloudy
ARAK,22/02/2003,09Z,11.0,26%,-,210º (SW),21.6,4/8,-,-,-,-,-,-,Scattered clouds
ARAK,22/02/2003,06Z,8.4,27%,-,210º (SW),10.8,2/8,-,-,-,-,-,-,Few clouds
ARAK,22/02/2003,03Z,3.0,51%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ARAK,22/02/2003,00Z,3.2,43%,1015.1 Hpa,calm.,,2/8,-,-,CI,-,-,-,Few clouds
ARDEBIL,22/02/2003,15Z,-3.0,100%,-,060º (NE),18.0,8/8,-,-,-,-,-,-,Overcast
ARDEBIL,22/02/2003,03Z,,,1015.5 Hpa,calm.,,6/8,3/8 ST,AC,-,-,-,-3.6,Cloudy
BABULSAR,22/02/2003,21Z,8.8,83%,-,240º (SW),25.2,8/8,-,-,-,-,-,-,Overcast
BABULSAR,22/02/2003,18Z,9.2,86%,-,240º (SW),21.6,8/8,-,-,-,-,-,-,Overcast
BABULSAR,22/02/2003,15Z,9.8,83%,-,280º (W ),10.8,8/8,-,-,-,-,-,-,Overcast
BABULSAR,22/02/2003,12Z,10.2,79%,-,360º (N ),10.8,8/8,-,-,-,-,-,-,Overcast
