Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,06/02/2020,21Z,18.2,39%,1017.8 Hpa,140º (SE),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,06/02/2020,18Z,17.4,52%,1018.6 Hpa,170º (S ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,06/02/2020,15Z,22.4,29%,1018.4 Hpa,150º (SE),10.8,0/8,-,-,-,-,25.0,-,Clear
ABADAN,06/02/2020,12Z,24.5,26%,1019.4 Hpa,080º (E ),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,06/02/2020,09Z,23.2,28%,1021.4 Hpa,130º (SE),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,06/02/2020,06Z,17.7,55%,1022.6 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,06/02/2020,03Z,10.8,76%,1021.3 Hpa,calm.,,0/8,-,-,-,-,-,10.8,Clear
ABADAN,06/02/2020,00Z,11.9,70%,1021.0 Hpa,180º (S ),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,06/02/2020,21Z,1.4,41%,1020.0 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,06/02/2020,18Z,3.4,35%,1022.7 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,06/02/2020,15Z,8.6,17%,1022.2 Hpa,360º (N ),10.8,0/8,-,-,-,-,15.8,-,Clear
ABADEH,06/02/2020,12Z,15.2,9%,1017.6 Hpa,250º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,06/02/2020,09Z,14.3,10%,1019.7 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,06/02/2020,06Z,7.8,23%,1024.2 Hpa,310º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,06/02/2020,03Z,0.7,41%,1023.8 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,-1.1,Clear
ABADEH,06/02/2020,00Z,0.9,41%,1022.1 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,06/02/2020,15Z,20.8,74%,1017.9 Hpa,270º (W ),14.4,0/8,-,-,-,-,23.8,-,"Clear, haze"
ABU MUSA,06/02/2020,12Z,23.0,151%,1017.7 Hpa,290º (W ),10.8,2/8,2/8 SC,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,06/02/2020,09Z,23.4,62%,1019.8 Hpa,260º (W ),10.8,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, haze"
ABU MUSA,06/02/2020,06Z,22.0,161%,1021.2 Hpa,180º (S ),10.8,1/8,1/8 SC,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,06/02/2020,03Z,16.6,83%,1019.3 Hpa,110º (E ),7.2,0/8,-,-,-,-,-,15.2,Clear
AHAR,06/02/2020,21Z,4.8,54%,1016.0 Hpa,250º (W ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,06/02/2020,18Z,5.4,52%,1017.7 Hpa,260º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,06/02/2020,15Z,7.2,46%,1017.8 Hpa,230º (SW),28.8,0/8,-,-,-,-,9.9,-,Clear
AHAR,06/02/2020,12Z,9.6,40%,1016.9 Hpa,270º (W ),32.4,0/8,-,-,-,-,-,-,Clear
