Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,02/12/2004,21Z,8.0,77%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,02/12/2004,18Z,10.4,69%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,02/12/2004,15Z,,0%,1024.5 Hpa,330º (NW),7.2,0/8,-,-,-,-,18.4,-,Clear
ABADAN,02/12/2004,12Z,17.4,39%,-,330º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,02/12/2004,09Z,16.0,36%,1024.5 Hpa,330º (NW),18.0,3/8,-,2/8 AC,CI,-,-,-,Scattered clouds
ABADAN,02/12/2004,06Z,8.4,66%,-,330º (NW),10.8,6/8,-,-,-,-,-,-,Cloudy
ABADAN,02/12/2004,03Z,4.8,83%,1023.2 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,4.4,Clear
ABADAN,02/12/2004,00Z,7.0,67%,-,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,02/12/2004,21Z,-2.0,71%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,02/12/2004,18Z,1.2,59%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,02/12/2004,15Z,4.2,49%,-,280º (W ),25.2,0/8,-,-,-,-,-,-,Clear
ABADEH,02/12/2004,12Z,8.4,35%,-,250º (W ),25.2,6/8,-,-,-,-,-,-,Cloudy
ABADEH,02/12/2004,09Z,7.8,47%,-,240º (SW),18.0,4/8,-,-,-,-,-,-,Scattered clouds
ABADEH,02/12/2004,06Z,3.2,67%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
ABADEH,02/12/2004,03Z,-2.8,85%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,02/12/2004,00Z,-4.0,75%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,02/12/2004,15Z,23.4,58%,-,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABU MUSA,02/12/2004,12Z,24.4,59%,-,280º (W ),18.0,5/8,-,-,-,-,-,-,Cloudy
ABU MUSA,02/12/2004,09Z,25.2,62%,-,270º (W ),21.6,3/8,-,-,-,-,-,-,Scattered clouds
ABU MUSA,02/12/2004,06Z,25.4,58%,-,290º (W ),18.0,3/8,-,-,-,-,-,-,Scattered clouds
ABU MUSA,02/12/2004,03Z,24.6,63%,-,270º (W ),14.4,3/8,-,-,-,-,-,-,Scattered clouds
AHAR,02/12/2004,21Z,-7.2,82%,-,Vble.,,0/8,-,-,-,-,-,-,Clear
AHAR,02/12/2004,18Z,-6.2,87%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
AHAR,02/12/2004,15Z,-3.0,80%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,02/12/2004,12Z,0.0,67%,-,080º (E ),7.2,1/8,-,-,-,-,-,-,Few clouds
AHAR,02/12/2004,09Z,-2.0,86%,-,040º (NE),7.2,7/8,-,-,-,-,-,-,Cloudy
AHAR,02/12/2004,06Z,-2.2,86%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
AHAR,02/12/2004,03Z,-2.0,74%,-,270º (W ),14.4,8/8,-,-,-,-,-,-,Overcast
AHAR,02/12/2004,00Z,-7.0,58%,-,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/12/2004,21Z,9.6,66%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/12/2004,18Z,12.0,55%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/12/2004,15Z,14.2,40%,-,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/12/2004,12Z,17.2,30%,-,280º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,02/12/2004,09Z,14.6,45%,-,300º (NW),10.8,1/8,-,-,-,-,-,-,Few clouds
AHWAZ,02/12/2004,06Z,8.2,72%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
AHWAZ,02/12/2004,03Z,6.8,82%,-,calm.,,6/8,-,-,-,-,-,-,Cloudy
AHWAZ,02/12/2004,00Z,7.8,77%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,02/12/2004,21Z,-3.2,80%,-,120º (SE),10.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,02/12/2004,18Z,-1.6,87%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,02/12/2004,15Z,1.0,49%,-,360º (N ),14.4,1/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,02/12/2004,12Z,4.6,35%,-,300º (NW),36.0,1/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,02/12/2004,09Z,3.0,35%,-,310º (NW),14.4,1/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,02/12/2004,06Z,-0.8,86%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
ALI-GOODARZ,02/12/2004,03Z,-2.2,71%,-,calm.,,6/8,-,-,-,-,-,-,Cloudy
ALI-GOODARZ,02/12/2004,00Z,-5.0,95%,-,110º (E ),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,02/12/2004,21Z,5.4,90%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,02/12/2004,18Z,6.0,87%,-,210º (SW),7.2,5/8,-,-,-,-,-,-,Cloudy
ANZALI,02/12/2004,15Z,6.0,91%,-,210º (SW),10.8,8/8,-,-,-,-,-,-,Overcast
ANZALI,02/12/2004,06Z,6.6,100%,-,330º (NW),32.4,8/8,-,-,-,-,-,-,Overcast
ANZALI,02/12/2004,03Z,7.8,97%,-,330º (NW),36.0,8/8,-,-,-,-,-,-,Overcast
ANZALI,02/12/2004,00Z,4.8,90%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,02/12/2004,21Z,-1.0,73%,1027.5 Hpa,300º (NW),7.2,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ARAK,02/12/2004,18Z,0.8,63%,-,300º (NW),7.2,4/8,-,-,-,-,-,-,Scattered clouds
ARAK,02/12/2004,15Z,1.8,62%,1025.5 Hpa,330º (NW),7.2,4/8,4/8 CB,-,-,-,7.4,-,Scattered clouds
ARAK,02/12/2004,12Z,4.6,46%,-,360º (N ),14.4,5/8,-,-,-,-,-,-,Cloudy
ARAK,02/12/2004,09Z,6.2,23%,1020.6 Hpa,280º (W ),18.0,4/8,4/8 CB,-,-,-,-,-,Scattered clouds
ARAK,02/12/2004,06Z,0.0,82%,-,calm.,,6/8,-,-,-,-,-,-,Cloudy
ARAK,02/12/2004,03Z,-1.8,82%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
ARAK,02/12/2004,00Z,-2.6,77%,-,calm.,,0/8,-,-,-,-,-,-,Clear
