Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,04/03/2023,21Z,17.6,70%,1018.6 Hpa,180º (S ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,04/03/2023,18Z,19.1,60%,1018.5 Hpa,170º (S ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,04/03/2023,15Z,23.1,33%,1016.7 Hpa,180º (S ),21.6,1/8,1/8 CU,-,-,-,29.3,16.2,Few clouds
ABADAN,04/03/2023,12Z,28.1,23%,1016.7 Hpa,150º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,04/03/2023,09Z,28.9,23%,1019.3 Hpa,150º (SE),14.4,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ABADAN,04/03/2023,06Z,22.6,52%,1020.7 Hpa,160º (S ),10.8,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADAN,04/03/2023,03Z,17.1,76%,1019.4 Hpa,120º (SE),10.8,0/8,-,-,-,-,24.3,16.2,"Clear, haze"
ABADAN,04/03/2023,00Z,16.9,62%,1019.2 Hpa,150º (SE),7.2,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ABADEH,04/03/2023,21Z,5.8,55%,1018.2 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,04/03/2023,18Z,11.2,37%,1018.1 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,04/03/2023,15Z,14.2,27%,1019.5 Hpa,300º (NW),10.8,4/8,-,4/8 AC,-,-,17.6,2.6,Scattered clouds
ABADEH,04/03/2023,12Z,16.4,22%,1016.5 Hpa,290º (W ),25.2,1/8,1/8 CU,-,-,-,-,-,Few clouds
ABADEH,04/03/2023,09Z,16.2,18%,1018.0 Hpa,280º (W ),21.6,1/8,1/8 CU,-,-,-,-,-,Few clouds
ABADEH,04/03/2023,06Z,11.9,22%,1021.1 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,04/03/2023,03Z,2.5,49%,1021.9 Hpa,330º (NW),7.2,0/8,-,-,-,-,12.6,1.8,Clear
ABADEH,04/03/2023,00Z,4.4,42%,1018.4 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,04/03/2023,15Z,24.0,78%,1017.0 Hpa,300º (NW),18.0,0/8,-,-,-,-,27.2,22.6,"Clear, haze"
ABU MUSA,04/03/2023,12Z,26.2,124%,1017.4 Hpa,280º (W ),18.0,2/8,2/8 CU,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,04/03/2023,09Z,27.0,68%,1018.5 Hpa,280º (W ),10.8,3/8,1/8 SC,AC,-,-,-,-,"Scattered clouds, haze"
ABU MUSA,04/03/2023,06Z,24.4,139%,1020.2 Hpa,330º (NW),7.2,6/8,2/8 CU,AC,-,-,-,-,"Cloudy, haze"
ABU MUSA,04/03/2023,03Z,22.4,89%,1018.6 Hpa,020º (N),7.2,6/8,2/8 ST,AC,-,-,22.8,22.4,"Cloudy, mist"
AHAR,04/03/2023,21Z,7.7,38%,1014.0 Hpa,240º (SW),3.6,0/8,-,-,-,-,-,-,Clear
AHAR,04/03/2023,18Z,8.8,33%,1013.5 Hpa,270º (W ),18.0,3/8,-,-,CI,-,-,-,Scattered clouds
AHAR,04/03/2023,15Z,14.9,19%,1011.2 Hpa,270º (W ),18.0,5/8,2/8 SC,-,CI,-,19.0,10.2,Cloudy
AHAR,04/03/2023,12Z,16.9,15%,1009.0 Hpa,240º (SW),32.4,4/8,4/8 CB,-,-,-,-,-,Scattered clouds
AHAR,04/03/2023,09Z,17.6,16%,1010.0 Hpa,220º (SW),39.6,2/8,2/8 CU,-,-,-,-,-,Few clouds
AHAR,04/03/2023,06Z,14.3,28%,1011.9 Hpa,230º (SW),21.6,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,04/03/2023,03Z,10.5,33%,1012.3 Hpa,220º (SW),18.0,7/8,4/8 CB,AC,-,-,13.1,10.2,Cloudy
AHAR,04/03/2023,00Z,11.8,26%,1011.3 Hpa,230º (SW),21.6,7/8,4/8 CB,AC,-,-,-,-,Cloudy
AHWAZ,04/03/2023,21Z,17.7,55%,1018.4 Hpa,110º (E ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,04/03/2023,18Z,21.4,40%,1017.8 Hpa,190º (S ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,04/03/2023,15Z,25.4,31%,1016.3 Hpa,180º (S ),10.8,2/8,-,-,CI,-,32.1,12.8,Few clouds
AHWAZ,04/03/2023,12Z,29.5,22%,1016.2 Hpa,160º (S ),18.0,3/8,-,-,CI,-,-,-,Scattered clouds
AHWAZ,04/03/2023,09Z,27.1,27%,1019.2 Hpa,120º (SE),18.0,3/8,-,2/8 AC,CI,-,-,-,Scattered clouds
AHWAZ,04/03/2023,06Z,21.4,49%,1021.0 Hpa,100º (E ),7.2,1/8,-,1/8 AC,-,-,-,-,"Few clouds, haze"
AHWAZ,04/03/2023,03Z,13.8,67%,1019.2 Hpa,180º (S ),7.2,2/8,-,2/8 AC,-,-,20.9,12.8,Few clouds
ALI-GOODARZ,04/03/2023,21Z,7.6,50%,1016.6 Hpa,040º (NE),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,04/03/2023,18Z,11.2,36%,1017.7 Hpa,200º (S ),36.0,1/8,1/8 SC,-,-,-,-,-,Few clouds
ALI-GOODARZ,04/03/2023,15Z,12.4,38%,1016.6 Hpa,180º (S ),28.8,3/8,3/8 SC,-,-,-,15.6,6.2,Scattered clouds
ALI-GOODARZ,04/03/2023,12Z,14.0,41%,1015.1 Hpa,170º (S ),32.4,6/8,2/8 SC,AC,-,-,-,-,Cloudy
ALI-GOODARZ,04/03/2023,09Z,14.8,39%,1016.7 Hpa,200º (S ),14.4,3/8,3/8 SC,AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,04/03/2023,06Z,8.6,56%,1021.4 Hpa,160º (S ),32.4,6/8,3/8 CB,AC,-,-,-,-,Cloudy
ALI-GOODARZ,04/03/2023,03Z,5.6,37%,1020.3 Hpa,090º (E ),39.6,3/8,-,3/8 AC,-,-,11.2,4.2,Scattered clouds
ALI-GOODARZ,04/03/2023,00Z,5.8,43%,1018.7 Hpa,090º (E ),32.4,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ANZALI,04/03/2023,21Z,10.3,89%,1019.7 Hpa,050º (NE),25.2,5/8,-,-,CI,-,-,-,Cloudy
ANZALI,04/03/2023,18Z,11.0,88%,1016.7 Hpa,160º (S ),7.2,3/8,-,-,CI,-,-,-,Scattered clouds
ANZALI,04/03/2023,15Z,11.0,88%,1013.8 Hpa,320º (NW),7.2,8/8,5/8 SC,AC,,-,15.1,9.6,Overcast
ANZALI,04/03/2023,12Z,13.0,282%,1010.1 Hpa,020º (N),10.8,6/8,1/8 SC,-,CI,-,-,-,Cloudy
ANZALI,04/03/2023,09Z,13.7,77%,1011.1 Hpa,020º (N),10.8,2/8,2/8 SC,-,-,-,-,-,Few clouds
ANZALI,04/03/2023,06Z,12.4,294%,1013.4 Hpa,010º (N),7.2,4/8,4/8 CU/SC,-,-,-,-,-,Scattered clouds
ANZALI,04/03/2023,03Z,9.6,94%,1014.6 Hpa,310º (NW),7.2,6/8,5/8 ST,AC,-,-,10.6,9.0,Cloudy
ARAK,04/03/2023,21Z,13.1,29%,1013.3 Hpa,260º (W ),7.2,3/8,1/8 SC,AC,-,Tr(24h),-,-,Scattered clouds
ARAK,04/03/2023,18Z,14.0,28%,1014.2 Hpa,270º (W ),18.0,5/8,2/8 SC,AC,-,-,-,-,Cloudy
ARAK,04/03/2023,15Z,15.3,32%,1013.6 Hpa,270º (W ),10.8,7/8,4/8 CB,AC,-,Tr(24h),19.7,7.0,Cloudy
ARAK,04/03/2023,12Z,17.2,31%,1012.0 Hpa,240º (SW),18.0,7/8,4/8 CB,AC,-,Tr(6h),-,-,"Cloudy, haze"
ARAK,04/03/2023,09Z,17.0,35%,1014.3 Hpa,240º (SW),10.8,6/8,3/8 CB,AC,-,Tr(24h),-,-,"Cloudy, haze"
ARAK,04/03/2023,06Z,11.6,45%,1017.7 Hpa,290º (W ),7.2,7/8,4/8 CB,AC,-,Tr(24h),-,-,"Cloudy, rain showers"
