Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,02/09/2015,21Z,30.8,33%,1002.8 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/09/2015,18Z,34.0,28%,1002.8 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/09/2015,15Z,38.6,22%,1001.5 Hpa,320º (NW),10.8,0/8,-,-,-,-,42.4,-,"Clear, dust"
ABADAN,02/09/2015,12Z,41.2,14%,1002.2 Hpa,360º (N ),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/09/2015,09Z,38.4,24%,1003.6 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/09/2015,06Z,33.8,31%,1004.7 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/09/2015,03Z,28.0,33%,1003.8 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,27.6,Clear
ABADAN,02/09/2015,00Z,29.0,36%,1003.5 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,02/09/2015,21Z,18.2,39%,1006.1 Hpa,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,02/09/2015,18Z,20.2,34%,1006.1 Hpa,020º (N),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,02/09/2015,15Z,23.6,19%,1006.0 Hpa,010º (N),18.0,0/8,-,-,-,-,26.6,-,Clear
ABADEH,02/09/2015,12Z,26.0,19%,1003.9 Hpa,030º (NE),25.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,02/09/2015,09Z,23.4,25%,1004.4 Hpa,030º (NE),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,02/09/2015,06Z,20.0,31%,1005.1 Hpa,020º (N),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
