Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,01/04/2022,21Z,23.1,31%,1013.8 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,01/04/2022,18Z,25.4,29%,1013.7 Hpa,270º (W ),3.6,0/8,-,-,-,-,-,-,Clear
ABADAN,01/04/2022,15Z,33.6,13%,1013.2 Hpa,040º (NE),3.6,0/8,-,-,-,-,35.7,-,Clear
ABADAN,01/04/2022,12Z,35.6,8%,1013.2 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,01/04/2022,09Z,32.4,23%,1014.9 Hpa,010º (N),3.6,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,01/04/2022,06Z,23.8,31%,1015.8 Hpa,030º (NE),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,01/04/2022,03Z,16.8,62%,1014.4 Hpa,040º (NE),3.6,3/8,-,-,CI,-,-,16.8,"Scattered clouds, haze"
ABADAN,01/04/2022,00Z,18.4,51%,1013.9 Hpa,100º (E ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,01/04/2022,21Z,9.3,29%,1015.3 Hpa,320º (NW),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,01/04/2022,18Z,14.3,22%,1014.9 Hpa,250º (W ),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,01/04/2022,15Z,19.7,17%,1014.7 Hpa,060º (NE),14.4,0/8,-,-,-,-,23.7,-,Clear
ABADEH,01/04/2022,12Z,22.9,14%,1012.2 Hpa,160º (S ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,01/04/2022,09Z,21.1,16%,1013.4 Hpa,110º (E ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,01/04/2022,06Z,16.6,25%,1016.0 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,01/04/2022,03Z,6.4,37%,1018.8 Hpa,320º (NW),10.8,0/8,-,-,-,-,-,4.7,Clear
ABADEH,01/04/2022,00Z,6.7,41%,1016.7 Hpa,320º (NW),3.6,0/8,-,-,-,-,-,-,Clear
ABU MUSA,01/04/2022,15Z,25.0,80%,1009.7 Hpa,260º (W ),14.4,0/8,-,-,-,-,27.6,-,"Clear, mist"
ABU MUSA,01/04/2022,12Z,27.2,118%,1009.9 Hpa,260º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,01/04/2022,09Z,27.0,71%,1012.1 Hpa,230º (SW),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,01/04/2022,06Z,25.4,131%,1013.0 Hpa,210º (SW),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,01/04/2022,03Z,24.0,81%,1011.1 Hpa,200º (S ),18.0,0/8,-,-,-,-,-,23.6,"Clear, mist"
AHAR,01/04/2022,21Z,9.2,34%,1018.1 Hpa,310º (NW),7.2,5/8,-,1/8 AC,CI,-,-,-,Cloudy
AHAR,01/04/2022,18Z,10.6,36%,1018.9 Hpa,290º (W ),18.0,7/8,-,2/8 AC,CI,-,-,-,Cloudy
AHAR,01/04/2022,15Z,14.3,30%,1019.9 Hpa,290º (W ),21.6,7/8,-,1/8 AC,CI,-,19.7,-,Cloudy
AHAR,01/04/2022,12Z,18.5,19%,1018.7 Hpa,270º (W ),21.6,5/8,-,-,CI,-,-,-,Cloudy
AHAR,01/04/2022,09Z,17.4,23%,1020.5 Hpa,270º (W ),21.6,5/8,-,-,CI,-,-,-,Cloudy
AHAR,01/04/2022,06Z,14.4,29%,1021.5 Hpa,280º (W ),21.6,4/8,-,-,CI,-,-,-,Scattered clouds
AHAR,01/04/2022,03Z,5.2,57%,1021.7 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,3.1,Clear
AHAR,01/04/2022,00Z,6.0,50%,1020.8 Hpa,350º (N ),3.6,0/8,-,-,-,-,-,-,Clear
AHWAZ,01/04/2022,21Z,25.6,17%,1012.8 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,01/04/2022,18Z,24.8,24%,1012.8 Hpa,290º (W ),3.6,0/8,-,-,-,-,-,-,Clear
AHWAZ,01/04/2022,15Z,32.1,21%,1012.1 Hpa,330º (NW),7.2,1/8,-,-,CI,-,36.0,-,Few clouds
AHWAZ,01/04/2022,12Z,35.8,12%,1012.4 Hpa,050º (NE),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,01/04/2022,09Z,34.8,11%,1014.3 Hpa,250º (W ),7.2,2/8,-,-,CI,-,-,-,Few clouds
AHWAZ,01/04/2022,06Z,25.9,28%,1015.4 Hpa,060º (NE),7.2,4/8,-,-,CI,-,-,-,"Scattered clouds, haze"
AHWAZ,01/04/2022,03Z,16.6,57%,1014.0 Hpa,110º (E ),3.6,3/8,-,-,CI,-,-,15.9,"Scattered clouds, haze"
AHWAZ,01/04/2022,00Z,16.3,51%,1013.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,01/04/2022,21Z,7.3,41%,1017.8 Hpa,100º (E ),18.0,4/8,-,-,CI,-,-,-,Scattered clouds
ALI-GOODARZ,01/04/2022,18Z,11.8,34%,1017.8 Hpa,080º (E ),18.0,4/8,-,-,CI,-,-,-,Scattered clouds
ALI-GOODARZ,01/04/2022,15Z,16.7,26%,1018.4 Hpa,280º (W ),10.8,5/8,-,-,CI,-,20.8,-,Cloudy
ALI-GOODARZ,01/04/2022,12Z,20.0,20%,1016.0 Hpa,260º (W ),18.0,5/8,-,-,CI,-,-,-,Cloudy
ALI-GOODARZ,01/04/2022,09Z,18.7,23%,1017.9 Hpa,270º (W ),14.4,4/8,-,-,CI,-,-,-,Scattered clouds
ALI-GOODARZ,01/04/2022,06Z,13.3,43%,1019.9 Hpa,130º (SE),18.0,4/8,-,-,CI,-,-,-,Scattered clouds
ALI-GOODARZ,01/04/2022,03Z,3.8,64%,1023.0 Hpa,140º (SE),25.2,0/8,-,-,-,-,-,2.8,Clear
ALI-GOODARZ,01/04/2022,00Z,5.0,61%,1020.4 Hpa,120º (SE),25.2,4/8,-,4/8 AC,-,-,-,-,Scattered clouds
ANZALI,01/04/2022,21Z,12.1,96%,1017.4 Hpa,calm.,,6/8,-,-,CI,-,-,-,Cloudy
ANZALI,01/04/2022,18Z,12.4,93%,1019.0 Hpa,calm.,,7/8,-,-,CI,-,-,-,Cloudy
ANZALI,01/04/2022,15Z,13.6,85%,1019.1 Hpa,360º (N ),7.2,7/8,-,-,CI,-,19.1,-,Cloudy
ANZALI,01/04/2022,12Z,17.2,215%,1019.1 Hpa,030º (NE),7.2,7/8,-,-,CI,-,-,-,Cloudy
ANZALI,01/04/2022,09Z,18.1,70%,1020.1 Hpa,070º (E ),10.8,6/8,-,-,CI,-,-,-,"Cloudy, haze"
ANZALI,01/04/2022,06Z,16.1,33%,1021.3 Hpa,080º (E ),7.2,0/8,-,-,-,0.8(24h),-,-,Clear
