Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,10/12/2003,21Z,14.2,87%,1019.8 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,-,Few clouds
ABADAN,10/12/2003,18Z,15.4,85%,1019.8 Hpa,calm.,,2/8,2/8 CU,-,-,-,-,-,Few clouds
ABADAN,10/12/2003,15Z,18.6,66%,1019.8 Hpa,calm.,,0/8,-,-,-,-,22.4,-,Clear
ABADAN,10/12/2003,12Z,22.0,47%,1020.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,10/12/2003,09Z,19.4,57%,1021.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,10/12/2003,06Z,13.8,76%,1022.1 Hpa,060º (NE),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,10/12/2003,03Z,9.6,83%,1021.6 Hpa,calm.,,3/8,-,2/8 AC,CI,-,-,9.4,"Scattered clouds, mist"
ABADAN,10/12/2003,00Z,12.8,88%,1019.8 Hpa,calm.,,6/8,2/8 SC,AC,-,-,-,-,Cloudy
ABADEH,10/12/2003,18Z,3.4,50%,1021.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,10/12/2003,12Z,14.2,22%,1017.3 Hpa,calm.,,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADEH,10/12/2003,06Z,2.6,53%,-,330º (NW),7.2,6/8,-,-,-,-,-,-,Cloudy
ABADEH,10/12/2003,00Z,2.2,58%,1014.9 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,-,Few clouds
ABU MUSA,10/12/2003,12Z,25.2,384%,1016.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,10/12/2003,06Z,24.0,20%,1019.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,10/12/2003,18Z,-0.8,83%,-,100º (E ),7.2,8/8,-,-,-,-,-,-,Overcast
AHAR,10/12/2003,12Z,-0.2,43%,1024.2 Hpa,090º (E ),10.8,8/8,4/8 ST,AC,,2.0(6h),-,-,"Overcast, snow"
AHAR,10/12/2003,06Z,0.0,97%,1022.0 Hpa,calm.,,8/8,4/8 ST,AC,,2.0(6h),-,-,"Overcast, snow"
AHAR,10/12/2003,00Z,-3.6,84%,-,090º (E ),10.8,8/8,-,-,-,-,-,-,Overcast
AHWAZ,10/12/2003,18Z,15.8,72%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
AHWAZ,10/12/2003,12Z,20.4,49%,1019.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,10/12/2003,06Z,12.0,84%,1022.3 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
AHWAZ,10/12/2003,00Z,13.4,75%,1018.8 Hpa,360º (N ),7.2,1/8,-,1/8 AC,-,-,-,-,"Few clouds, haze"
ALI-GOODARZ,10/12/2003,18Z,2.4,69%,1021.2 Hpa,calm.,,1/8,-,1/8 AC,-,-,-,-,Few clouds
ALI-GOODARZ,10/12/2003,12Z,8.4,29%,1021.3 Hpa,270º (W ),18.0,6/8,3/8 CB,AC,-,-,-,-,Cloudy
ALI-GOODARZ,10/12/2003,06Z,5.4,34%,-,120º (SE),28.8,2/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,10/12/2003,00Z,-0.6,81%,1019.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,10/12/2003,18Z,7.6,97%,-,020º (N),21.6,8/8,-,-,-,-,-,-,Overcast
ANZALI,10/12/2003,12Z,10.4,78%,-,360º (N ),25.2,8/8,-,-,-,-,-,-,Overcast
