Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,13/05/2016,21Z,28.2,40%,1008.6 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,13/05/2016,18Z,31.4,33%,1008.2 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,13/05/2016,15Z,37.4,18%,1006.3 Hpa,300º (NW),18.0,0/8,-,-,-,-,39.6,-,Clear
ABADAN,13/05/2016,12Z,39.6,13%,1006.7 Hpa,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,13/05/2016,09Z,38.0,14%,1008.1 Hpa,300º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,13/05/2016,06Z,34.0,27%,1008.0 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,13/05/2016,03Z,27.8,41%,1006.7 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,27.6,"Clear, haze"
ABADAN,13/05/2016,00Z,28.4,44%,1005.3 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,13/05/2016,21Z,14.0,34%,1006.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,13/05/2016,18Z,18.6,26%,1005.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,13/05/2016,15Z,24.0,13%,1004.0 Hpa,290º (W ),25.2,2/8,1/8 CU,-,CI,-,26.6,-,Few clouds
ABADEH,13/05/2016,12Z,26.4,10%,1003.0 Hpa,260º (W ),36.0,2/8,1/8 CU,-,CI,-,-,-,Few clouds
ABADEH,13/05/2016,09Z,25.4,12%,1004.2 Hpa,270º (W ),43.2,5/8,2/8 CU,AC,-,-,-,-,Cloudy
ABADEH,13/05/2016,06Z,22.6,25%,1004.2 Hpa,calm.,,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADEH,13/05/2016,03Z,13.8,49%,1006.5 Hpa,calm.,,1/8,-,1/8 AC,-,-,-,12.0,Few clouds
ABADEH,13/05/2016,00Z,14.0,48%,1004.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,13/05/2016,15Z,30.6,64%,1003.9 Hpa,240º (SW),21.6,0/8,-,-,-,-,32.6,-,"Clear, haze"
