Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,07/02/2014,21Z,9.0,72%,1020.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,07/02/2014,18Z,11.0,63%,1020.3 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,07/02/2014,15Z,13.8,41%,1019.4 Hpa,020º (N),7.2,0/8,-,-,-,-,15.8,-,Clear
ABADAN,07/02/2014,12Z,15.2,,1019.0 Hpa,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,07/02/2014,09Z,14.0,38%,1020.8 Hpa,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,07/02/2014,06Z,8.6,67%,1021.2 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,07/02/2014,03Z,5.4,80%,1019.5 Hpa,calm.,,0/8,-,-,-,-,-,5.2,Clear
ABADAN,07/02/2014,00Z,6.0,81%,1018.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/02/2014,21Z,-4.0,83%,1020.1 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,07/02/2014,18Z,-2.2,67%,1022.3 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,07/02/2014,15Z,0.4,57%,1021.5 Hpa,360º (N ),21.6,0/8,-,-,-,-,7.0,-,Clear
ABADEH,07/02/2014,12Z,7.0,16%,1017.1 Hpa,260º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,07/02/2014,09Z,4.6,33%,1019.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,07/02/2014,06Z,-2.0,61%,1021.2 Hpa,calm.,,1/8,-,-,CI,-,-,-,Few clouds
ABADEH,07/02/2014,03Z,-8.0,87%,1022.5 Hpa,calm.,,0/8,-,-,-,-,-,-8.0,Clear
ABADEH,07/02/2014,00Z,-6.6,84%,1020.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,07/02/2014,15Z,18.0,47%,1015.3 Hpa,060º (NE),21.6,0/8,-,-,-,-,19.6,-,Clear
ABU MUSA,07/02/2014,12Z,19.0,196%,1015.8 Hpa,060º (NE),21.6,0/8,-,-,-,-,-,-,Clear
ABU MUSA,07/02/2014,09Z,19.0,49%,1018.2 Hpa,060º (NE),21.6,2/8,2/8 SC,-,-,-,-,-,Few clouds
ABU MUSA,07/02/2014,06Z,18.6,201%,1018.2 Hpa,060º (NE),21.6,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ABU MUSA,07/02/2014,03Z,16.4,54%,1015.8 Hpa,060º (NE),14.4,3/8,3/8 SC,-,-,-,-,13.0,"Scattered clouds, dust"
AHAR,07/02/2014,21Z,-4.4,58%,1024.8 Hpa,280º (W ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,07/02/2014,18Z,-4.0,60%,1027.0 Hpa,270º (W ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,07/02/2014,15Z,-2.4,58%,1028.1 Hpa,260º (W ),18.0,0/8,-,-,-,-,2.9,-,Clear
AHAR,07/02/2014,12Z,2.6,37%,1024.7 Hpa,270º (W ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,07/02/2014,09Z,0.8,40%,1025.5 Hpa,260º (W ),25.2,0/8,-,-,-,-,-,-,Clear
AHAR,07/02/2014,06Z,-4.8,59%,1027.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,07/02/2014,03Z,-11.6,76%,1027.9 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-11.9,Clear
AHAR,07/02/2014,00Z,-10.4,78%,1026.0 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/02/2014,21Z,9.4,60%,1019.2 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/02/2014,18Z,11.2,49%,1019.4 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/02/2014,15Z,13.2,44%,1018.6 Hpa,270º (W ),7.2,0/8,-,-,-,-,16.4,-,Clear
AHWAZ,07/02/2014,12Z,16.2,34%,1018.3 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/02/2014,09Z,14.0,42%,1019.7 Hpa,260º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/02/2014,06Z,10.0,52%,1020.3 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,07/02/2014,03Z,4.0,89%,1018.4 Hpa,calm.,,1/8,-,-,CI,-,-,4.0,Few clouds
AHWAZ,07/02/2014,00Z,4.6,93%,1017.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/02/2014,21Z,-10.4,72%,1027.6 Hpa,120º (SE),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/02/2014,18Z,-10.6,78%,1031.7 Hpa,110º (E ),7.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,07/02/2014,15Z,-8.8,76%,1031.5 Hpa,120º (SE),7.2,1/8,-,-,CI,-,1.0,-,Few clouds
ALI-GOODARZ,07/02/2014,12Z,-3.0,54%,1027.7 Hpa,310º (NW),7.2,3/8,-,-,CI,-,-,-,Scattered clouds
ALI-GOODARZ,07/02/2014,09Z,-3.4,49%,1028.1 Hpa,calm.,,3/8,-,-,CI,-,-,-,Scattered clouds
ALI-GOODARZ,07/02/2014,06Z,-10.4,61%,1030.0 Hpa,120º (SE),10.8,6/8,-,2/8 AC,CI,-,-,-,Cloudy
ALI-GOODARZ,07/02/2014,03Z,-15.0,79%,1031.3 Hpa,100º (E ),14.4,0/8,-,-,-,-,-,-15.8,Clear
ALI-GOODARZ,07/02/2014,00Z,-14.6,79%,1029.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,07/02/2014,21Z,3.4,93%,1026.0 Hpa,260º (W ),10.8,5/8,2/8 SC,AC,-,-,-,-,Cloudy
ANZALI,07/02/2014,18Z,4.0,93%,1025.8 Hpa,280º (W ),10.8,1/8,1/8 SC,-,-,-,-,-,Few clouds
ANZALI,07/02/2014,15Z,6.2,90%,1025.4 Hpa,290º (W ),10.8,5/8,4/8 CU,AC,-,-,9.2,-,Cloudy
ANZALI,07/02/2014,12Z,7.4,88%,1025.4 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
