Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,03/01/2010,21Z,12.4,94%,1020.8 Hpa,100º (E ),14.4,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,03/01/2010,18Z,13.4,93%,1021.6 Hpa,090º (E ),10.8,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,03/01/2010,15Z,15.0,86%,1020.7 Hpa,calm.,,2/8,-,-,CI,-,17.4,-,"Few clouds, mist"
ABADAN,03/01/2010,12Z,17.0,71%,1020.8 Hpa,180º (S ),7.2,6/8,-,-,CI,-,-,-,"Cloudy, haze"
ABADAN,03/01/2010,09Z,13.4,85%,1021.9 Hpa,180º (S ),7.2,6/8,-,-,CI,-,-,-,"Cloudy, mist"
ABADAN,03/01/2010,06Z,9.2,97%,1023.4 Hpa,100º (E ),7.2,,-,-,-,-,-,-,fog
ABADAN,03/01/2010,03Z,9.8,100%,1021.7 Hpa,calm.,,,-,-,-,-,-,9.4,fog
ABADAN,03/01/2010,00Z,9.6,100%,1021.9 Hpa,070º (E ),10.8,,-,-,-,-,-,-,fog
ABADEH,03/01/2010,21Z,2.4,48%,1018.0 Hpa,010º (N),7.2,1/8,-,-,CI,-,-,-,Few clouds
ABADEH,03/01/2010,18Z,4.6,39%,1020.2 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,03/01/2010,15Z,10.8,23%,1018.5 Hpa,250º (W ),18.0,2/8,-,-,CI,-,17.2,-,Few clouds
ABADEH,03/01/2010,12Z,16.8,10%,1014.2 Hpa,270º (W ),18.0,2/8,-,-,CI,-,-,-,Few clouds
ABADEH,03/01/2010,09Z,14.8,17%,1016.3 Hpa,280º (W ),5.6,2/8,-,-,CI,-,-,-,Few clouds
ABADEH,03/01/2010,06Z,7.4,32%,1019.8 Hpa,360º (N ),7.2,2/8,-,-,CI,-,-,-,Few clouds
ABU MUSA,03/01/2010,15Z,21.2,63%,1019.9 Hpa,230º (SW),14.4,3/8,3/8 SC,-,-,-,23.8,-,Scattered clouds
ABU MUSA,03/01/2010,12Z,23.0,83%,1019.0 Hpa,240º (SW),10.8,2/8,1/8 SC,AC,-,-,-,-,Few clouds
ABU MUSA,03/01/2010,09Z,23.2,53%,1019.9 Hpa,210º (SW),5.6,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ABU MUSA,03/01/2010,06Z,23.4,147%,1021.2 Hpa,270º (W ),7.2,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
AHAR,03/01/2010,21Z,6.2,67%,1008.6 Hpa,240º (SW),7.2,6/8,5/8 CB,-,CI,-,-,-,Cloudy
AHAR,03/01/2010,18Z,7.0,60%,1008.6 Hpa,230º (SW),28.8,1/8,1/8 SC,-,-,Tr(6h),-,-,Few clouds
AHAR,03/01/2010,15Z,7.2,66%,1008.4 Hpa,260º (W ),28.8,7/8,5/8 CB,AC,CI,-,13.4,-,"Cloudy, rain showers"
AHAR,03/01/2010,12Z,11.0,37%,1006.3 Hpa,240º (SW),68.4,7/8,5/8 CB,AC,CI,Tr(6h),-,-,"Cloudy, rain showers"
AHAR,03/01/2010,09Z,13.0,36%,1003.0 Hpa,210º (SW),37.1,7/8,4/8 CB,AC,CI,-,-,-,Cloudy
AHAR,03/01/2010,06Z,9.8,47%,1007.3 Hpa,Vble.,,5/8,4/8 SC,AC,-,-,-,-,Cloudy
AHWAZ,03/01/2010,21Z,10.0,100%,1021.1 Hpa,070º (E ),7.2,,-,-,-,-,-,-,fog
AHWAZ,03/01/2010,18Z,10.2,94%,1021.4 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
AHWAZ,03/01/2010,15Z,10.6,94%,1020.8 Hpa,090º (E ),3.6,2/8,2/8 SC,-,-,-,13.8,-,"Few clouds, mist"
AHWAZ,03/01/2010,12Z,13.6,81%,1020.4 Hpa,100º (E ),7.2,2/8,-,2/8 AC,-,-,-,-,"Few clouds, mist"
AHWAZ,03/01/2010,09Z,10.8,92%,1022.2 Hpa,calm.,,8/8,3/8 SC,AC,,-,-,-,"Overcast, mist"
AHWAZ,03/01/2010,06Z,10.0,92%,1023.2 Hpa,calm.,,8/8,-,8/8 AC,-,-,-,-,"Overcast, mist"
AHWAZ,03/01/2010,03Z,9.8,94%,1021.5 Hpa,calm.,,7/8,7/8 ST,-,-,-,-,9.4,"Cloudy, mist"
AHWAZ,03/01/2010,00Z,9.4,97%,1021.3 Hpa,calm.,,6/8,6/8 ST,-,-,-,-,-,"Cloudy, mist"
ALI-GOODARZ,03/01/2010,21Z,9.0,20%,1015.4 Hpa,120º (SE),21.6,4/8,-,-,CI,-,-,-,Scattered clouds
ALI-GOODARZ,03/01/2010,18Z,6.2,31%,1019.8 Hpa,190º (S ),14.4,1/8,-,-,CI,-,-,-,Few clouds
ALI-GOODARZ,03/01/2010,15Z,9.0,24%,1019.7 Hpa,210º (SW),21.6,3/8,-,1/8 AC,CI,-,11.8,-,Scattered clouds
ALI-GOODARZ,03/01/2010,12Z,10.2,31%,1018.4 Hpa,220º (SW),28.8,3/8,-,1/8 AC,CI,-,-,-,Scattered clouds
ALI-GOODARZ,03/01/2010,09Z,7.6,56%,1019.8 Hpa,320º (NW),7.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,03/01/2010,06Z,0.6,73%,1024.5 Hpa,130º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ANZALI,03/01/2010,21Z,21.8,27%,1007.9 Hpa,260º (W ),14.4,7/8,-,-,CI,-,-,-,Cloudy
ANZALI,03/01/2010,18Z,24.0,20%,1006.7 Hpa,250º (W ),32.4,7/8,-,-,CI,-,-,-,Cloudy
ANZALI,03/01/2010,15Z,25.6,16%,1005.3 Hpa,260º (W ),32.4,6/8,3/8 SC,AC,CI,-,27.6,-,Cloudy
ANZALI,03/01/2010,12Z,26.8,35%,1002.9 Hpa,220º (SW),21.6,6/8,4/8 SC,AC,CI,-,-,-,Cloudy
ANZALI,03/01/2010,09Z,25.8,19%,1003.4 Hpa,250º (W ),39.6,6/8,2/8 SC,-,CI,-,-,-,Cloudy
ANZALI,03/01/2010,06Z,21.2,24%,1004.4 Hpa,170º (S ),21.6,6/8,-,-,CI,-,-,-,Cloudy
ANZALI,03/01/2010,03Z,17.2,41%,1004.9 Hpa,210º (SW),14.4,7/8,-,-,CI,-,-,11.0,Cloudy
ANZALI,03/01/2010,00Z,13.6,62%,1005.9 Hpa,calm.,,4/8,-,-,CI,-,-,-,Scattered clouds
ARAK,03/01/2010,21Z,9.4,22%,1013.1 Hpa,240º (SW),21.6,1/8,-,1/8 AC,-,-,-,-,Few clouds
ARAK,03/01/2010,18Z,7.4,38%,1016.1 Hpa,150º (SE),7.2,1/8,-,-,CI,-,-,-,Few clouds
ARAK,03/01/2010,15Z,10.6,25%,1018.0 Hpa,240º (SW),14.4,3/8,-,0/8 AC,CI,-,15.6,-,Scattered clouds
ARAK,03/01/2010,12Z,13.8,18%,1014.5 Hpa,270º (W ),28.8,3/8,-,0/8 AC,CI,-,-,-,Scattered clouds
ARAK,03/01/2010,09Z,14.2,27%,1014.8 Hpa,270º (W ),18.0,1/8,-,-,CI,-,-,-,Few clouds
ARAK,03/01/2010,06Z,9.0,41%,1018.6 Hpa,calm.,,1/8,-,-,CI,-,-,-,Few clouds
ARAK,03/01/2010,03Z,-1.0,87%,1021.1 Hpa,calm.,,1/8,-,-,CI,-,-,-1.0,Few clouds
ARAK,03/01/2010,00Z,0.6,86%,1018.3 Hpa,calm.,,2/8,-,-,CI,-,-,-,Few clouds
ARDEBIL,03/01/2010,21Z,7.8,56%,1005.2 Hpa,270º (W ),64.8,3/8,2/8 SC,AC,-,-,-,-,Scattered clouds
