Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,20/12/2011,21Z,9.0,72%,1022.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,20/12/2011,18Z,11.4,68%,1023.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,20/12/2011,15Z,16.4,48%,1022.2 Hpa,calm.,,0/8,-,-,-,-,21.0,-,Clear
ABADAN,20/12/2011,12Z,,,-,calm.,,,-,-,-,-,-,-,-
ABADAN,20/12/2011,10Z,,,-,calm.,,,-,-,-,-,-,-,-
ABADAN,20/12/2011,09Z,15.6,47%,1023.6 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,20/12/2011,06Z,9.2,67%,1024.8 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,20/12/2011,03Z,4.6,86%,1022.9 Hpa,calm.,,0/8,-,-,-,-,-,4.2,Clear
ABADAN,20/12/2011,00Z,6.0,78%,1022.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,20/12/2011,21Z,-4.6,57%,1030.8 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,20/12/2011,18Z,-2.0,50%,1031.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,20/12/2011,15Z,2.2,36%,1032.3 Hpa,350º (N ),7.2,0/8,-,-,-,-,6.4,-,Clear
ABADEH,20/12/2011,12Z,6.0,31%,1029.4 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,20/12/2011,09Z,5.2,33%,1030.9 Hpa,020º (N),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,20/12/2011,06Z,0.4,59%,1034.4 Hpa,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,20/12/2011,03Z,-5.0,78%,1033.7 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-5.2,Clear
