Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,27/10/2018,21Z,17.6,82%,1020.9 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,27/10/2018,18Z,19.0,72%,1020.5 Hpa,310º (NW),7.2,2/8,-,2/8 AC,-,1.0(6h),-,-,"Few clouds, dust"
ABADAN,27/10/2018,15Z,19.5,71%,1019.2 Hpa,320º (NW),21.6,4/8,4/8 CB,-,-,-,27.6,-,"Scattered clouds, dust"
ABADAN,27/10/2018,12Z,23.6,75%,1017.8 Hpa,350º (N ),14.4,6/8,6/8 CB,-,-,-,-,-,"Cloudy, dust"
ABADAN,27/10/2018,09Z,26.6,70%,1018.3 Hpa,300º (NW),14.4,7/8,7/8 CB,-,-,-,-,-,Cloudy
ABADAN,27/10/2018,06Z,23.9,79%,1018.0 Hpa,calm.,,7/8,7/8 CB,-,-,0.2(6h),-,-,Cloudy
ABADAN,27/10/2018,03Z,22.6,84%,1015.8 Hpa,120º (SE),3.6,6/8,4/8 CB,AC,-,-,-,22.2,Cloudy
ABADAN,27/10/2018,00Z,24.3,74%,1013.3 Hpa,020º (N),21.6,7/8,4/8 CB,AC,-,-,-,23.0,Cloudy
ABADEH,27/10/2018,21Z,9.8,81%,1014.3 Hpa,260º (W ),10.8,7/8,2/8 SC,AC,-,-,-,-,Cloudy
ABADEH,27/10/2018,18Z,10.0,76%,1017.8 Hpa,calm.,,5/8,-,5/8 AC,-,-,-,-,Cloudy
ABADEH,27/10/2018,15Z,12.2,83%,1016.6 Hpa,calm.,,7/8,3/8 CB,AC,-,-,17.6,-,Cloudy
ABADEH,27/10/2018,12Z,13.6,69%,1015.3 Hpa,calm.,,7/8,3/8 CB,AC,-,0.4(6h),-,-,"Cloudy, rain"
ABADEH,27/10/2018,09Z,17.0,44%,1014.8 Hpa,270º (W ),18.0,7/8,2/8 CU,AC,-,-,-,-,Cloudy
ABADEH,27/10/2018,06Z,12.8,66%,1016.3 Hpa,140º (SE),18.0,7/8,4/8 CB,AC,-,0.8(6h),-,-,Cloudy
ABADEH,27/10/2018,03Z,11.0,71%,1014.1 Hpa,320º (NW),7.2,6/8,2/8 SC,-,CI,-,-,10.4,Cloudy
ABADEH,27/10/2018,00Z,14.7,49%,1011.7 Hpa,320º (NW),10.8,2/8,-,-,CI,-,-,-,Few clouds
ABU MUSA,27/10/2018,15Z,31.2,66%,1012.0 Hpa,270º (W ),10.8,0/8,-,-,-,-,33.6,-,"Clear, haze"
ABU MUSA,27/10/2018,12Z,33.2,83%,1012.4 Hpa,060º (NE),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,27/10/2018,09Z,31.8,60%,1014.1 Hpa,060º (NE),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,27/10/2018,06Z,30.4,98%,1015.5 Hpa,090º (E ),18.0,0/8,-,-,-,-,-,-,Clear
ABU MUSA,27/10/2018,03Z,26.2,82%,1013.7 Hpa,090º (E ),7.2,3/8,-,-,CI,-,-,24.8,"Scattered clouds, mist"
AHAR,27/10/2018,21Z,6.0,72%,1029.7 Hpa,110º (E ),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,27/10/2018,18Z,7.4,66%,1029.5 Hpa,100º (E ),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,27/10/2018,15Z,8.8,60%,1027.0 Hpa,040º (NE),10.8,3/8,2/8 SC,-,CI,-,14.8,-,Scattered clouds
AHAR,27/10/2018,12Z,12.2,43%,1022.9 Hpa,060º (NE),10.8,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
AHAR,27/10/2018,09Z,13.2,39%,1019.6 Hpa,160º (S ),7.2,2/8,2/8 CU,-,-,-,-,-,Few clouds
AHAR,27/10/2018,06Z,8.0,66%,1019.8 Hpa,250º (W ),21.6,1/8,1/8 SC,-,-,2.3(24h),-,-,Few clouds
AHAR,27/10/2018,03Z,5.2,76%,1015.8 Hpa,260º (W ),10.8,4/8,1/8 SC,AC,CI,-,-,5.0,Scattered clouds
AHAR,27/10/2018,00Z,7.4,68%,1009.9 Hpa,290º (W ),25.2,6/8,3/8 CB,AC,-,2.0(6h),-,-,"Cloudy, rain showers"
AHWAZ,27/10/2018,21Z,18.1,61%,1019.9 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,27/10/2018,18Z,19.5,66%,1018.8 Hpa,310º (NW),14.4,0/8,-,-,-,0.1(6h),-,-,"Clear, dust"
AHWAZ,27/10/2018,15Z,19.9,78%,1017.4 Hpa,320º (NW),7.2,7/8,5/8 CB,AC,-,-,24.7,-,"Cloudy, dust"
AHWAZ,27/10/2018,12Z,21.7,93%,1016.2 Hpa,080º (E ),10.8,8/8,5/8 CB,AC,,2.0(6h),-,-,"Overcast, rain"
AHWAZ,27/10/2018,09Z,24.0,80%,1018.4 Hpa,290º (W ),7.2,8/8,6/8 CB,AC,,-,-,-,"Overcast, rain"
AHWAZ,27/10/2018,06Z,24.1,75%,1017.0 Hpa,240º (SW),7.2,7/8,6/8 CB,AC,-,0.7(6h),-,-,Cloudy
AHWAZ,27/10/2018,03Z,20.9,87%,1014.6 Hpa,150º (SE),3.6,4/8,4/8 SC,-,-,-,-,20.6,"Scattered clouds, mist"
AHWAZ,27/10/2018,00Z,20.8,91%,1014.0 Hpa,130º (SE),14.4,8/8,6/8 CB,AC,,18.0(6h),-,-,"Overcast, rain"
ALI-GOODARZ,27/10/2018,21Z,7.5,79%,1017.0 Hpa,130º (SE),14.4,2/8,-,2/8 AC,-,-,-,-,Few clouds
ALI-GOODARZ,27/10/2018,18Z,9.8,68%,1016.2 Hpa,120º (SE),25.2,2/8,2/8 SC,-,-,-,-,-,Few clouds
ALI-GOODARZ,27/10/2018,15Z,11.2,63%,1016.2 Hpa,140º (SE),18.0,2/8,2/8 SC,-,-,-,17.1,-,Few clouds
ALI-GOODARZ,27/10/2018,12Z,15.5,40%,1013.8 Hpa,220º (SW),10.8,6/8,4/8 CB,AC,-,-,-,-,Cloudy
ALI-GOODARZ,27/10/2018,09Z,16.4,39%,1014.3 Hpa,220º (SW),18.0,6/8,3/8 CU/SC,-,CI,-,-,-,Cloudy
ALI-GOODARZ,27/10/2018,06Z,14.8,55%,1013.9 Hpa,160º (S ),25.2,4/8,3/8 SC,-,CI,18.8(24h),-,-,Scattered clouds
ALI-GOODARZ,27/10/2018,03Z,9.7,77%,1013.7 Hpa,080º (E ),7.2,4/8,3/8 SC,AC,-,-,-,7.7,"Scattered clouds, haze"
ALI-GOODARZ,27/10/2018,00Z,9.7,84%,1012.2 Hpa,120º (SE),32.4,5/8,2/8 SC,AC,-,18.0(6h),-,-,"Cloudy, mist"
ANZALI,27/10/2018,21Z,13.7,90%,1031.0 Hpa,210º (SW),7.2,8/8,5/8 CB,AC,,-,-,-,"Overcast, rain"
ANZALI,27/10/2018,18Z,15.5,77%,1030.9 Hpa,Vble.,,7/8,5/8 CB,AC,-,-,-,-,Cloudy
ANZALI,27/10/2018,15Z,14.4,88%,1029.7 Hpa,210º (SW),7.2,7/8,5/8 CB,AC,-,-,17.5,-,Cloudy
ANZALI,27/10/2018,12Z,15.2,137%,1027.5 Hpa,130º (SE),10.8,8/8,5/8 CB,AC,,Tr(6h),-,-,"Overcast, rain"
ANZALI,27/10/2018,09Z,17.3,67%,1025.4 Hpa,330º (NW),10.8,8/8,5/8 CB,AC,,-,-,-,Overcast
ANZALI,27/10/2018,06Z,15.1,73%,1023.6 Hpa,360º (N ),21.6,8/8,6/8 ST,AC,,9.0(6h),-,-,"Overcast, drizzle"
ANZALI,27/10/2018,03Z,16.3,96%,1014.3 Hpa,340º (N ),36.0,8/8,5/8 CB,AC,,-,-,16.3,"Overcast, rain"
ANZALI,27/10/2018,00Z,16.5,96%,1012.4 Hpa,340º (N ),36.0,8/8,5/8 CB,AC,,7.0(6h),-,-,"Overcast, rain showers"
ARAK,27/10/2018,21Z,10.0,74%,1017.1 Hpa,calm.,,3/8,1/8 SC,AC,-,-,-,-,Scattered clouds
ARAK,27/10/2018,18Z,13.0,55%,1015.0 Hpa,calm.,,1/8,1/8 SC,-,-,-,-,-,Few clouds
ARAK,27/10/2018,15Z,15.2,44%,1014.7 Hpa,240º (SW),7.2,1/8,1/8 SC,-,CI,-,20.4,-,Few clouds
ARAK,27/10/2018,12Z,19.4,26%,1011.9 Hpa,240º (SW),7.2,7/8,1/8 CU,AC,CI,-,-,-,Cloudy
ARAK,27/10/2018,09Z,19.2,34%,1012.9 Hpa,310º (NW),10.8,5/8,2/8 CU,-,CI,-,-,-,Cloudy
ARAK,27/10/2018,06Z,17.6,38%,1013.1 Hpa,calm.,,1/8,1/8 CU,-,CI,23.7(24h),-,-,Few clouds
ARAK,27/10/2018,03Z,11.6,67%,1012.8 Hpa,calm.,,3/8,-,-,CI,-,-,11.0,"Scattered clouds, haze"
ARAK,27/10/2018,00Z,13.8,61%,1009.3 Hpa,130º (SE),14.4,2/8,1/8 ST,-,CI,18.0(6h),-,-,"Few clouds, haze"
ARDEBIL,27/10/2018,21Z,3.6,89%,1029.9 Hpa,calm.,,1/8,-,1/8 AC,CI,-,-,-,Few clouds
ARDEBIL,27/10/2018,18Z,4.7,88%,1029.4 Hpa,calm.,,6/8,2/8 CB,AC,CI,-,-,-,Cloudy
ARDEBIL,27/10/2018,15Z,5.2,87%,1027.4 Hpa,calm.,,5/8,4/8 CB,AC,-,-,11.1,-,Cloudy
ARDEBIL,27/10/2018,12Z,7.4,85%,1023.1 Hpa,060º (NE),18.0,7/8,7/8 CB,AC,CI,Tr(6h),-,-,Cloudy
ARDEBIL,27/10/2018,09Z,10.2,78%,1019.0 Hpa,050º (NE),14.4,6/8,6/8 ST,-,-,-,-,-,"Cloudy, fog"
ARDEBIL,27/10/2018,06Z,7.5,84%,1018.6 Hpa,340º (N ),10.8,2/8,2/8 ST,-,-,-,-,-,Few clouds
ARDEBIL,27/10/2018,03Z,7.4,80%,1013.8 Hpa,calm.,,5/8,4/8 CB,AC,-,-,-,7.4,"Cloudy, fog"
ARDEBIL,27/10/2018,00Z,10.7,79%,1008.8 Hpa,270º (W ),21.6,7/8,6/8 CB,AC,-,11.0(6h),-,-,"Cloudy, rain showers"
BABULSAR,27/10/2018,21Z,14.2,95%,1030.7 Hpa,270º (W ),7.2,8/8,4/8 ST,AC,,-,-,-,Overcast
BABULSAR,27/10/2018,18Z,14.6,95%,1030.1 Hpa,190º (S ),10.8,8/8,3/8 ST,AC,,44.0(6h),-,-,"Overcast, mist"
BABULSAR,27/10/2018,15Z,15.2,95%,1028.6 Hpa,190º (S ),10.8,8/8,7/8 CB,AC,,-,22.0,-,"Overcast, rain"
BABULSAR,27/10/2018,12Z,18.0,82%,1024.8 Hpa,340º (N ),28.8,8/8,8/8 ST,,,4.0(6h),-,-,"Overcast, drizzle"
BABULSAR,27/10/2018,09Z,18.4,82%,1021.2 Hpa,320º (NW),36.0,8/8,7/8 CB,AC,,-,-,-,"Overcast, drizzle"
BABULSAR,27/10/2018,06Z,20.0,88%,1016.0 Hpa,270º (W ),46.8,8/8,5/8 CB,AC,,0.6(6h),-,-,"Overcast, rain"
BABULSAR,27/10/2018,03Z,21.0,85%,1011.4 Hpa,080º (E ),7.2,8/8,5/8 CB,AC,,-,-,21.0,Overcast
BABULSAR,27/10/2018,00Z,21.2,87%,1009.7 Hpa,calm.,,5/8,2/8 ST,AC,-,-,-,-,Cloudy
BAFT,27/10/2018,21Z,13.0,69%,1012.8 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
BAFT,27/10/2018,18Z,13.2,73%,1013.2 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
BAFT,27/10/2018,15Z,15.6,61%,1014.1 Hpa,calm.,,6/8,6/8 CB,-,-,-,21.8,-,Cloudy
BAFT,27/10/2018,12Z,20.0,28%,1011.3 Hpa,210º (SW),10.8,6/8,5/8 CU/SC,AC,-,-,-,-,Cloudy
BAFT,27/10/2018,09Z,19.6,31%,1012.5 Hpa,calm.,,6/8,5/8 CU/SC,AC,-,-,-,-,Cloudy
BAFT,27/10/2018,06Z,17.8,42%,1014.8 Hpa,150º (SE),10.8,4/8,2/8 SC,AC,CI,-,-,-,Scattered clouds
BAFT,27/10/2018,03Z,12.0,58%,1014.9 Hpa,360º (N ),7.2,3/8,2/8 SC,AC,-,-,-,10.6,Scattered clouds
BAFT,27/10/2018,00Z,12.4,55%,1011.7 Hpa,360º (N ),7.2,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
BAM,27/10/2018,21Z,25.5,38%,1008.9 Hpa,300º (NW),10.8,6/8,-,6/8 AC,-,-,-,-,Cloudy
BAM,27/10/2018,18Z,26.5,34%,1009.2 Hpa,290º (W ),14.4,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
BAM,27/10/2018,15Z,27.7,30%,1009.6 Hpa,300º (NW),14.4,6/8,4/8 SC,-,CI,-,34.2,-,Cloudy
BAM,27/10/2018,12Z,31.3,20%,1007.6 Hpa,340º (N ),7.2,7/8,4/8 SC,AC,-,-,-,-,Cloudy
BAM,27/10/2018,09Z,33.7,14%,1007.5 Hpa,290º (W ),7.2,2/8,2/8 SC,-,-,-,-,-,Few clouds
BAM,27/10/2018,06Z,30.9,19%,1011.0 Hpa,calm.,,2/8,-,-,CC,-,-,-,Few clouds
BAM,27/10/2018,03Z,24.0,34%,1010.9 Hpa,280º (W ),14.4,6/8,-,-,CI,-,-,22.7,Cloudy
BAM,27/10/2018,00Z,24.2,31%,1007.9 Hpa,300º (NW),10.8,5/8,-,-,CI,-,-,-,Cloudy
BANDAR LENGEH,27/10/2018,21Z,28.3,59%,1014.1 Hpa,010º (N),7.2,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, haze"
BANDAR LENGEH,27/10/2018,18Z,28.6,61%,1014.3 Hpa,310º (NW),7.2,4/8,2/8 SC,AC,-,-,-,-,"Scattered clouds, haze"
BANDAR LENGEH,27/10/2018,15Z,29.5,59%,1013.7 Hpa,calm.,,8/8,5/8 CB,AC,,-,31.5,-,"Overcast, haze"
BANDAR LENGEH,27/10/2018,12Z,30.8,68%,1013.9 Hpa,120º (SE),7.2,4/8,2/8 SC,AC,-,-,-,-,"Scattered clouds, haze"
BANDAR LENGEH,27/10/2018,09Z,30.8,63%,1014.9 Hpa,090º (E ),18.0,4/8,-,2/8 AC,CC,-,-,-,"Scattered clouds, haze"
BANDAR LENGEH,27/10/2018,06Z,29.7,68%,1016.6 Hpa,090º (E ),21.6,2/8,-,-,CC,-,-,-,"Few clouds, haze"
BANDAR LENGEH,27/10/2018,03Z,26.8,71%,1014.1 Hpa,calm.,,0/8,-,-,-,-,-,24.3,"Clear, haze"
BANDAR LENGEH,27/10/2018,00Z,24.4,67%,1013.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BANDAR-E-DAYYER,27/10/2018,21Z,23.2,79%,1016.8 Hpa,030º (NE),10.8,8/8,3/8 SC,AC,,-,-,-,"Overcast, rain"
BANDAR-E-DAYYER,27/10/2018,18Z,25.9,66%,1019.0 Hpa,310º (NW),25.2,7/8,7/8 CB,-,-,-,-,-,"Cloudy, thunderstorm no precipitation"
BANDAR-E-DAYYER,27/10/2018,15Z,29.6,51%,1013.5 Hpa,calm.,,7/8,3/8 SC,AC,-,-,31.9,-,"Cloudy, dust"
BANDAR-E-DAYYER,27/10/2018,12Z,31.0,94%,1013.3 Hpa,120º (SE),21.6,5/8,-,5/8 AC,-,-,-,-,"Cloudy, dust"
BANDAR-E-DAYYER,27/10/2018,09Z,30.6,51%,1014.3 Hpa,150º (SE),25.2,7/8,5/8 CB,AC,-,-,-,-,"Cloudy, thunderstorm no precipitation"
BANDAR-E-DAYYER,27/10/2018,06Z,26.7,121%,1016.8 Hpa,310º (NW),25.2,0/8,-,-,-,-,-,-,"Clear, dust"
BANDAR-E-DAYYER,27/10/2018,03Z,25.8,61%,1013.6 Hpa,010º (N),7.2,3/8,-,3/8 AC,-,-,-,25.0,"Scattered clouds, haze"
BANDAR-E-DAYYER,27/10/2018,00Z,26.8,60%,1012.8 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,-,Clear
BANDARABBASS,27/10/2018,21Z,27.5,80%,1015.5 Hpa,020º (N),10.8,6/8,5/8 SC,-,CI,-,-,-,"Cloudy, mist"
BANDARABBASS,27/10/2018,18Z,27.8,80%,1015.0 Hpa,040º (NE),10.8,5/8,2/8 SC,AC,-,-,-,-,"Cloudy, mist"
BANDARABBASS,27/10/2018,15Z,28.4,79%,1013.8 Hpa,170º (S ),7.2,4/8,2/8 SC,-,CS,-,32.6,-,"Scattered clouds, haze"
BANDARABBASS,27/10/2018,12Z,30.1,70%,1013.5 Hpa,190º (S ),14.4,7/8,3/8 SC,-,CS,-,-,-,"Cloudy, haze"
BANDARABBASS,27/10/2018,09Z,32.3,53%,1014.9 Hpa,160º (S ),14.4,2/8,1/8 CU,-,CI,-,-,-,"Few clouds, haze"
BANDARABBASS,27/10/2018,06Z,30.4,65%,1016.9 Hpa,150º (SE),10.8,5/8,1/8 CU,-,-,-,-,-,"Cloudy, haze"
BANDARABBASS,27/10/2018,03Z,25.6,86%,1015.4 Hpa,020º (N),7.2,3/8,3/8 SC,-,-,-,-,24.2,"Scattered clouds, mist"
BANDARABBASS,27/10/2018,00Z,25.2,86%,1014.4 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,-,"Clear, mist"
BIRJAND,27/10/2018,21Z,18.5,28%,1011.8 Hpa,100º (E ),10.8,5/8,3/8 SC,AC,-,-,-,-,Cloudy
BIRJAND,27/10/2018,18Z,18.4,35%,1013.1 Hpa,090º (E ),10.8,5/8,3/8 SC,AC,-,Tr(6h),-,-,Cloudy
BIRJAND,27/10/2018,15Z,21.4,31%,1013.2 Hpa,030º (NE),21.6,7/8,6/8 CB,AC,-,-,28.4,-,"Cloudy, thunderstorms"
BIRJAND,27/10/2018,12Z,26.8,18%,1009.1 Hpa,260º (W ),18.0,6/8,3/8 CU,-,CI,-,-,-,Cloudy
BIRJAND,27/10/2018,09Z,27.7,17%,1010.1 Hpa,230º (SW),18.0,4/8,3/8 CU,-,CI,-,-,-,Scattered clouds
BIRJAND,27/10/2018,06Z,25.4,20%,1012.9 Hpa,240º (SW),21.6,4/8,-,1/8 AC,CC,-,-,-,Scattered clouds
BIRJAND,27/10/2018,03Z,16.9,36%,1012.9 Hpa,100º (E ),18.0,2/8,-,2/8 AC,CI,-,-,16.5,Few clouds
BIRJAND,27/10/2018,00Z,19.3,27%,1009.9 Hpa,080º (E ),18.0,5/8,1/8 SC,AC,CI,-,-,-,Cloudy
BOJNOURD,27/10/2018,21Z,9.8,85%,1027.2 Hpa,290º (W ),7.2,8/8,6/8 ST,AC,,-,-,-,Overcast
BOJNOURD,27/10/2018,18Z,10.6,82%,1025.9 Hpa,290º (W ),10.8,8/8,7/8 CB,AC,,0.1(6h),-,-,"Overcast, drizzle"
BOJNOURD,27/10/2018,15Z,11.2,81%,1022.1 Hpa,300º (NW),25.2,8/8,4/8 CB,AC,,-,24.4,-,"Overcast, drizzle"
BOJNOURD,27/10/2018,12Z,17.2,69%,1016.1 Hpa,310º (NW),14.4,7/8,3/8 ST,AC,CI,-,-,-,"Cloudy, haze"
BOJNOURD,27/10/2018,09Z,20.0,50%,1012.1 Hpa,310º (NW),21.6,8/8,1/8 SC,AC,CS,-,-,-,"Overcast, haze"
BOJNOURD,27/10/2018,06Z,21.4,36%,1008.8 Hpa,340º (N ),3.6,6/8,-,3/8 AC,CI,-,-,-,Cloudy
BOJNOURD,27/10/2018,03Z,18.4,43%,1008.8 Hpa,110º (E ),7.2,5/8,1/8 SC,AC,CI,-,-,15.8,Cloudy
BOJNOURD,27/10/2018,00Z,16.8,38%,1007.2 Hpa,200º (S ),3.6,1/8,-,1/8 AC,-,-,-,-,Few clouds
BUSHEHR (AIRPORT),27/10/2018,21Z,22.4,67%,1016.9 Hpa,090º (E ),18.0,6/8,3/8 SC,AC,-,-,-,-,Cloudy
BUSHEHR (AIRPORT),27/10/2018,18Z,21.4,78%,1018.6 Hpa,060º (NE),14.4,8/8,5/8 CB,AC,,6.0(6h),-,-,"Overcast, rain"
BUSHEHR (AIRPORT),27/10/2018,15Z,24.1,69%,1017.9 Hpa,330º (NW),36.0,8/8,8/8 CB,AC,,-,31.0,-,"Overcast, thunderstorm"
BUSHEHR (AIRPORT),27/10/2018,12Z,26.6,53%,1013.6 Hpa,040º (NE),14.4,8/8,6/8 CB,AC,,1.0(6h),-,-,Overcast
BUSHEHR (AIRPORT),27/10/2018,09Z,25.4,62%,1016.3 Hpa,360º (N ),36.0,7/8,7/8 CB,-,-,-,-,-,"Cloudy, thunderstorm no precipitation"
BUSHEHR (AIRPORT),27/10/2018,06Z,23.0,65%,1016.1 Hpa,120º (SE),18.0,4/8,3/8 CB,AC,-,18.0(6h),-,-,Scattered clouds
BUSHEHR (AIRPORT),27/10/2018,03Z,21.6,77%,1017.4 Hpa,350º (N ),25.2,8/8,8/8 CB,,,-,-,20.6,"Overcast, thunderstorm"
BUSHEHR (AIRPORT),27/10/2018,00Z,25.6,40%,1012.2 Hpa,120º (SE),14.4,4/8,2/8 SC,-,CI,-,-,-,Scattered clouds
CHAHBAHAR,27/10/2018,21Z,26.8,82%,1015.7 Hpa,calm.,,2/8,1/8 CU,-,-,-,-,-,"Few clouds, mist"
CHAHBAHAR,27/10/2018,18Z,27.6,83%,1016.3 Hpa,120º (SE),7.2,3/8,2/8 CU,-,CI,-,-,-,"Scattered clouds, mist"
CHAHBAHAR,27/10/2018,15Z,27.9,1877%,1015.3 Hpa,180º (S ),14.4,3/8,1/8 CU,-,CI,-,29.9,-,"Scattered clouds, mist"
CHAHBAHAR,27/10/2018,12Z,28.6,7%,1014.3 Hpa,170º (S ),14.4,3/8,2/8 CU,-,CI,-,-,-,"Scattered clouds, haze"
CHAHBAHAR,27/10/2018,09Z,29.6,14%,1015.5 Hpa,150º (SE),10.8,2/8,2/8 CU,-,-,-,-,-,"Few clouds, haze"
CHAHBAHAR,27/10/2018,06Z,29.0,74%,1017.7 Hpa,140º (SE),10.8,1/8,1/8 CU,-,-,-,-,-,"Few clouds, haze"
CHAHBAHAR,27/10/2018,03Z,26.0,2098%,1016.7 Hpa,050º (NE),7.2,3/8,2/8 CU,-,CI,-,-,25.8,"Scattered clouds, mist"
CHAHBAHAR,27/10/2018,00Z,26.2,84%,1014.3 Hpa,calm.,,3/8,2/8 ST,-,CI,-,-,-,"Scattered clouds, mist"
ESFAHAN,27/10/2018,21Z,13.8,55%,1014.8 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,-,Few clouds
ESFAHAN,27/10/2018,18Z,17.2,40%,1013.7 Hpa,330º (NW),10.8,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
ESFAHAN,27/10/2018,15Z,18.8,39%,1014.3 Hpa,210º (SW),14.4,7/8,3/8 SC,AC,-,-,22.4,-,Cloudy
ESFAHAN,27/10/2018,12Z,21.2,36%,1011.4 Hpa,200º (S ),14.4,7/8,5/8 CU,AC,-,-,-,-,Cloudy
ESFAHAN,27/10/2018,09Z,20.2,46%,1011.6 Hpa,180º (S ),10.8,6/8,3/8 SC,AC,-,-,-,-,Cloudy
ESFAHAN,27/10/2018,06Z,17.8,51%,1014.2 Hpa,220º (SW),14.4,5/8,2/8 SC,AC,-,1.0(6h),-,-,Cloudy
ESFAHAN,27/10/2018,03Z,13.4,78%,1014.3 Hpa,calm.,,8/8,3/8 SC,AC,,-,-,13.2,Overcast
ESFAHAN,27/10/2018,00Z,15.4,63%,1011.1 Hpa,170º (S ),36.0,8/8,4/8 CB,AC,,2.0(6h),-,-,"Overcast, rain"
FASA,27/10/2018,21Z,19.2,52%,1012.5 Hpa,340º (N ),10.8,7/8,2/8 SC,AC,-,-,-,-,Cloudy
FASA,27/10/2018,18Z,20.2,49%,1012.8 Hpa,300º (NW),10.8,7/8,2/8 SC,AC,CI,-,-,-,"Cloudy, dust"
FASA,27/10/2018,15Z,21.4,46%,1013.7 Hpa,300º (NW),32.4,7/8,5/8 CB,AC,CI,-,26.4,-,"Cloudy, dust"
FASA,27/10/2018,12Z,25.2,33%,1011.4 Hpa,220º (SW),14.4,6/8,2/8 SC,AC,CI,-,-,-,Cloudy
FASA,27/10/2018,09Z,25.4,32%,1011.5 Hpa,300º (NW),7.2,7/8,3/8 SC,AC,CI,-,-,-,Cloudy
FASA,27/10/2018,06Z,20.4,42%,1014.5 Hpa,calm.,,7/8,-,4/8 AC,CI,-,-,-,Cloudy
FASA,27/10/2018,03Z,11.6,60%,1015.3 Hpa,calm.,,5/8,-,-,CI,-,-,10.8,Cloudy
FASA,27/10/2018,00Z,13.4,52%,1012.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
FERDOUS,27/10/2018,21Z,18.9,36%,1011.8 Hpa,060º (NE),7.2,5/8,1/8 SC,AC,CI,-,-,-,Cloudy
FERDOUS,27/10/2018,18Z,21.6,30%,1012.6 Hpa,020º (N),10.8,5/8,1/8 SC,AC,CI,-,-,-,Cloudy
FERDOUS,27/10/2018,15Z,21.6,31%,1012.9 Hpa,300º (NW),10.8,6/8,1/8 SC,-,CI,-,29.2,-,Cloudy
FERDOUS,27/10/2018,12Z,26.5,22%,1009.7 Hpa,310º (NW),14.4,7/8,1/8 SC,AC,CI,-,-,-,Cloudy
FERDOUS,27/10/2018,09Z,28.2,19%,1009.9 Hpa,250º (W ),18.0,5/8,1/8 SC,AC,CI,-,-,-,Cloudy
FERDOUS,27/10/2018,06Z,24.6,29%,1012.0 Hpa,160º (S ),14.4,5/8,1/8 SC,AC,CI,-,-,-,Cloudy
FERDOUS,27/10/2018,03Z,18.6,35%,1011.5 Hpa,calm.,,2/8,-,-,CI,-,-,17.3,Few clouds
FERDOUS,27/10/2018,00Z,17.7,31%,1009.7 Hpa,050º (NE),7.2,2/8,-,-,CI,-,-,-,Few clouds
GACH SARAN DU GUNBADAN,27/10/2018,21Z,16.8,90%,1019.9 Hpa,calm.,,5/8,-,5/8 AC,-,-,-,-,Cloudy
GACH SARAN DU GUNBADAN,27/10/2018,18Z,17.9,84%,1019.3 Hpa,120º (SE),10.8,5/8,-,5/8 AC,-,1.0(6h),-,-,"Cloudy, rain"
