Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,23/08/2006,21Z,35.6,30%,999.7 Hpa,350º (N ),7.2,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADAN,23/08/2006,18Z,36.8,29%,999.5 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,23/08/2006,15Z,44.8,18%,998.2 Hpa,330º (NW),7.2,2/8,-,2/8 AC,-,-,49.2,-,"Few clouds, dust"
ABADAN,23/08/2006,12Z,47.8,12%,998.2 Hpa,330º (NW),14.4,2/8,-,2/8 AC,-,-,-,-,"Few clouds, dust"
ABADAN,23/08/2006,09Z,46.2,15%,999.9 Hpa,310º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,23/08/2006,06Z,37.2,27%,1000.6 Hpa,320º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,23/08/2006,03Z,30.6,45%,999.1 Hpa,calm.,,0/8,-,-,-,-,-,30.6,"Clear, haze"
ABADAN,23/08/2006,00Z,31.0,68%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,23/08/2006,21Z,23.4,20%,999.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,23/08/2006,18Z,26.4,13%,-,060º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,23/08/2006,15Z,29.4,13%,-,010º (N),25.2,3/8,-,-,-,-,-,-,Scattered clouds
ABADEH,23/08/2006,12Z,31.4,14%,1000.2 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ABADEH,23/08/2006,03Z,13.0,30%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,23/08/2006,00Z,17.0,28%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,23/08/2006,15Z,33.8,70%,998.2 Hpa,010º (N),7.2,0/8,-,-,-,-,36.2,-,Clear
ABU MUSA,23/08/2006,12Z,34.6,77%,998.3 Hpa,040º (NE),14.4,0/8,-,-,-,-,-,-,Clear
ABU MUSA,23/08/2006,09Z,35.2,58%,-,210º (SW),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,23/08/2006,03Z,30.6,93%,999.2 Hpa,060º (NE),10.8,1/8,-,-,CI,-,-,29.5,"Few clouds, mist"
AHAR,23/08/2006,21Z,21.6,52%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
AHAR,23/08/2006,18Z,25.0,35%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
AHAR,23/08/2006,15Z,28.8,20%,-,040º (NE),21.6,4/8,-,-,-,-,-,-,Scattered clouds
AHAR,23/08/2006,09Z,28.0,17%,-,120º (SE),7.2,1/8,-,-,-,-,-,-,Few clouds
AHAR,23/08/2006,06Z,22.8,37%,1006.6 Hpa,150º (SE),7.2,2/8,1/8 SC,AC,-,-,-,-,Few clouds
AHAR,23/08/2006,03Z,14.6,40%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
AHAR,23/08/2006,00Z,18.0,49%,-,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,23/08/2006,21Z,37.2,28%,999.6 Hpa,120º (SE),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,23/08/2006,18Z,39.6,22%,999.1 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,23/08/2006,15Z,43.6,28%,997.5 Hpa,calm.,,0/8,-,-,-,-,48.2,-,"Clear, haze"
AHWAZ,23/08/2006,12Z,47.6,11%,997.5 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,23/08/2006,09Z,44.8,19%,999.3 Hpa,350º (N ),7.2,1/8,1/8 CU,-,-,-,-,-,"Few clouds, haze"
AHWAZ,23/08/2006,06Z,38.4,38%,999.7 Hpa,100º (E ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,23/08/2006,03Z,31.4,36%,998.4 Hpa,calm.,,3/8,-,3/8 AC,-,-,-,31.2,"Scattered clouds, haze"
AHWAZ,23/08/2006,00Z,34.6,32%,999.1 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ALI-GOODARZ,23/08/2006,21Z,21.6,22%,-,120º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,23/08/2006,18Z,23.6,23%,-,180º (S ),50.4,1/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,23/08/2006,15Z,30.0,12%,-,300º (NW),18.0,3/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,23/08/2006,12Z,31.0,15%,1000.1 Hpa,280º (W ),18.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,23/08/2006,09Z,30.2,17%,-,360º (N ),10.8,2/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,23/08/2006,03Z,15.4,35%,-,130º (SE),28.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,23/08/2006,00Z,17.0,32%,-,120º (SE),14.4,0/8,-,-,-,-,-,-,Clear
ANZALI,23/08/2006,21Z,25.8,77%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,23/08/2006,18Z,27.4,67%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,23/08/2006,15Z,29.2,60%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,23/08/2006,12Z,29.8,62%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,23/08/2006,09Z,29.6,68%,-,030º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,23/08/2006,03Z,25.2,86%,-,230º (SW),7.2,2/8,-,-,-,-,-,-,Few clouds
ANZALI,23/08/2006,00Z,25.6,76%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,23/08/2006,21Z,24.0,23%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
ARAK,23/08/2006,18Z,25.8,20%,-,330º (NW),7.2,2/8,-,-,-,-,-,-,Few clouds
ARAK,23/08/2006,15Z,31.6,19%,-,030º (NE),10.8,4/8,-,-,-,-,-,-,Scattered clouds
ARAK,23/08/2006,12Z,33.2,15%,999.1 Hpa,calm.,,3/8,3/8 CU,-,-,-,-,-,"Scattered clouds, haze"
ARAK,23/08/2006,09Z,31.6,15%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
