Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,27/02/2003,21Z,11.6,45%,-,300º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,27/02/2003,18Z,13.6,41%,1021.5 Hpa,320º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,27/02/2003,15Z,17.4,28%,-,280º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,27/02/2003,12Z,19.0,25%,1019.4 Hpa,300º (NW),10.8,2/8,-,-,CI,-,-,-,Few clouds
ABADAN,27/02/2003,09Z,18.0,27%,-,320º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,27/02/2003,06Z,12.6,39%,1022.3 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,27/02/2003,03Z,9.0,65%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,27/02/2003,00Z,9.2,53%,1021.4 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,27/02/2003,18Z,3.0,26%,1016.0 Hpa,250º (W ),10.8,2/8,-,-,CI,-,-,-,Few clouds
ABADEH,27/02/2003,12Z,11.6,4%,1009.5 Hpa,280º (W ),36.0,5/8,-,-,CI,-,-,-,Cloudy
ABADEH,27/02/2003,09Z,8.4,11%,-,270º (W ),10.8,1/8,-,-,-,-,-,-,Few clouds
ABADEH,27/02/2003,06Z,2.4,41%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,27/02/2003,00Z,1.6,33%,1012.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,27/02/2003,06Z,22.4,273%,1015.6 Hpa,300º (NW),21.6,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, mist"
AHAR,27/02/2003,18Z,-3.2,90%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
AHAR,27/02/2003,12Z,-1.4,80%,1021.7 Hpa,calm.,,8/8,-,-,-,-,-,-,Overcast
AHAR,27/02/2003,09Z,,0%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
AHAR,27/02/2003,06Z,-3.2,94%,1021.2 Hpa,120º (SE),7.2,8/8,4/8 ST,AC,,2.0(6h),-,-,"Overcast, snow"
AHAR,27/02/2003,00Z,-7.0,91%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
AHWAZ,27/02/2003,18Z,14.2,40%,1020.5 Hpa,310º (NW),25.2,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,27/02/2003,12Z,19.2,22%,1018.7 Hpa,210º (SW),14.4,5/8,-,-,CI,-,-,-,"Cloudy, dust"
AHWAZ,27/02/2003,09Z,18.0,24%,-,240º (SW),10.8,4/8,-,-,-,-,-,-,Scattered clouds
AHWAZ,27/02/2003,06Z,14.0,40%,1020.9 Hpa,230º (SW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,27/02/2003,00Z,10.2,47%,1020.5 Hpa,310º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,27/02/2003,18Z,-0.8,52%,1021.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,27/02/2003,12Z,3.6,35%,-,320º (NW),18.0,3/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,27/02/2003,09Z,0.4,42%,-,020º (N),10.8,1/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,27/02/2003,06Z,-1.4,54%,-,180º (S ),10.8,2/8,-,-,-,-,-,-,Few clouds
ANZALI,27/02/2003,18Z,4.8,93%,1026.9 Hpa,320º (NW),10.8,8/8,-,-,-,-,-,-,Overcast
ANZALI,27/02/2003,12Z,5.6,95%,1023.4 Hpa,360º (N ),3.6,8/8,5/8 ST,AC,,8.0(6h),-,-,"Overcast, rain"
ANZALI,27/02/2003,09Z,6.2,93%,-,360º (N ),7.2,8/8,-,-,-,-,-,-,Overcast
ANZALI,27/02/2003,06Z,6.4,93%,1022.4 Hpa,300º (NW),10.8,8/8,4/8 SC,AC,,8.0(6h),-,-,"Overcast, rain"
ANZALI,27/02/2003,00Z,5.0,90%,-,330º (NW),28.8,8/8,-,-,-,-,-,-,Overcast
ARAK,27/02/2003,21Z,0.0,92%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
ARAK,27/02/2003,18Z,0.8,80%,1019.9 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ARAK,27/02/2003,15Z,3.8,37%,-,280º (W ),14.4,3/8,-,-,-,-,-,-,Scattered clouds
ARAK,27/02/2003,12Z,6.2,28%,1016.4 Hpa,270º (W ),14.4,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ARAK,27/02/2003,09Z,5.0,43%,-,270º (W ),21.6,3/8,-,-,-,-,-,-,Scattered clouds
ARAK,27/02/2003,06Z,2.0,93%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
ARAK,27/02/2003,03Z,-2.2,82%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
ARAK,27/02/2003,00Z,-1.6,90%,1018.9 Hpa,calm.,,4/8,3/8 SC,-,CI,-,-,-,Scattered clouds
ARDEBIL,27/02/2003,18Z,-4.4,100%,-,100º (E ),21.6,8/8,-,-,-,-,-,-,Overcast
ARDEBIL,27/02/2003,12Z,-3.0,100%,-,090º (E ),25.2,8/8,-,-,-,-,-,-,Overcast
ARDEBIL,27/02/2003,09Z,-2.2,100%,-,090º (E ),21.6,8/8,-,-,-,-,-,-,Overcast
