Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,17/02/2019,21Z,13.1,70%,1018.5 Hpa,050º (NE),3.6,0/8,-,-,-,-,-,-,Clear
ABADAN,17/02/2019,18Z,15.8,58%,1019.1 Hpa,350º (N ),3.6,0/8,-,-,-,-,-,-,Clear
ABADAN,17/02/2019,15Z,19.2,37%,1017.8 Hpa,300º (NW),18.0,0/8,-,-,-,-,21.6,-,Clear
ABADAN,17/02/2019,12Z,21.2,32%,1018.0 Hpa,310º (NW),14.4,1/8,1/8 SC,-,-,-,-,-,Few clouds
ABADAN,17/02/2019,09Z,19.4,38%,1020.4 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,17/02/2019,06Z,14.9,58%,1021.3 Hpa,290º (W ),3.6,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,17/02/2019,03Z,8.0,83%,1019.7 Hpa,250º (W ),3.6,0/8,-,-,-,-,-,8.0,"Clear, mist"
ABADAN,17/02/2019,00Z,9.2,82%,1019.7 Hpa,200º (S ),3.6,0/8,-,-,-,-,-,-,"Clear, smoke"
ABADEH,17/02/2019,21Z,0.0,49%,1015.9 Hpa,260º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,17/02/2019,18Z,1.8,36%,1015.7 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,17/02/2019,15Z,4.2,25%,1015.0 Hpa,240º (SW),18.0,0/8,-,-,-,-,8.0,-,Clear
ABADEH,17/02/2019,12Z,7.2,27%,1014.0 Hpa,240º (SW),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,17/02/2019,09Z,5.8,31%,1015.2 Hpa,230º (SW),39.6,0/8,-,-,-,-,-,-,Clear
ABADEH,17/02/2019,06Z,3.0,40%,1017.9 Hpa,calm.,,0/8,-,-,-,3.7(24h),-,-,Clear
ABADEH,17/02/2019,03Z,0.0,53%,1017.5 Hpa,250º (W ),10.8,0/8,-,-,-,-,-,-2.6,Clear
ABADEH,17/02/2019,00Z,1.4,50%,1015.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,17/02/2019,15Z,21.0,90%,1012.9 Hpa,300º (NW),10.8,4/8,2/8 SC,AC,-,-,24.2,-,"Scattered clouds, mist"
ABU MUSA,17/02/2019,12Z,23.0,152%,1012.6 Hpa,310º (NW),18.0,5/8,2/8 SC,AC,-,-,-,-,"Cloudy, mist"
ABU MUSA,17/02/2019,09Z,24.0,83%,1014.2 Hpa,030º (NE),14.4,6/8,2/8 SC,AC,-,-,-,-,"Cloudy, mist"
ABU MUSA,17/02/2019,06Z,22.0,161%,1015.5 Hpa,060º (NE),10.8,6/8,2/8 SC,AC,-,5.0(18h),-,-,"Cloudy, mist"
AHAR,17/02/2019,21Z,0.2,58%,1017.2 Hpa,240º (SW),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,17/02/2019,18Z,0.2,61%,1018.2 Hpa,260º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,17/02/2019,15Z,1.4,58%,1017.2 Hpa,260º (W ),18.0,0/8,-,-,-,-,4.1,-,Clear
AHAR,17/02/2019,12Z,3.6,54%,1015.4 Hpa,270º (W ),46.8,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,17/02/2019,09Z,2.8,65%,1017.4 Hpa,260º (W ),25.2,2/8,2/8 SC,-,-,-,-,-,Few clouds
AHAR,17/02/2019,06Z,0.2,79%,1017.8 Hpa,250º (W ),25.2,7/8,3/8 SC,AC,-,0.1(24h),-,-,Cloudy
AHAR,17/02/2019,03Z,-0.4,70%,1016.2 Hpa,270º (W ),21.6,5/8,2/8 SC,AC,-,-,-,-2.4,Cloudy
AHAR,17/02/2019,00Z,-0.4,66%,1016.2 Hpa,270º (W ),21.6,3/8,1/8 SC,AC,-,-,-,-,Scattered clouds
AHWAZ,17/02/2019,21Z,12.0,73%,1018.0 Hpa,360º (N ),3.6,0/8,-,-,-,-,-,-,Clear
AHWAZ,17/02/2019,18Z,15.5,49%,1018.0 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,17/02/2019,15Z,17.3,49%,1017.0 Hpa,280º (W ),10.8,0/8,-,-,-,-,20.3,-,Clear
AHWAZ,17/02/2019,12Z,19.8,43%,1017.0 Hpa,310º (NW),14.4,2/8,-,2/8 AC,-,-,-,-,Few clouds
AHWAZ,17/02/2019,09Z,17.6,45%,1019.3 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,17/02/2019,06Z,13.0,68%,1020.0 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,17/02/2019,03Z,7.2,92%,1019.7 Hpa,250º (W ),3.6,0/8,-,-,-,-,-,7.1,"Clear, mist"
AHWAZ,17/02/2019,00Z,10.1,78%,1018.7 Hpa,280º (W ),3.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,17/02/2019,21Z,-0.7,76%,1015.6 Hpa,300º (NW),10.8,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,17/02/2019,18Z,0.3,73%,1016.4 Hpa,270º (W ),21.6,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,17/02/2019,15Z,1.8,58%,1015.6 Hpa,270º (W ),28.8,3/8,3/8 SC,-,-,-,5.0,-,Scattered clouds
ALI-GOODARZ,17/02/2019,12Z,3.3,57%,1014.7 Hpa,270º (W ),28.8,6/8,3/8 CB,AC,-,-,-,-,Cloudy
ALI-GOODARZ,17/02/2019,09Z,4.2,44%,1015.8 Hpa,250º (W ),21.6,7/8,3/8 CB,AC,-,-,-,-,Cloudy
ALI-GOODARZ,17/02/2019,06Z,0.8,68%,1017.5 Hpa,240º (SW),7.2,6/8,3/8 SC,AC,-,-,-,-,Cloudy
ALI-GOODARZ,17/02/2019,03Z,-2.3,79%,1017.2 Hpa,140º (SE),3.6,6/8,3/8 SC,AC,-,-,-,-2.8,Cloudy
ALI-GOODARZ,17/02/2019,00Z,-1.9,83%,1015.1 Hpa,060º (NE),3.6,0/8,-,-,-,-,-,-,Clear
ANZALI,17/02/2019,21Z,5.8,95%,1017.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,17/02/2019,18Z,7.0,90%,1018.4 Hpa,210º (SW),3.6,0/8,-,-,-,-,-,-,Clear
ANZALI,17/02/2019,15Z,8.5,86%,1017.5 Hpa,160º (S ),3.6,7/8,4/8 SC,AC,-,-,10.5,-,Cloudy
ANZALI,17/02/2019,12Z,8.2,393%,1017.4 Hpa,080º (E ),18.0,7/8,4/8 SC,AC,-,1.0(6h),-,-,"Cloudy, rain"
ANZALI,17/02/2019,09Z,9.6,87%,1017.6 Hpa,360º (N ),10.8,7/8,2/8 CB,AC,-,-,-,-,Cloudy
ANZALI,17/02/2019,06Z,9.1,368%,1017.2 Hpa,010º (N),7.2,7/8,5/8 SC,AC,-,4.4(24h),-,-,Cloudy
ANZALI,17/02/2019,03Z,6.8,90%,1015.8 Hpa,200º (S ),3.6,5/8,3/8 SC,AC,-,-,-,5.3,Cloudy
ANZALI,17/02/2019,00Z,6.3,97%,1015.1 Hpa,150º (SE),7.2,1/8,1/8 SC,-,-,-,-,-,Few clouds
ARAK,17/02/2019,21Z,1.2,67%,1016.0 Hpa,150º (SE),10.8,6/8,-,6/8 AC,-,-,-,-,Cloudy
ARAK,17/02/2019,18Z,3.2,54%,1015.8 Hpa,270º (W ),21.6,5/8,5/8 SC,-,-,-,-,-,Cloudy
ARAK,17/02/2019,15Z,3.2,63%,1015.2 Hpa,270º (W ),18.0,4/8,4/8 CB,-,-,-,6.8,-,Scattered clouds
ARAK,17/02/2019,12Z,5.6,51%,1013.8 Hpa,270º (W ),28.8,4/8,4/8 CB,AC,-,Tr(6h),-,-,Scattered clouds
