Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,26/01/2014,21Z,14.0,75%,1019.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,26/01/2014,18Z,14.8,80%,1019.8 Hpa,calm.,,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, mist"
ABADAN,26/01/2014,15Z,15.6,80%,1019.0 Hpa,calm.,,4/8,-,1/8 AC,CI,-,18.2,-,"Scattered clouds, mist"
ABADAN,26/01/2014,12Z,17.2,79%,1019.2 Hpa,100º (E ),14.4,5/8,-,-,CI,-,-,-,"Cloudy, mist"
ABADAN,26/01/2014,09Z,13.8,88%,1021.2 Hpa,calm.,,6/8,-,-,CI,-,-,-,"Cloudy, mist"
ABADAN,26/01/2014,06Z,10.2,100%,1022.4 Hpa,calm.,,,-,-,-,-,-,-,fog
ABADAN,26/01/2014,03Z,9.4,100%,1020.3 Hpa,calm.,,,-,-,-,-,-,9.2,fog
ABADAN,26/01/2014,00Z,10.8,100%,1020.4 Hpa,calm.,,,-,-,-,-,-,-,fog
ABADEH,26/01/2014,21Z,1.4,35%,1018.6 Hpa,340º (N ),10.8,2/8,-,-,CI,-,-,-,Few clouds
ABADEH,26/01/2014,18Z,2.0,40%,1021.9 Hpa,350º (N ),10.8,3/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,26/01/2014,15Z,5.6,24%,1021.3 Hpa,300º (NW),10.8,4/8,1/8 SC,-,CI,-,13.8,-,Scattered clouds
ABADEH,26/01/2014,12Z,13.2,10%,1017.4 Hpa,260º (W ),18.0,3/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,26/01/2014,09Z,11.2,10%,1018.2 Hpa,280º (W ),14.4,4/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,26/01/2014,06Z,4.2,29%,1022.1 Hpa,270º (W ),21.6,4/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,26/01/2014,03Z,-1.8,50%,1021.9 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,-2.6,Clear
ABADEH,26/01/2014,00Z,-2.2,64%,1019.4 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,26/01/2014,15Z,20.4,77%,1017.9 Hpa,calm.,,3/8,-,-,CI,-,23.8,-,"Scattered clouds, haze"
ABU MUSA,26/01/2014,12Z,23.0,151%,1017.0 Hpa,300º (NW),10.8,2/8,1/8 SC,-,CI,-,-,-,"Few clouds, haze"
ABU MUSA,26/01/2014,09Z,22.6,68%,1019.0 Hpa,330º (NW),7.2,2/8,1/8 SC,-,CI,-,-,-,"Few clouds, haze"
ABU MUSA,26/01/2014,06Z,22.0,88%,1020.1 Hpa,calm.,,1/8,1/8 ST,-,-,-,-,-,"Few clouds, haze"
ABU MUSA,26/01/2014,03Z,17.0,91%,1017.7 Hpa,calm.,,1/8,1/8 ST,-,-,-,-,15.4,"Few clouds, mist"
AHAR,26/01/2014,21Z,3.8,55%,1016.7 Hpa,260º (W ),18.0,4/8,-,1/8 AC,CI,-,-,-,Scattered clouds
AHAR,26/01/2014,18Z,3.6,60%,1018.2 Hpa,230º (SW),10.8,5/8,-,1/8 AC,CI,-,-,-,Cloudy
AHAR,26/01/2014,15Z,4.0,58%,1018.0 Hpa,290º (W ),10.8,3/8,1/8 SC,AC,CI,-,9.0,-,Scattered clouds
AHAR,26/01/2014,12Z,8.4,41%,1016.4 Hpa,230º (SW),18.0,5/8,1/8 CU,AC,CI,-,-,-,Cloudy
