Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,24/05/2004,18Z,29.0,28%,1006.3 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,24/05/2004,12Z,38.8,8%,1006.2 Hpa,300º (NW),36.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,24/05/2004,06Z,32.0,26%,1008.3 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,24/05/2004,00Z,25.6,26%,1005.9 Hpa,350º (N ),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2004,18Z,19.0,18%,1003.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2004,06Z,21.0,24%,1002.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,24/05/2004,00Z,12.6,30%,1002.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,24/05/2004,12Z,31.8,263%,1001.0 Hpa,260º (W ),14.4,0/8,-,-,-,-,-,-,Clear
ABU MUSA,24/05/2004,06Z,31.0,75%,-,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHAR,24/05/2004,18Z,15.8,58%,1013.4 Hpa,calm.,,6/8,3/8 CB,-,CI,-,-,-,Cloudy
AHAR,24/05/2004,12Z,21.0,31%,1010.0 Hpa,030º (NE),18.0,2/8,2/8 CU,-,-,-,-,-,Few clouds
AHAR,24/05/2004,06Z,14.4,52%,1014.5 Hpa,calm.,,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,24/05/2004,00Z,10.0,85%,1012.6 Hpa,calm.,,3/8,-,-,CI,-,-,-,Scattered clouds
AHWAZ,24/05/2004,18Z,32.0,13%,-,270º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,24/05/2004,12Z,39.0,8%,1004.3 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,24/05/2004,06Z,30.8,22%,1005.9 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,24/05/2004,00Z,24.4,31%,1005.2 Hpa,310º (NW),10.8,0/8,-,-,-,-,-,-,Clear
