Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,18/04/2011,21Z,24.0,34%,1011.9 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,18/04/2011,18Z,27.0,22%,1011.6 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,18/04/2011,15Z,34.4,8%,1010.9 Hpa,330º (NW),25.2,0/8,-,-,-,-,37.4,-,"Clear, dust"
ABADAN,18/04/2011,12Z,36.2,7%,1011.4 Hpa,350º (N ),36.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,18/04/2011,09Z,35.8,7%,1014.5 Hpa,350º (N ),36.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,18/04/2011,06Z,27.6,19%,1015.8 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,18/04/2011,03Z,19.2,41%,1014.1 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,19.2,"Clear, haze"
ABADAN,18/04/2011,00Z,22.6,27%,1013.2 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,18/04/2011,21Z,10.8,27%,1011.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,18/04/2011,18Z,15.0,19%,1010.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,18/04/2011,15Z,19.0,14%,1012.8 Hpa,010º (N),7.2,3/8,3/8 SC,-,-,-,21.4,-,Scattered clouds
ABADEH,18/04/2011,12Z,20.6,12%,1012.6 Hpa,140º (SE),10.8,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
ABADEH,18/04/2011,09Z,19.6,15%,1014.5 Hpa,020º (N),7.2,1/8,1/8 CU,-,-,-,-,-,Few clouds
ABADEH,18/04/2011,06Z,16.6,16%,1015.0 Hpa,340º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,18/04/2011,03Z,5.2,28%,1016.3 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,4.8,Clear
ABADEH,18/04/2011,00Z,5.8,28%,1014.0 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,18/04/2011,15Z,24.8,80%,1007.7 Hpa,240º (SW),18.0,,-,-,-,-,28.0,-,haze
ABU MUSA,18/04/2011,12Z,26.6,122%,1009.5 Hpa,240º (SW),14.4,,-,-,-,-,-,-,dust
ABU MUSA,18/04/2011,09Z,28.0,62%,1011.4 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,18/04/2011,06Z,26.2,124%,1013.1 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,18/04/2011,03Z,23.8,71%,1011.1 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,23.4,"Clear, haze"
AHAR,18/04/2011,21Z,7.0,81%,1017.6 Hpa,360º (N ),7.2,3/8,1/8 SC,-,CI,-,-,-,Scattered clouds
AHAR,18/04/2011,18Z,12.2,57%,1016.5 Hpa,120º (SE),14.4,6/8,5/8 SC,-,CI,-,-,-,Cloudy
AHAR,18/04/2011,15Z,17.2,42%,1014.7 Hpa,110º (E ),10.8,6/8,3/8 CU,-,CI,-,19.2,-,Cloudy
