Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,21/01/2001,21Z,10.4,89%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,21/01/2001,18Z,13.0,76%,1021.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,21/01/2001,15Z,16.2,57%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADAN,21/01/2001,12Z,19.0,45%,1021.2 Hpa,330º (NW),18.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ABADAN,21/01/2001,09Z,17.4,54%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,21/01/2001,06Z,11.4,89%,1024.0 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,21/01/2001,03Z,9.0,89%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,21/01/2001,00Z,9.0,86%,1020.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/01/2001,12Z,8.2,22%,1018.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/01/2001,06Z,-0.2,74%,1023.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/01/2001,03Z,-5.4,91%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/01/2001,00Z,-6.0,76%,1019.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,21/01/2001,06Z,21.6,166%,1018.7 Hpa,240º (SW),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,21/01/2001,21Z,-7.6,88%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
AHAR,21/01/2001,18Z,-7.6,93%,1029.8 Hpa,calm.,,3/8,2/8 ST,AC,-,-,-,-,Scattered clouds
AHAR,21/01/2001,06Z,-6.0,89%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
AHAR,21/01/2001,03Z,-6.0,91%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
AHAR,21/01/2001,00Z,-10.6,95%,1027.7 Hpa,calm.,,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, fog"
AHWAZ,21/01/2001,18Z,13.8,69%,1021.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/01/2001,06Z,12.2,74%,1022.7 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,21/01/2001,00Z,10.6,82%,1020.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/01/2001,21Z,-9.2,75%,-,120º (SE),32.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/01/2001,18Z,-8.2,57%,1032.7 Hpa,120º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/01/2001,12Z,-4.2,83%,1031.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/01/2001,06Z,-9.0,81%,-,130º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/01/2001,03Z,-9.2,71%,-,120º (SE),14.4,3/8,-,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,21/01/2001,00Z,-9.2,70%,1029.2 Hpa,120º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ANZALI,21/01/2001,18Z,4.4,86%,1028.4 Hpa,280º (W ),7.2,2/8,1/8 CB,AC,-,1.0(6h),-,-,Few clouds
ANZALI,21/01/2001,06Z,5.2,91%,1031.4 Hpa,330º (NW),28.8,8/8,5/8 CB,AC,,8.0(6h),-,-,"Overcast, rain"
ANZALI,21/01/2001,00Z,4.8,88%,1026.7 Hpa,calm.,,7/8,7/8 ST,-,-,0.1(6h),-,-,"Cloudy, drizzle"
ARAK,21/01/2001,21Z,-1.8,75%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,21/01/2001,18Z,-0.6,64%,1022.7 Hpa,calm.,,2/8,2/8 SC,-,-,-,-,-,Few clouds
ARAK,21/01/2001,15Z,2.0,60%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
ARAK,21/01/2001,12Z,4.2,58%,1024.3 Hpa,090º (E ),7.2,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ARAK,21/01/2001,09Z,1.2,54%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,21/01/2001,03Z,-5.6,76%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ARAK,21/01/2001,00Z,-3.6,79%,1026.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,21/01/2001,18Z,-6.4,100%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
ARDEBIL,21/01/2001,12Z,-2.6,77%,1027.5 Hpa,calm.,,5/8,3/8 SC,AC,-,-,-,-,Cloudy
ARDEBIL,21/01/2001,06Z,-7.2,101%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
ARDEBIL,21/01/2001,03Z,-3.0,73%,-,calm.,,8/8,8/8 ST,,,-,-,-,Overcast
ARDEBIL,21/01/2001,00Z,-14.0,98%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
BABULSAR,21/01/2001,21Z,1.6,85%,-,120º (SE),7.2,0/8,-,-,-,-,-,-,Clear
BABULSAR,21/01/2001,18Z,2.8,78%,1029.1 Hpa,090º (E ),7.2,0/8,-,-,-,-,-,-,Clear
BABULSAR,21/01/2001,15Z,4.4,74%,-,100º (E ),7.2,1/8,-,-,-,-,-,-,Few clouds
BABULSAR,21/01/2001,12Z,6.6,60%,-,070º (E ),9.3,4/8,-,-,-,-,-,-,Scattered clouds
BABULSAR,21/01/2001,09Z,5.8,70%,-,060º (NE),18.0,7/8,-,-,-,-,-,-,Cloudy
BABULSAR,21/01/2001,06Z,4.0,83%,-,070º (E ),21.6,8/8,-,-,-,-,-,-,Overcast
BABULSAR,21/01/2001,03Z,3.8,89%,-,120º (SE),14.4,8/8,-,-,-,-,-,-,Overcast
BABULSAR,21/01/2001,00Z,1.4,89%,1026.4 Hpa,090º (E ),7.2,0/8,-,-,-,-,-,-,Clear
BAFT,21/01/2001,21Z,-1.0,31%,-,360º (N ),14.4,0/8,-,-,-,-,-,-,Clear
BAFT,21/01/2001,18Z,-1.4,31%,1020.7 Hpa,360º (N ),18.0,0/8,-,-,-,-,-,-,Clear
BAFT,21/01/2001,06Z,4.2,52%,1019.9 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,Clear
BAFT,21/01/2001,03Z,-3.4,67%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,21/01/2001,00Z,-0.8,40%,1017.1 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,Clear
BAM,21/01/2001,21Z,6.4,54%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
BAM,21/01/2001,18Z,7.4,55%,1021.4 Hpa,calm.,,1/8,1/8 SC,-,-,-,-,-,Few clouds
BAM,21/01/2001,06Z,9.0,56%,1022.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAM,21/01/2001,03Z,4.8,74%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BAM,21/01/2001,00Z,6.2,55%,1019.1 Hpa,calm.,,4/8,4/8 CB,-,-,-,-,-,Scattered clouds
BANDAR LENGEH,21/01/2001,15Z,23.2,39%,-,210º (SW),7.2,0/8,-,-,-,-,-,-,Clear
BANDAR LENGEH,21/01/2001,06Z,20.0,49%,1017.0 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
BANDAR LENGEH,21/01/2001,03Z,14.4,72%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BANDARABBASS,21/01/2001,18Z,18.2,75%,1016.3 Hpa,250º (W ),7.2,0/8,-,-,-,-,-,-34.9,"Clear, haze"
BANDARABBASS,21/01/2001,06Z,18.6,72%,1019.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
BANDARABBASS,21/01/2001,00Z,13.0,87%,1016.2 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
BIRJAND,21/01/2001,21Z,-2.0,70%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,21/01/2001,18Z,1.8,57%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
BIRJAND,21/01/2001,15Z,3.6,,-,280º (W ),7.2,4/8,-,-,-,-,-,-,Scattered clouds
