Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,21/08/2010,21Z,31.4,66%,998.6 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,21/08/2010,18Z,35.4,46%,998.3 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,21/08/2010,15Z,44.2,17%,997.3 Hpa,210º (SW),10.8,0/8,-,-,-,-,49.0,-,Clear
ABADAN,21/08/2010,12Z,48.0,11%,998.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,21/08/2010,09Z,46.0,11%,1000.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,21/08/2010,06Z,36.8,19%,1001.5 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,21/08/2010,03Z,28.2,39%,1001.2 Hpa,calm.,,0/8,-,-,-,-,-,28.2,"Clear, haze"
ABADAN,21/08/2010,00Z,29.2,45%,1000.8 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2010,21Z,20.0,19%,998.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2010,18Z,24.0,13%,999.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2010,15Z,30.8,9%,999.5 Hpa,360º (N ),10.8,0/8,-,-,-,-,32.8,-,Clear
ABADEH,21/08/2010,12Z,32.2,10%,1000.2 Hpa,020º (N),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2010,09Z,30.8,12%,1001.1 Hpa,220º (SW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2010,06Z,26.8,15%,1003.1 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,21/08/2010,03Z,15.4,23%,1004.9 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,14.6,Clear
ABADEH,21/08/2010,00Z,15.0,21%,1003.9 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,21/08/2010,15Z,33.4,62%,999.0 Hpa,340º (N ),10.8,3/8,-,-,CI,-,36.0,-,"Scattered clouds, haze"
ABU MUSA,21/08/2010,12Z,35.6,73%,999.7 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,21/08/2010,09Z,35.2,51%,1001.4 Hpa,210º (SW),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,21/08/2010,06Z,34.2,79%,1002.7 Hpa,180º (S ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,21/08/2010,03Z,31.6,81%,1001.6 Hpa,090º (E ),10.8,0/8,-,-,-,-,-,30.4,"Clear, mist"
AHAR,21/08/2010,21Z,22.4,42%,1007.7 Hpa,090º (E ),10.8,7/8,7/8 CB,-,-,-,-,-,Cloudy
AHAR,21/08/2010,18Z,22.6,52%,1007.6 Hpa,090º (E ),18.0,7/8,7/8 CB,-,-,-,-,-,Cloudy
AHAR,21/08/2010,15Z,25.6,37%,1006.3 Hpa,360º (N ),10.8,0/8,-,-,-,-,29.0,-,Clear
AHAR,21/08/2010,12Z,28.4,32%,1005.1 Hpa,060º (NE),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,21/08/2010,09Z,27.2,35%,1006.0 Hpa,120º (SE),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,21/08/2010,06Z,23.8,46%,1007.4 Hpa,090º (E ),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,21/08/2010,03Z,17.2,71%,1008.0 Hpa,Vble.,,0/8,-,-,-,-,-,17.0,Clear
AHAR,21/08/2010,00Z,18.6,69%,1006.8 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2010,21Z,33.6,63%,998.4 Hpa,150º (SE),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,21/08/2010,18Z,37.0,30%,997.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2010,15Z,44.4,13%,996.4 Hpa,250º (W ),7.2,0/8,-,-,-,-,47.8,-,Clear
AHWAZ,21/08/2010,12Z,47.2,11%,997.3 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2010,09Z,45.2,12%,999.6 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2010,06Z,37.4,33%,1001.1 Hpa,140º (SE),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,21/08/2010,03Z,30.0,29%,1000.6 Hpa,calm.,,0/8,-,-,-,-,-,29.0,Clear
AHWAZ,21/08/2010,00Z,31.4,29%,1000.1 Hpa,150º (SE),3.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/08/2010,21Z,25.4,16%,996.9 Hpa,120º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/08/2010,18Z,28.2,13%,997.2 Hpa,090º (E ),28.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/08/2010,15Z,33.2,12%,997.8 Hpa,130º (SE),14.4,0/8,-,-,-,-,35.6,-,Clear
ALI-GOODARZ,21/08/2010,12Z,34.8,11%,996.8 Hpa,110º (E ),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/08/2010,09Z,32.8,12%,999.9 Hpa,090º (E ),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/08/2010,06Z,28.2,18%,1001.8 Hpa,180º (S ),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,21/08/2010,03Z,17.6,25%,1003.7 Hpa,110º (E ),18.0,0/8,-,-,-,-,-,17.4,Clear
ALI-GOODARZ,21/08/2010,00Z,22.2,22%,1000.9 Hpa,140º (SE),14.4,0/8,-,-,-,-,-,-,Clear
ANZALI,21/08/2010,21Z,26.2,92%,1011.6 Hpa,330º (NW),32.4,8/8,6/8 CB,AC,,-,-,-,"Overcast, rain"
ANZALI,21/08/2010,18Z,27.0,87%,1011.3 Hpa,010º (N),21.6,8/8,6/8 CB,AC,,0.4(6h),-,-,"Overcast, rain"
ANZALI,21/08/2010,15Z,30.2,63%,1009.3 Hpa,090º (E ),18.0,7/8,5/8 CB,AC,-,-,32.0,-,Cloudy
ANZALI,21/08/2010,12Z,31.0,94%,1009.1 Hpa,060º (NE),18.0,5/8,3/8 CU,AC,-,-,-,-,Cloudy
ANZALI,21/08/2010,09Z,31.6,71%,1010.1 Hpa,360º (N ),18.0,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
ANZALI,21/08/2010,06Z,30.2,54%,1010.4 Hpa,calm.,,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ANZALI,21/08/2010,03Z,27.0,79%,1008.9 Hpa,calm.,,0/8,-,-,-,-,-,26.0,Clear
ARAK,21/08/2010,21Z,28.0,15%,996.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,21/08/2010,18Z,30.0,12%,997.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,21/08/2010,15Z,33.6,11%,998.2 Hpa,070º (E ),7.2,0/8,-,-,-,-,37.4,-,Clear
ARAK,21/08/2010,12Z,37.0,5%,996.8 Hpa,040º (NE),7.2,0/8,-,-,-,-,-,-,Clear
ARAK,21/08/2010,09Z,35.2,7%,1000.3 Hpa,200º (S ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ARAK,21/08/2010,06Z,30.0,15%,1002.3 Hpa,040º (NE),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ARAK,21/08/2010,03Z,20.2,22%,1003.4 Hpa,calm.,,0/8,-,-,-,-,-,20.0,Clear
ARAK,21/08/2010,00Z,25.0,17%,1000.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,21/08/2010,21Z,18.6,98%,1008.0 Hpa,050º (NE),21.6,8/8,8/8 ST,,,-,-,-,"Overcast, mist"
ARDEBIL,21/08/2010,18Z,19.2,98%,1008.2 Hpa,040º (NE),32.4,8/8,8/8 ST,,,-,-,-,"Overcast, mist"
ARDEBIL,21/08/2010,15Z,20.0,94%,1008.6 Hpa,040º (NE),25.2,8/8,8/8 ST,,,-,26.8,-,"Overcast, mist"
ARDEBIL,21/08/2010,12Z,22.6,81%,1007.1 Hpa,050º (NE),50.4,5/8,4/8 CB,AC,-,-,-,-,"Cloudy, mist"
