Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,25/07/2000,21Z,32.4,59%,-,180º (S ),10.8,3/8,-,0/8 AC,-,-,-,-,Scattered clouds
ABADAN,25/07/2000,18Z,35.2,42%,999.4 Hpa,180º (S ),18.0,2/8,-,0/8 AC,-,-,-,-,Few clouds
ABADAN,25/07/2000,15Z,40.8,22%,998.4 Hpa,140º (SE),7.2,3/8,-,0/8 AC,CI,-,46.6,-,Scattered clouds
ABADAN,25/07/2000,12Z,44.4,20%,999.2 Hpa,130º (SE),10.8,3/8,-,0/8 AC,-,-,-,-,"Scattered clouds, haze"
ABADAN,25/07/2000,09Z,45.2,18%,-,200º (S ),14.4,1/8,-,-,-,-,-,-,Few clouds
ABADAN,25/07/2000,06Z,38.0,36%,1001.0 Hpa,210º (SW),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABADAN,25/07/2000,03Z,30.2,79%,999.8 Hpa,150º (SE),10.8,1/8,-,-,CI,-,-,30.2,"Few clouds, haze"
ABADAN,25/07/2000,00Z,33.4,70%,999.3 Hpa,090º (E ),10.8,3/8,-,0/8 AC,-,-,-,-,Scattered clouds
ABADEH,25/07/2000,18Z,24.4,11%,1003.3 Hpa,040º (NE),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,25/07/2000,12Z,29.2,8%,1003.4 Hpa,020º (N),28.8,1/8,1/8 CU,-,-,-,-,-,Few clouds
ABADEH,25/07/2000,06Z,25.0,8%,1004.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,25/07/2000,00Z,13.6,26%,1005.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,25/07/2000,12Z,36.0,208%,1000.0 Hpa,240º (SW),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,25/07/2000,06Z,35.0,10%,1002.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,25/07/2000,18Z,23.4,32%,1010.4 Hpa,calm.,,1/8,1/8 SC,-,-,-,-,-,Few clouds
AHAR,25/07/2000,12Z,28.6,20%,1008.7 Hpa,050º (NE),25.2,1/8,-,1/8 AC,-,-,-,-,Few clouds
AHAR,25/07/2000,06Z,24.0,28%,1009.9 Hpa,120º (SE),18.0,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
AHAR,25/07/2000,03Z,17.0,45%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
