Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,01/01/2004,21Z,16.6,79%,1015.6 Hpa,120º (SE),7.2,6/8,3/8 SC,AC,-,-,-,-,Cloudy
ABADAN,01/01/2004,18Z,15.0,67%,1016.8 Hpa,100º (E ),10.8,5/8,2/8 SC,AC,-,-,-,-,Cloudy
ABADAN,01/01/2004,15Z,16.4,45%,1016.8 Hpa,120º (SE),14.4,0/8,-,-,-,-,20.0,-,Clear
ABADAN,01/01/2004,12Z,,,-,100º (E ),21.6,0/8,-,-,-,19.0(12h),-,-,Clear
ABADAN,01/01/2004,09Z,18.6,41%,1020.9 Hpa,120º (SE),14.4,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADAN,01/01/2004,06Z,13.0,66%,1022.5 Hpa,calm.,,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, haze"
ABADAN,01/01/2004,03Z,9.0,89%,1021.1 Hpa,calm.,,6/8,-,6/8 AC,-,-,-,8.4,"Cloudy, mist"
ABADAN,01/01/2004,00Z,17.0,83%,-,120º (SE),10.8,8/8,-,-,-,-,-,-,Overcast
ABADEH,01/01/2004,12Z,11.2,47%,1018.7 Hpa,270º (W ),10.8,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ABADEH,01/01/2004,06Z,-0.2,75%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,01/01/2004,00Z,2.2,78%,1015.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,01/01/2004,09Z,22.2,62%,-,090º (E ),10.8,1/8,-,-,-,-,-,-,Few clouds
ABU MUSA,01/01/2004,06Z,22.4,56%,-,090º (E ),14.4,3/8,-,-,-,-,-,-,Scattered clouds
AHAR,01/01/2004,18Z,-1.4,64%,1017.5 Hpa,270º (W ),25.2,4/8,-,1/8 AC,CI,-,-,-,Scattered clouds
AHAR,01/01/2004,12Z,0.4,52%,1023.3 Hpa,210º (SW),32.4,2/8,1/8 CU,-,CI,-,-,-,Few clouds
AHAR,01/01/2004,06Z,-4.0,66%,1028.4 Hpa,300º (NW),32.4,1/8,1/8 CU,-,CI,-,-,-,Few clouds
AHAR,01/01/2004,00Z,-1.2,50%,1019.3 Hpa,calm.,,6/8,-,2/8 AC,CI,-,-,-,Cloudy
AHWAZ,01/01/2004,18Z,13.6,85%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
AHWAZ,01/01/2004,12Z,17.4,55%,1018.1 Hpa,130º (SE),10.8,5/8,5/8 CB,-,-,-,-,-,"Cloudy, haze"
AHWAZ,01/01/2004,06Z,8.0,100%,1022.6 Hpa,070º (E ),7.2,8/8,8/8 SC,-,-,Tr(6h),-,-,"Overcast, mist"
AHWAZ,01/01/2004,00Z,13.8,81%,1016.2 Hpa,110º (E ),7.2,4/8,-,4/8 AC,-,-,-,-,Scattered clouds
ALI-GOODARZ,01/01/2004,18Z,3.4,76%,1021.0 Hpa,100º (E ),21.6,6/8,4/8 CB,AC,-,-,-,-,Cloudy
ALI-GOODARZ,01/01/2004,12Z,7.2,45%,1020.6 Hpa,240º (SW),14.4,3/8,3/8 CU,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,01/01/2004,06Z,-1.8,64%,-,140º (SE),14.4,1/8,-,-,-,-,-,-,Few clouds
ALI-GOODARZ,01/01/2004,00Z,2.4,63%,-,090º (E ),18.0,8/8,-,-,-,-,-,-,Overcast
ANZALI,01/01/2004,18Z,8.4,86%,1020.9 Hpa,calm.,,7/8,-,3/8 AC,CI,-,-,-,Cloudy
ANZALI,01/01/2004,12Z,10.2,76%,1021.8 Hpa,360º (N ),10.8,6/8,1/8 CU,AC,CI,-,-,-,Cloudy
ANZALI,01/01/2004,06Z,7.4,80%,1026.0 Hpa,200º (S ),7.2,3/8,3/8 CU,-,CI,-,-,-,Scattered clouds
ANZALI,01/01/2004,00Z,7.2,94%,1018.2 Hpa,calm.,,7/8,3/8 CU,-,CI,-,-,-,"Cloudy, mist"
ARAK,01/01/2004,21Z,-0.4,118%,-,calm.,,6/8,6/8 CB,-,-,-,-,-,"Cloudy, rain showers"
ARAK,01/01/2004,15Z,-0.2,85%,1024.0 Hpa,calm.,,4/8,4/8 SC,-,-,-,1.6,-,"Scattered clouds, mist"
ARAK,01/01/2004,12Z,1.0,77%,1024.3 Hpa,calm.,,5/8,5/8 ST,AC,-,-,-,-,"Cloudy, haze"
ARAK,01/01/2004,09Z,-0.8,84%,1026.8 Hpa,calm.,,5/8,5/8 ST,-,-,-,-,-,"Cloudy, mist"
ARAK,01/01/2004,06Z,-2.6,89%,-,calm.,,8/8,-,-,-,-,-,-,Overcast
ARAK,01/01/2004,03Z,-3.4,88%,1028.4 Hpa,calm.,,2/8,1/8 SC,-,CI,-,-,-3.6,"Few clouds, mist"
ARAK,01/01/2004,00Z,-0.4,88%,1020.4 Hpa,calm.,,6/8,6/8 CB,-,CI,2.0(6h),-,-,"Cloudy, rain showers"
ARDEBIL,01/01/2004,18Z,0.0,65%,1020.3 Hpa,calm.,,4/8,-,-,CI,-,-,-,Scattered clouds
ARDEBIL,01/01/2004,12Z,2.2,41%,1020.0 Hpa,220º (SW),36.0,3/8,-,-,CI,-,-,-,Scattered clouds
ARDEBIL,01/01/2004,06Z,-1.2,54%,1023.2 Hpa,260º (W ),25.2,0/8,-,-,-,-,-,-,Clear
ARDEBIL,01/01/2004,00Z,-2.6,58%,1017.8 Hpa,calm.,,3/8,-,-,CI,-,-,-,Scattered clouds
BABULSAR,01/01/2004,21Z,5.8,87%,1019.4 Hpa,calm.,,5/8,-,-,CI,-,-,-,Cloudy
BABULSAR,01/01/2004,18Z,7.2,79%,1021.0 Hpa,070º (E ),7.2,3/8,-,-,CI,-,-,-,Scattered clouds
BABULSAR,01/01/2004,15Z,8.0,80%,1022.3 Hpa,100º (E ),10.8,3/8,1/8 SC,-,CI,-,11.4,-,Scattered clouds
BABULSAR,01/01/2004,12Z,10.0,71%,1022.3 Hpa,060º (NE),21.6,5/8,2/8 CU,-,CI,-,-,-,Cloudy
