Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,14/01/2001,21Z,10.0,89%,-,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,14/01/2001,18Z,11.8,86%,1023.8 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,14/01/2001,15Z,14.6,73%,-,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,14/01/2001,12Z,16.4,69%,1022.9 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,14/01/2001,09Z,12.2,89%,-,280º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,14/01/2001,06Z,8.8,97%,1024.9 Hpa,280º (W ),18.0,,-,-,-,-,-,-,fog
ABADAN,14/01/2001,03Z,8.0,94%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,14/01/2001,00Z,8.2,89%,1022.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/01/2001,21Z,-1.4,47%,-,340º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,14/01/2001,18Z,1.4,39%,1026.3 Hpa,010º (N),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,14/01/2001,15Z,7.0,16%,-,270º (W ),25.2,0/8,-,-,-,-,-,-,Clear
ABADEH,14/01/2001,12Z,12.4,10%,1020.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/01/2001,09Z,10.4,19%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
ABADEH,14/01/2001,06Z,1.0,50%,1027.0 Hpa,330º (NW),7.2,4/8,-,-,CI,-,-,-,Scattered clouds
ABADEH,14/01/2001,03Z,-4.0,62%,-,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,14/01/2001,12Z,22.4,22%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,14/01/2001,06Z,21.0,24%,1021.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,14/01/2001,21Z,2.0,52%,-,270º (W ),21.6,0/8,-,-,-,-,-,-,Clear
AHAR,14/01/2001,18Z,3.8,48%,1020.2 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,14/01/2001,15Z,5.8,38%,-,270º (W ),18.0,3/8,-,-,-,-,-,-,Scattered clouds
AHAR,14/01/2001,12Z,8.6,32%,1018.1 Hpa,200º (S ),39.6,6/8,1/8 CU,-,CI,-,-,-,Cloudy
AHAR,14/01/2001,09Z,7.6,36%,-,210º (SW),36.0,5/8,-,-,-,-,-,-,Cloudy
AHAR,14/01/2001,06Z,2.4,63%,1023.5 Hpa,calm.,,5/8,1/8 CU,-,CI,-,-,-,Cloudy
AHAR,14/01/2001,03Z,1.0,59%,-,270º (W ),61.2,1/8,-,-,-,-,-,-,Few clouds
AHAR,14/01/2001,00Z,1.6,60%,1019.1 Hpa,280º (W ),18.0,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
AHWAZ,14/01/2001,21Z,10.0,91%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/01/2001,18Z,11.4,85%,1023.3 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-6.7,"Clear, mist"
AHWAZ,14/01/2001,15Z,13.6,78%,-,290º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,14/01/2001,12Z,14.6,70%,1022.7 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,14/01/2001,09Z,10.0,91%,-,280º (W ),10.8,8/8,-,-,-,-,-,-,Overcast
AHWAZ,14/01/2001,06Z,7.4,100%,-,280º (W ),10.8,,-,-,-,-,-,-,-
AHWAZ,14/01/2001,03Z,8.2,97%,-,290º (W ),7.2,5/8,-,-,-,-,-,-,Cloudy
