Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,03/05/2023,21Z,26.9,21%,1013.6 Hpa,310º (NW),28.8,0/8,-,-,-,-,-,-,Clear
ABADAN,03/05/2023,18Z,29.0,22%,1013.3 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,03/05/2023,15Z,33.9,15%,1011.3 Hpa,330º (NW),18.0,0/8,-,-,-,-,36.0,22.0,Clear
ABADAN,03/05/2023,12Z,35.6,10%,1012.1 Hpa,350º (N ),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,03/05/2023,09Z,33.7,14%,1013.9 Hpa,310º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,03/05/2023,06Z,27.9,21%,1014.5 Hpa,300º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,03/05/2023,03Z,22.8,26%,1013.7 Hpa,310º (NW),14.4,0/8,-,-,-,-,34.4,22.0,Clear
ABADAN,03/05/2023,00Z,23.8,24%,1013.3 Hpa,330º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,03/05/2023,21Z,11.3,21%,1008.5 Hpa,260º (W ),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,03/05/2023,18Z,16.0,16%,1007.7 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,03/05/2023,15Z,22.3,9%,1005.0 Hpa,270º (W ),14.4,0/8,-,-,-,-,25.3,11.1,Clear
ABADEH,03/05/2023,12Z,24.9,8%,1004.5 Hpa,210º (SW),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,03/05/2023,09Z,23.2,9%,1005.9 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,03/05/2023,06Z,19.1,12%,1008.1 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,03/05/2023,03Z,11.3,28%,1009.0 Hpa,330º (NW),3.6,0/8,-,-,-,-,22.4,6.6,Clear
ABADEH,03/05/2023,00Z,8.8,33%,1007.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
