Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,14/10/2006,21Z,28.4,38%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,14/10/2006,18Z,30.2,34%,-,090º (E ),10.8,5/8,-,-,-,-,-,-,Cloudy
ABADAN,14/10/2006,15Z,35.4,27%,-,340º (N ),10.8,5/8,-,-,-,-,-,-,Cloudy
ABADAN,14/10/2006,12Z,39.2,17%,-,340º (N ),10.8,5/8,-,-,-,-,-,-,Cloudy
ABADAN,14/10/2006,09Z,38.6,22%,-,calm.,,4/8,-,-,-,-,-,-,Scattered clouds
ABADAN,14/10/2006,06Z,31.4,33%,-,120º (SE),7.2,5/8,-,-,-,-,-,-,Cloudy
ABADAN,14/10/2006,03Z,25.2,51%,-,100º (E ),18.0,3/8,-,-,-,-,-,-,Scattered clouds
ABADAN,14/10/2006,00Z,24.2,61%,1013.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/10/2006,21Z,13.8,44%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/10/2006,18Z,17.0,37%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/10/2006,15Z,21.0,25%,-,030º (NE),18.0,4/8,-,-,-,-,-,-,Scattered clouds
ABADEH,14/10/2006,12Z,25.4,18%,-,360º (N ),14.4,5/8,-,-,-,-,-,-,Cloudy
ABADEH,14/10/2006,09Z,25.0,22%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
ABADEH,14/10/2006,06Z,17.8,34%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
ABADEH,14/10/2006,03Z,10.6,49%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
ABADEH,14/10/2006,00Z,11.2,50%,1013.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,14/10/2006,15Z,32.4,59%,-,280º (W ),21.6,4/8,-,-,-,-,-,-,Scattered clouds
ABU MUSA,14/10/2006,12Z,34.2,58%,-,280º (W ),18.0,1/8,-,-,-,-,-,-,Few clouds
ABU MUSA,14/10/2006,09Z,33.4,64%,-,250º (W ),14.4,0/8,-,-,-,-,-,-,Clear
ABU MUSA,14/10/2006,06Z,32.6,66%,-,240º (SW),7.2,1/8,-,-,-,-,-,-,Few clouds
ABU MUSA,14/10/2006,03Z,29.8,75%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
AHAR,14/10/2006,21Z,11.0,88%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
AHAR,14/10/2006,18Z,11.4,90%,-,110º (E ),10.8,7/8,-,-,-,-,-,-,Cloudy
AHAR,14/10/2006,15Z,13.8,74%,-,120º (SE),14.4,7/8,-,-,-,-,-,-,Cloudy
AHAR,14/10/2006,12Z,21.4,25%,-,210º (SW),21.6,6/8,-,-,-,-,-,-,Cloudy
AHAR,14/10/2006,09Z,18.0,50%,-,120º (SE),7.2,6/8,-,-,-,-,-,-,Cloudy
AHAR,14/10/2006,06Z,12.0,77%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
AHAR,14/10/2006,03Z,8.0,92%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
AHAR,14/10/2006,00Z,10.8,90%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
AHWAZ,14/10/2006,21Z,28.6,34%,-,330º (NW),7.2,5/8,-,-,-,-,-,-,Cloudy
AHWAZ,14/10/2006,18Z,31.4,26%,-,350º (N ),7.2,3/8,-,-,-,-,-,-,Scattered clouds
AHWAZ,14/10/2006,15Z,33.8,25%,-,350º (N ),10.8,5/8,-,-,-,-,-,-,Cloudy
AHWAZ,14/10/2006,12Z,38.8,16%,-,360º (N ),14.4,4/8,-,-,-,-,-,-,Scattered clouds
AHWAZ,14/10/2006,09Z,38.4,17%,-,030º (NE),10.8,6/8,-,-,-,-,-,-,Cloudy
AHWAZ,14/10/2006,06Z,30.8,32%,-,350º (N ),10.8,2/8,-,-,-,-,-,-,Few clouds
AHWAZ,14/10/2006,03Z,25.8,43%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
