Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,11/10/2016,21Z,25.8,27%,1009.8 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,11/10/2016,18Z,26.4,32%,1010.0 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,11/10/2016,15Z,31.4,20%,1008.8 Hpa,300º (NW),10.8,0/8,-,-,-,-,39.1,-,Clear
ABADAN,11/10/2016,12Z,38.6,9%,1008.5 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,11/10/2016,09Z,37.0,10%,1009.9 Hpa,240º (SW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,11/10/2016,06Z,28.3,18%,1011.3 Hpa,240º (SW),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,11/10/2016,03Z,19.6,48%,1009.9 Hpa,calm.,,0/8,-,-,-,-,-,19.6,Clear
ABADAN,11/10/2016,00Z,23.4,27%,1009.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,11/10/2016,21Z,10.2,23%,1011.1 Hpa,340º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,11/10/2016,18Z,12.4,19%,1012.3 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,11/10/2016,15Z,20.2,13%,1010.1 Hpa,010º (N),10.8,0/8,-,-,-,-,23.6,-,Clear
ABADEH,11/10/2016,12Z,23.4,12%,1007.9 Hpa,300º (NW),21.6,2/8,-,2/8 AC,-,-,-,-,Few clouds
ABADEH,11/10/2016,09Z,23.0,14%,1007.6 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,-,Few clouds
ABADEH,11/10/2016,06Z,18.4,23%,1011.4 Hpa,calm.,,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADEH,11/10/2016,03Z,10.0,37%,1011.5 Hpa,340º (N ),7.2,1/8,-,1/8 AC,-,-,-,9.8,Few clouds
ABADEH,11/10/2016,00Z,12.6,31%,1007.5 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,11/10/2016,15Z,32.0,51%,1006.6 Hpa,270º (W ),18.0,0/8,-,-,-,-,35.0,-,Clear
ABU MUSA,11/10/2016,12Z,32.8,85%,1007.2 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABU MUSA,11/10/2016,09Z,33.6,42%,1008.6 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABU MUSA,11/10/2016,06Z,32.6,150%,1009.4 Hpa,270º (W ),21.6,0/8,-,-,-,-,-,-,Clear
ABU MUSA,11/10/2016,03Z,30.2,61%,1007.3 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,30.0,Clear
AHAR,11/10/2016,21Z,13.8,83%,1013.3 Hpa,110º (E ),7.2,6/8,6/8 CB,-,-,-,-,-,Cloudy
AHAR,11/10/2016,18Z,14.4,79%,1013.8 Hpa,080º (E ),7.2,2/8,2/8 SC,-,-,-,-,-,Few clouds
AHAR,11/10/2016,15Z,18.0,57%,1012.6 Hpa,080º (E ),10.8,5/8,-,-,CI,-,23.2,-,Cloudy
AHAR,11/10/2016,12Z,22.2,40%,1010.8 Hpa,140º (SE),18.0,5/8,-,-,CI,-,-,-,Cloudy
