Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,14/08/2000,21Z,31.2,68%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,14/08/2000,18Z,38.6,16%,1000.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,14/08/2000,12Z,45.4,20%,1001.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,14/08/2000,06Z,36.8,63%,1003.0 Hpa,calm.,,2/8,-,0/8 AC,-,-,-,-,"Few clouds, haze"
ABADAN,14/08/2000,03Z,32.4,87%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
ABADAN,14/08/2000,00Z,30.0,30%,1000.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/08/2000,21Z,17.6,27%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/08/2000,18Z,22.4,15%,1000.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/08/2000,15Z,29.0,8%,-,360º (N ),18.0,1/8,-,-,-,-,-,-,Few clouds
ABADEH,14/08/2000,09Z,28.8,10%,-,330º (NW),21.6,1/8,-,-,-,-,-,-,Few clouds
ABADEH,14/08/2000,06Z,25.6,13%,1005.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,14/08/2000,03Z,15.8,21%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,14/08/2000,00Z,15.4,22%,1002.5 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,14/08/2000,12Z,35.4,10%,1001.7 Hpa,280º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,14/08/2000,06Z,34.6,225%,1004.5 Hpa,140º (SE),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
AHAR,14/08/2000,21Z,22.0,51%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,14/08/2000,18Z,24.6,43%,1004.2 Hpa,100º (E ),7.2,4/8,2/8 SC,AC,CI,-,-,-,Scattered clouds
