Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,01/02/2000,18Z,12.8,55%,1019.3 Hpa,calm.,,6/8,-,0/8 AC,-,-,-,-,Cloudy
ABADAN,01/02/2000,15Z,14.8,45%,-,360º (N ),14.4,6/8,-,-,-,-,-,-,Cloudy
ABADAN,01/02/2000,12Z,17.0,67%,1018.4 Hpa,360º (N ),10.8,3/8,-,-,CI,-,-,-,Scattered clouds
ABADAN,01/02/2000,06Z,8.8,72%,1022.5 Hpa,calm.,,7/8,1/8 SC,AC,-,-,-,-,Cloudy
ABADAN,01/02/2000,03Z,5.8,74%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,01/02/2000,00Z,8.6,65%,1018.8 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,01/02/2000,00Z,-1.0,69%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,01/02/2000,00Z,-3.6,62%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,01/02/2000,18Z,11.2,67%,1018.7 Hpa,300º (NW),7.2,4/8,4/8 SC,-,-,-,-,-,"Scattered clouds, haze"
AHWAZ,01/02/2000,12Z,14.2,48%,-,320º (NW),7.2,8/8,-,-,-,-,-,-,Overcast
AHWAZ,01/02/2000,06Z,7.2,78%,1022.0 Hpa,310º (NW),7.2,6/8,1/8 SC,AC,-,-,-,-,"Cloudy, mist"
AHWAZ,01/02/2000,00Z,7.2,84%,1017.6 Hpa,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,01/02/2000,00Z,-8.6,65%,-,130º (SE),14.4,0/8,-,-,-,-,-,-,Clear
ANZALI,01/02/2000,12Z,9.8,83%,1013.5 Hpa,calm.,,7/8,-,7/8 AC,CI,-,-,-,Cloudy
ANZALI,01/02/2000,06Z,7.6,96%,1014.0 Hpa,calm.,,7/8,-,7/8 AC,CI,-,-,-,Cloudy
ARAK,01/02/2000,21Z,-16.8,82%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,01/02/2000,18Z,-14.6,81%,1031.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,01/02/2000,15Z,-11.8,70%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,01/02/2000,12Z,-6.0,68%,1028.4 Hpa,calm.,,6/8,-,2/8 AC,CI,-,-,-,"Cloudy, haze"
ARAK,01/02/2000,09Z,-10.4,74%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
ARAK,01/02/2000,06Z,-15.0,84%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
ARAK,01/02/2000,03Z,-18.0,87%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
BABULSAR,01/02/2000,21Z,7.2,97%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,01/02/2000,18Z,8.8,94%,1013.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
