Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,02/05/2022,21Z,26.8,33%,1009.0 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/05/2022,18Z,28.0,43%,1008.3 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/05/2022,15Z,32.4,25%,1006.8 Hpa,300º (NW),18.0,0/8,-,-,-,-,34.4,-,"Clear, dust"
ABADAN,02/05/2022,12Z,34.4,20%,1006.6 Hpa,300º (NW),14.4,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/05/2022,09Z,32.9,24%,1007.2 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/05/2022,06Z,29.3,32%,1007.8 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,02/05/2022,03Z,24.9,44%,1006.5 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,24.8,"Clear, dust"
ABADAN,02/05/2022,00Z,27.6,35%,1006.3 Hpa,350º (N ),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,02/05/2022,21Z,11.5,34%,1004.4 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,02/05/2022,18Z,14.5,33%,1003.8 Hpa,280º (W ),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,02/05/2022,15Z,18.4,23%,1002.4 Hpa,260º (W ),25.2,0/8,-,-,-,-,23.3,-,"Clear, dust"
ABADEH,02/05/2022,12Z,22.1,16%,999.6 Hpa,260º (W ),36.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,02/05/2022,09Z,22.2,14%,999.5 Hpa,260º (W ),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,02/05/2022,06Z,17.5,27%,1002.2 Hpa,260º (W ),14.4,0/8,-,-,-,0.1(24h),-,-,"Clear, dust"
ABADEH,02/05/2022,03Z,10.3,60%,1003.4 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,9.3,Clear
ABADEH,02/05/2022,00Z,10.8,56%,1001.8 Hpa,260º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABU MUSA,02/05/2022,15Z,27.8,71%,1002.5 Hpa,270º (W ),14.4,0/8,-,-,-,-,30.6,-,"Clear, haze"
ABU MUSA,02/05/2022,12Z,30.4,98%,1002.7 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,02/05/2022,09Z,30.0,72%,1004.6 Hpa,250º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,02/05/2022,06Z,29.4,104%,1005.7 Hpa,240º (SW),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,02/05/2022,03Z,26.4,82%,1004.2 Hpa,220º (SW),18.0,0/8,-,-,-,-,-,26.0,"Clear, mist"
AHAR,02/05/2022,21Z,9.9,89%,1012.7 Hpa,280º (W ),3.6,8/8,5/8 CB,AC,,-,-,-,Overcast
AHAR,02/05/2022,18Z,10.5,83%,1011.8 Hpa,080º (E ),7.2,8/8,5/8 CB,AC,,-,-,-,Overcast
