Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,20/08/2008,21Z,30.6,85%,1003.0 Hpa,190º (S ),7.2,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,20/08/2008,18Z,33.4,58%,1002.9 Hpa,240º (SW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,20/08/2008,15Z,40.6,22%,1001.1 Hpa,210º (SW),14.4,0/8,-,-,-,-,47.2,-,Clear
ABADAN,20/08/2008,12Z,45.8,13%,1001.3 Hpa,210º (SW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,20/08/2008,09Z,43.6,11%,1002.8 Hpa,210º (SW),10.8,3/8,1/8 SC,AC,-,-,-,-,"Scattered clouds, haze"
ABADAN,20/08/2008,06Z,36.8,26%,1002.7 Hpa,210º (SW),10.8,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, haze"
ABADAN,20/08/2008,00Z,31.0,47%,1000.8 Hpa,180º (S ),14.4,6/8,2/8 SC,AC,-,-,-,-,Cloudy
ABADEH,20/08/2008,21Z,16.4,22%,1004.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,20/08/2008,18Z,21.0,18%,1004.8 Hpa,260º (W ),7.2,1/8,1/8 SC,-,-,-,-,-,Few clouds
ABADEH,20/08/2008,15Z,27.4,13%,1005.0 Hpa,010º (N),21.6,2/8,2/8 SC,-,-,-,30.2,-,Few clouds
ABADEH,20/08/2008,12Z,30.2,13%,1002.9 Hpa,350º (N ),21.6,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
ABADEH,20/08/2008,09Z,28.8,12%,1004.4 Hpa,300º (NW),28.8,1/8,1/8 CU,-,-,-,-,-,Few clouds
ABADEH,20/08/2008,03Z,12.8,28%,1005.6 Hpa,330º (NW),10.8,1/8,-,1/8 AC,-,-,-,11.8,Few clouds
ABADEH,20/08/2008,00Z,15.2,24%,1003.1 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,20/08/2008,15Z,35.0,52%,1001.1 Hpa,040º (NE),10.8,1/8,-,-,CI,-,37.4,-,"Few clouds, haze"
ABU MUSA,20/08/2008,12Z,36.0,71%,1001.7 Hpa,030º (NE),14.4,1/8,-,-,CI,-,-,-,"Few clouds, haze"
ABU MUSA,20/08/2008,09Z,36.2,62%,1003.1 Hpa,060º (NE),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,20/08/2008,03Z,31.8,80%,1002.2 Hpa,070º (E ),10.8,1/8,-,-,CI,-,-,31.4,"Few clouds, mist"
AHAR,20/08/2008,21Z,19.4,32%,1009.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,20/08/2008,18Z,24.6,26%,1009.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,20/08/2008,15Z,28.6,19%,1009.0 Hpa,050º (NE),10.8,0/8,-,-,-,-,31.5,-,Clear
AHAR,20/08/2008,12Z,31.0,10%,1008.2 Hpa,120º (SE),14.4,0/8,-,-,-,-,-,-,Clear
AHAR,20/08/2008,09Z,29.0,14%,1009.1 Hpa,120º (SE),7.2,0/8,-,-,-,-,-,-,Clear
AHAR,20/08/2008,03Z,13.6,42%,1010.9 Hpa,Vble.,,0/8,-,-,-,-,-,13.6,Clear
AHWAZ,20/08/2008,21Z,33.0,66%,1002.1 Hpa,150º (SE),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,20/08/2008,18Z,36.0,37%,1002.4 Hpa,150º (SE),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,20/08/2008,15Z,43.6,11%,1000.2 Hpa,220º (SW),7.2,0/8,-,-,-,-,46.5,-,Clear
AHWAZ,20/08/2008,12Z,45.8,13%,1000.6 Hpa,210º (SW),14.4,1/8,-,1/8 AC,-,-,-,-,Few clouds
AHWAZ,20/08/2008,09Z,43.8,19%,1002.1 Hpa,210º (SW),18.0,2/8,-,2/8 AC,-,-,-,-,"Few clouds, haze"
AHWAZ,20/08/2008,06Z,37.8,31%,1002.3 Hpa,150º (SE),18.0,2/8,-,2/8 AC,-,-,-,-,"Few clouds, haze"
AHWAZ,20/08/2008,03Z,29.0,41%,1001.2 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,28.8,"Few clouds, haze"
AHWAZ,20/08/2008,00Z,31.4,33%,1000.1 Hpa,calm.,,2/8,-,2/8 AC,-,-,-,-,"Few clouds, haze"
ALI-GOODARZ,20/08/2008,21Z,19.8,20%,1004.3 Hpa,120º (SE),25.2,6/8,3/8 SC,AC,-,-,-,-,Cloudy
ALI-GOODARZ,20/08/2008,18Z,24.2,20%,1003.8 Hpa,060º (NE),14.4,2/8,2/8 SC,AC,-,-,-,-,Few clouds
ALI-GOODARZ,20/08/2008,15Z,28.0,15%,1004.0 Hpa,150º (SE),10.8,5/8,5/8 SC,-,-,-,31.4,-,Cloudy
ALI-GOODARZ,20/08/2008,12Z,29.8,10%,1002.8 Hpa,360º (N ),10.8,5/8,4/8 CB,-,-,-,-,-,"Cloudy, whirls"
ALI-GOODARZ,20/08/2008,09Z,29.4,14%,1003.8 Hpa,330º (NW),21.6,3/8,3/8 CU/SC,-,-,-,-,-,Scattered clouds
ALI-GOODARZ,20/08/2008,03Z,15.0,30%,1005.8 Hpa,160º (S ),21.6,0/8,-,-,-,-,-,14.8,Clear
ALI-GOODARZ,20/08/2008,00Z,17.0,30%,1003.6 Hpa,150º (SE),18.0,0/8,-,-,-,-,-,-,Clear
ANZALI,20/08/2008,21Z,25.6,79%,1010.8 Hpa,220º (SW),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,20/08/2008,18Z,28.4,67%,1011.3 Hpa,100º (E ),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,20/08/2008,15Z,29.8,66%,1010.2 Hpa,090º (E ),14.4,0/8,-,-,-,-,31.0,-,Clear
ANZALI,20/08/2008,09Z,29.8,56%,1011.7 Hpa,330º (NW),14.4,0/8,-,-,-,-,-,-,Clear
ANZALI,20/08/2008,03Z,23.0,82%,1009.8 Hpa,180º (S ),7.2,0/8,-,-,-,-,-,22.8,Clear
ANZALI,20/08/2008,00Z,23.2,89%,1009.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,20/08/2008,21Z,21.8,25%,1004.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,20/08/2008,18Z,24.4,24%,1005.0 Hpa,calm.,,2/8,2/8 SC,-,-,-,-,-,Few clouds
ARAK,20/08/2008,15Z,30.4,15%,1003.9 Hpa,020º (N),10.8,3/8,3/8 SC,-,-,-,33.2,-,Scattered clouds
ARAK,20/08/2008,12Z,32.8,14%,1003.0 Hpa,340º (N ),14.4,2/8,2/8 CU,-,-,-,-,-,Few clouds
ARAK,20/08/2008,09Z,31.8,14%,1003.4 Hpa,030º (NE),18.0,1/8,1/8 CU,-,-,-,-,-,Few clouds
ARAK,20/08/2008,06Z,25.4,21%,1005.3 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ARAK,20/08/2008,03Z,15.0,42%,1006.9 Hpa,calm.,,0/8,-,-,-,-,-,15.0,Clear
ARAK,20/08/2008,00Z,17.4,32%,1004.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,20/08/2008,18Z,20.6,54%,1009.5 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ARDEBIL,20/08/2008,15Z,26.0,38%,1011.4 Hpa,060º (NE),25.2,0/8,-,-,-,-,30.2,-,Clear
ARDEBIL,20/08/2008,12Z,29.2,32%,1008.4 Hpa,090º (E ),25.2,0/8,-,-,-,-,-,-,Clear
ARDEBIL,20/08/2008,09Z,29.2,33%,1008.8 Hpa,060º (NE),18.0,0/8,-,-,-,-,-,-,Clear
ARDEBIL,20/08/2008,03Z,6.6,81%,1012.8 Hpa,calm.,,0/8,-,-,-,-,-,6.2,Clear
ARDEBIL,20/08/2008,00Z,13.8,70%,1008.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,20/08/2008,21Z,24.2,93%,1011.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,20/08/2008,18Z,27.8,72%,1010.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,20/08/2008,15Z,31.0,52%,1009.9 Hpa,calm.,,0/8,-,-,-,-,34.0,-,Clear
BABULSAR,20/08/2008,12Z,32.2,52%,1010.0 Hpa,320º (NW),10.8,0/8,-,-,-,-,-,-,Clear
BABULSAR,20/08/2008,09Z,32.6,57%,1010.3 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
BABULSAR,20/08/2008,06Z,30.4,50%,1010.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,20/08/2008,03Z,21.6,78%,1009.8 Hpa,calm.,,0/8,-,-,-,-,-,21.6,Clear
BABULSAR,20/08/2008,00Z,22.4,80%,1008.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,20/08/2008,21Z,19.8,31%,1001.6 Hpa,060º (NE),14.4,0/8,-,-,-,-,-,-,Clear
BAFT,20/08/2008,18Z,22.0,19%,1002.0 Hpa,030º (NE),28.8,0/8,-,-,-,-,-,-,Clear
BAFT,20/08/2008,15Z,25.4,15%,1000.8 Hpa,360º (N ),25.2,4/8,4/8 CB,-,-,-,29.4,-,Scattered clouds
BAFT,20/08/2008,12Z,28.0,15%,999.9 Hpa,030º (NE),21.6,5/8,5/8 CB,-,-,-,-,-,Cloudy
BAFT,20/08/2008,09Z,27.8,17%,1000.3 Hpa,300º (NW),18.0,5/8,5/8 CB,-,-,-,-,-,Cloudy
BAFT,20/08/2008,03Z,20.0,32%,1001.6 Hpa,060º (NE),14.4,0/8,-,-,-,-,-,18.6,Clear
BAFT,20/08/2008,00Z,19.0,30%,999.7 Hpa,060º (NE),7.2,0/8,-,-,-,-,-,-,Clear
BAM,20/08/2008,21Z,26.8,15%,999.7 Hpa,290º (W ),21.6,0/8,-,-,-,-,-,-,Clear
BAM,20/08/2008,18Z,29.6,14%,999.6 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
BAM,20/08/2008,15Z,35.2,9%,998.9 Hpa,020º (N),14.4,2/8,-,1/8 AC,CI,-,37.6,-,Few clouds
BAM,20/08/2008,12Z,37.2,11%,997.8 Hpa,320º (NW),18.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
BAM,20/08/2008,09Z,37.2,10%,999.4 Hpa,360º (N ),18.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
BAM,20/08/2008,03Z,25.4,25%,1001.0 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,25.0,Clear
BAM,20/08/2008,00Z,27.4,20%,998.7 Hpa,280º (W ),21.6,2/8,-,2/8 AC,-,-,-,-,Few clouds
BANDAR LENGEH,20/08/2008,21Z,31.8,63%,1002.3 Hpa,080º (E ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR LENGEH,20/08/2008,18Z,33.4,60%,1001.9 Hpa,260º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR LENGEH,20/08/2008,15Z,35.6,47%,1001.2 Hpa,220º (SW),14.4,0/8,-,-,-,-,38.0,-,"Clear, haze"
BANDAR LENGEH,20/08/2008,12Z,36.0,208%,1002.5 Hpa,120º (SE),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR LENGEH,20/08/2008,09Z,36.6,58%,1003.5 Hpa,110º (E ),28.8,0/8,-,-,-,-,-,-,"Clear, dust"
BANDAR LENGEH,20/08/2008,03Z,31.8,80%,1002.6 Hpa,080º (E ),21.6,2/8,-,-,CI,-,-,31.6,"Few clouds, mist"
BANDAR LENGEH,20/08/2008,00Z,32.6,67%,1000.8 Hpa,090º (E ),10.8,1/8,-,-,CI,-,-,-,"Few clouds, haze"
BANDAR-E-DAYYER,20/08/2008,21Z,31.6,71%,1001.6 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR-E-DAYYER,20/08/2008,18Z,33.4,,1030.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR-E-DAYYER,20/08/2008,15Z,34.6,66%,1002.0 Hpa,140º (SE),18.0,0/8,-,-,-,-,36.4,-,"Clear, haze"
BANDAR-E-DAYYER,20/08/2008,12Z,36.0,39%,1002.3 Hpa,150º (SE),21.6,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR-E-DAYYER,20/08/2008,09Z,35.2,70%,1003.7 Hpa,180º (S ),25.2,0/8,-,-,-,-,-,-,"Clear, dust"
BANDAR-E-DAYYER,20/08/2008,06Z,34.8,42%,1003.9 Hpa,140º (SE),25.2,0/8,-,-,-,-,-,-,"Clear, dust"
BANDAR-E-DAYYER,20/08/2008,03Z,30.0,82%,1002.2 Hpa,calm.,,4/8,4/8 ST,-,-,-,-,30.0,"Scattered clouds, mist"
BANDAR-E-DAYYER,20/08/2008,00Z,31.4,,1030.1 Hpa,calm.,,2/8,-,-,CI,-,-,-,"Few clouds, mist"
BANDARABBASS,20/08/2008,21Z,31.0,82%,1003.9 Hpa,040º (NE),10.8,0/8,-,-,-,-,-,-,"Clear, mist"
BANDARABBASS,20/08/2008,18Z,31.5,79%,1003.7 Hpa,110º (E ),14.4,0/8,-,-,-,-,-,-,"Clear, mist"
BANDARABBASS,20/08/2008,15Z,32.5,75%,1001.9 Hpa,190º (S ),10.8,3/8,-,3/8 AC,-,-,35.0,-,"Scattered clouds, haze"
BANDARABBASS,20/08/2008,12Z,34.5,67%,1002.8 Hpa,200º (S ),21.6,3/8,-,-,-,-,-,-,"Scattered clouds, haze"
BANDARABBASS,20/08/2008,09Z,34.3,65%,1004.9 Hpa,130º (SE),25.2,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, dust"
BANDARABBASS,20/08/2008,06Z,33.6,63%,1006.0 Hpa,130º (SE),18.0,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, haze"
BANDARABBASS,20/08/2008,03Z,30.8,77%,1004.1 Hpa,060º (NE),10.8,2/8,1/8 SC,AC,-,-,-,30.2,"Few clouds, haze"
BANDARABBASS,20/08/2008,00Z,30.6,80%,1002.7 Hpa,030º (NE),14.4,5/8,4/8 SC,AC,-,-,-,-,"Cloudy, mist"
BIRJAND,20/08/2008,21Z,20.6,22%,1005.5 Hpa,080º (E ),7.2,0/8,-,-,-,-,-,-,Clear
BIRJAND,20/08/2008,18Z,23.6,22%,1005.0 Hpa,090º (E ),10.8,0/8,-,-,-,-,-,-,Clear
BIRJAND,20/08/2008,15Z,28.6,18%,1004.6 Hpa,050º (NE),10.8,0/8,-,-,-,-,33.4,-,Clear
BIRJAND,20/08/2008,12Z,31.6,13%,1003.6 Hpa,340º (N ),18.0,0/8,-,-,-,-,-,-,Clear
BIRJAND,20/08/2008,09Z,30.8,16%,1003.7 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,Clear
BIRJAND,20/08/2008,06Z,27.6,17%,1005.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,20/08/2008,03Z,17.4,31%,1006.5 Hpa,calm.,,0/8,-,-,-,-,-,15.4,Clear
BIRJAND,20/08/2008,00Z,17.8,34%,1004.1 Hpa,080º (E ),7.2,0/8,-,-,-,-,-,-,Clear
BOJNOURD,20/08/2008,21Z,17.8,36%,1009.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BOJNOURD,20/08/2008,18Z,21.0,29%,1010.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BOJNOURD,20/08/2008,15Z,28.4,20%,1008.7 Hpa,310º (NW),25.2,0/8,-,-,-,-,31.8,-,Clear
BOJNOURD,20/08/2008,12Z,31.8,22%,1008.1 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,-,Clear
BOJNOURD,20/08/2008,09Z,30.2,20%,1008.2 Hpa,360º (N ),18.0,0/8,-,-,-,-,-,-,Clear
BOJNOURD,20/08/2008,03Z,18.0,44%,1009.8 Hpa,calm.,,0/8,-,-,-,-,-,16.2,"Clear, haze"
