Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,27/06/2009,21Z,33.2,20%,998.8 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,27/06/2009,18Z,37.2,15%,998.4 Hpa,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,27/06/2009,15Z,46.6,8%,998.0 Hpa,330º (NW),7.2,0/8,-,-,-,-,49.2,-,Clear
ABADAN,27/06/2009,12Z,48.0,5%,998.6 Hpa,100º (E ),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,27/06/2009,09Z,46.8,6%,1000.0 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,27/06/2009,06Z,37.2,21%,1001.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,27/06/2009,03Z,28.4,36%,1000.5 Hpa,calm.,,2/8,-,-,CI,-,-,28.2,Few clouds
ABADAN,27/06/2009,00Z,31.8,23%,999.5 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABADEH,27/06/2009,21Z,19.4,20%,1001.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,27/06/2009,18Z,26.0,13%,999.1 Hpa,020º (N),10.8,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADEH,27/06/2009,15Z,29.2,9%,1001.3 Hpa,060º (NE),10.8,2/8,2/8 SC,-,-,-,31.2,-,Few clouds
ABADEH,27/06/2009,12Z,30.0,9%,1001.2 Hpa,280º (W ),14.4,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
ABADEH,27/06/2009,09Z,28.4,10%,1001.3 Hpa,090º (E ),10.8,4/8,4/8 CU,-,-,-,-,-,Scattered clouds
ABADEH,27/06/2009,06Z,26.2,17%,1001.5 Hpa,calm.,,1/8,1/8 CU,-,-,-,-,-,Few clouds
ABADEH,27/06/2009,03Z,15.0,31%,1003.4 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,14.4,Clear
ABADEH,27/06/2009,00Z,15.4,31%,1001.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,27/06/2009,15Z,32.6,81%,997.4 Hpa,280º (W ),10.8,1/8,-,1/8 AC,-,-,35.0,-,"Few clouds, mist"
ABU MUSA,27/06/2009,12Z,34.0,80%,998.0 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,27/06/2009,09Z,32.6,76%,999.3 Hpa,250º (W ),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,27/06/2009,06Z,32.0,89%,999.9 Hpa,200º (S ),18.0,0/8,-,-,-,-,-,-,"Clear, mist"
ABU MUSA,27/06/2009,03Z,30.6,92%,999.1 Hpa,180º (S ),18.0,0/8,-,-,-,-,-,30.0,"Clear, mist"
AHAR,27/06/2009,21Z,16.8,66%,1007.3 Hpa,100º (E ),25.2,6/8,4/8 CB,-,CI,-,-,-,"Cloudy, rain showers"
AHAR,27/06/2009,18Z,19.6,62%,1008.2 Hpa,180º (S ),25.2,8/8,8/8 CB,,,0.1(6h),-,-,"Overcast, thunderstorm no precipitation"
AHAR,27/06/2009,15Z,28.6,26%,1004.1 Hpa,110º (E ),18.0,7/8,6/8 CB,-,CI,-,33.0,-,Cloudy
AHAR,27/06/2009,12Z,32.0,16%,1003.6 Hpa,290º (W ),21.6,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,27/06/2009,09Z,30.0,21%,1004.4 Hpa,270º (W ),10.8,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,27/06/2009,06Z,25.6,36%,1006.3 Hpa,calm.,,0/8,-,-,-,0.5(24h),-,-,Clear
AHAR,27/06/2009,03Z,16.6,71%,1008.0 Hpa,200º (S ),7.2,3/8,2/8 SC,-,CI,-,-,15.0,Scattered clouds
AHAR,27/06/2009,00Z,17.2,68%,1007.0 Hpa,300º (NW),7.2,6/8,6/8 SC,-,-,-,-,-,Cloudy
AHWAZ,27/06/2009,21Z,38.2,10%,997.5 Hpa,330º (NW),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,27/06/2009,18Z,41.6,9%,997.6 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,27/06/2009,15Z,46.6,8%,997.1 Hpa,310º (NW),7.2,0/8,-,-,-,-,48.6,-,Clear
AHWAZ,27/06/2009,12Z,48.4,7%,997.6 Hpa,340º (N ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,27/06/2009,09Z,46.2,12%,999.1 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,27/06/2009,06Z,39.0,18%,1000.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,27/06/2009,03Z,28.8,24%,999.4 Hpa,calm.,,0/8,-,-,-,-,-,28.8,"Clear, haze"
AHWAZ,27/06/2009,00Z,31.2,22%,998.7 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, dust"
ALI-GOODARZ,27/06/2009,21Z,18.3,29%,1001.8 Hpa,130º (SE),18.0,0/8,-,-,-,-,-,-,Clear
