Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,31/12/2009,21Z,12.6,97%,1014.6 Hpa,210º (SW),10.8,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,31/12/2009,18Z,13.0,97%,1014.3 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, mist"
ABADAN,31/12/2009,15Z,14.6,93%,1012.4 Hpa,calm.,,1/8,1/8 SC,-,-,-,18.2,-,"Few clouds, mist"
ABADAN,31/12/2009,12Z,16.0,91%,1010.6 Hpa,290º (W ),21.6,7/8,4/8 CB,AC,-,13.0(6h),-,-,"Cloudy, mist"
ABADAN,31/12/2009,09Z,15.8,95%,1011.8 Hpa,310º (NW),10.8,8/8,6/8 CB,AC,,-,-,-,"Overcast, rain showers"
ABADAN,31/12/2009,06Z,16.6,92%,1012.5 Hpa,090º (E ),25.2,8/8,6/8 CB,AC,,4.0(6h),-,-,"Overcast, rain"
ABADAN,31/12/2009,03Z,17.0,89%,1013.5 Hpa,030º (NE),10.8,8/8,6/8 CB,AC,,-,-,16.4,"Overcast, thunderstorm"
ABADAN,31/12/2009,00Z,17.8,82%,1012.8 Hpa,120º (SE),14.4,8/8,-,8/8 AC,,-,-,-,Overcast
ABADEH,31/12/2009,21Z,6.0,68%,1006.8 Hpa,270º (W ),14.4,5/8,5/8 SC,-,-,-,-,-,Cloudy
ABADEH,31/12/2009,18Z,7.0,59%,1009.1 Hpa,150º (SE),18.0,5/8,5/8 SC,-,-,-,-,-,Cloudy
ABADEH,31/12/2009,15Z,8.4,48%,1010.6 Hpa,180º (S ),14.4,6/8,4/8 CB,AC,CI,-,12.4,-,Cloudy
ABADEH,31/12/2009,12Z,11.2,36%,1009.8 Hpa,270º (W ),18.0,6/8,1/8 SC,AC,CI,-,-,-,Cloudy
ABADEH,31/12/2009,09Z,11.4,29%,1010.9 Hpa,calm.,,5/8,-,1/8 AC,CI,-,-,-,Cloudy
ABADEH,31/12/2009,06Z,7.2,43%,1013.8 Hpa,340º (N ),7.2,4/8,-,1/8 AC,CI,-,-,-,Scattered clouds
ABADEH,31/12/2009,03Z,1.4,64%,1015.0 Hpa,330º (NW),10.8,4/8,-,-,CI,-,-,0.0,Scattered clouds
ABADEH,31/12/2009,00Z,0.8,63%,1012.7 Hpa,calm.,,3/8,-,-,CI,-,-,-,Scattered clouds
ABU MUSA,31/12/2009,15Z,22.2,47%,1013.7 Hpa,270º (W ),21.6,2/8,-,-,CI,-,24.6,-,Few clouds
ABU MUSA,31/12/2009,12Z,24.0,78%,1012.7 Hpa,250º (W ),10.8,3/8,1/8 CU,-,CI,-,-,-,Scattered clouds
ABU MUSA,31/12/2009,09Z,24.0,60%,1014.4 Hpa,180º (S ),14.4,2/8,1/8 ST,-,CI,-,-,-,Few clouds
ABU MUSA,31/12/2009,06Z,23.2,259%,1016.3 Hpa,150º (SE),7.2,2/8,-,-,CI,-,-,-,Few clouds
ABU MUSA,31/12/2009,03Z,17.4,72%,1014.6 Hpa,calm.,,1/8,-,-,CI,-,-,17.4,"Few clouds, haze"
AHAR,31/12/2009,21Z,2.2,96%,1012.7 Hpa,calm.,,8/8,5/8 ST,AC,,-,-,-,Overcast
AHAR,31/12/2009,18Z,2.6,93%,1013.1 Hpa,calm.,,8/8,4/8 ST,AC,,4.0(6h),-,-,"Overcast, rain"
