Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,12/09/2010,21Z,29.8,35%,1003.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,12/09/2010,18Z,33.0,26%,1003.8 Hpa,210º (SW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,12/09/2010,15Z,40.4,16%,1002.6 Hpa,180º (S ),7.2,0/8,-,-,-,-,45.4,-,Clear
ABADAN,12/09/2010,12Z,44.0,12%,1002.8 Hpa,210º (SW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,12/09/2010,09Z,42.6,12%,1004.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,12/09/2010,06Z,33.2,25%,1005.0 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADAN,12/09/2010,03Z,24.2,42%,1003.2 Hpa,calm.,,0/8,-,-,-,-,-,24.2,Clear
ABADAN,12/09/2010,00Z,26.6,50%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,12/09/2010,21Z,15.8,22%,1007.0 Hpa,280º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,12/09/2010,18Z,19.4,20%,1006.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,12/09/2010,15Z,25.8,12%,1007.2 Hpa,070º (E ),14.4,0/8,-,-,-,-,29.8,-,Clear
ABADEH,12/09/2010,12Z,29.2,13%,1005.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,12/09/2010,09Z,27.2,11%,1005.4 Hpa,130º (SE),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,12/09/2010,06Z,22.8,22%,1006.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
